26.148,15.575,26.231,11.162,27.12,12.78,1.0034e+05,2.512,2512,1280.3,1883,2410.9,903.68,1883,2486.5,2.508,2507.8,1279.2,1881.1,2407.6,902.97,1881.1,2482.8,65.113,56.393,671,1
26.132,15.575,26.242,11.147,27.15,12.725,1.0034e+05,2.508,2508,1648.6,2195.5,2488.6,1224.5,2195.5,2505.9,2.508,2508.3,1647.9,2194.7,2488.1,1224,2194.7,2505.7,65.119,60.913,776,2
26.119,15.578,26.242,11.147,27.2,12.771,1.0034e+05,2.508,2508,1906.4,2351.8,2504.1,1481.2,2351.8,2507.8,2.509,2508.8,1906.2,2351.7,2504.6,1481,2351.7,2508.4,65.126,63.054,879,3
26.164,15.546,26.22,11.162,27.2,12.782,1.0034e+05,2.512,2512,2088.1,2431.9,2510.4,1687.4,2431.9,2511.6,2.508,2508,2086.7,2429.9,2507.3,1686.4,2429.9,2508,65.116,64.093,984,4
26.119,15.528,26.231,11.147,27.21,12.761,1.0034e+05,2.512,2512,2215.3,2471.9,2511.7,1852.3,2471.9,2512,2.508,2508,2213.1,2468.9,2507.9,1850.7,2468.9,2508,65.116,64.607,1088,5
26.178,15.529,26.22,11.17,27.22,12.761,1.0034e+05,2.508,2508,2303.1,2490,2508.7,1983.4,2490,2508.4,2.509,2508.5,2301.7,2488.7,2508.4,1982.3,2488.7,2508.4,65.122,64.865,1192,6
26.164,15.593,26.231,11.147,27.22,12.715,1.0034e+05,2.512,2512,2365.8,2501,2511.3,2089.2,2501,2511.6,2.507,2507.1,2363.3,2497.9,2507.4,2087.2,2497.9,2507.3,65.104,64.985,1297,7
26.178,15.578,26.231,11.162,27.23,12.749,1.0034e+05,2.512,2512,2409.6,2506.5,2511.9,2173.7,2506.5,2512,2.508,2508.3,2406.8,2503.1,2508.1,2171.4,2503.1,2508.2,65.119,65.052,1401,8
26.148,15.56,26.22,11.162,27.23,12.738,1.0034e+05,2.512,2512,2440.3,2509.2,2512,2241.4,2509.2,2512,2.507,2507.3,2436.9,2505.2,2507.4,2238.6,2505.2,2507.3,65.106,65.079,1505,9
17.4,55.486,17.411,55.5,17.4,55.511,1.0131e+05,2.508,-4,1707,1252.6,499.19,1792.3,1252.6,247.6,2.508,0.375,1706,1252.8,501.78,1791,1252.8,251.07,0.796,46.021,1609,10
17.416,55.534,17.411,55.5,17.4,55.522,1.0131e+05,2.512,0,1194.9,626.31,99.839,1433.8,626.31,24.76,2.509,1.625,1194.7,627.2,101.66,1433.1,627.2,26.57,1.658,32.563,1714,11
17.429,55.518,17.411,55.485,17.4,55.512,1.0131e+05,2.508,-4,835.25,311.16,16.768,1146.3,311.16,-1.124,2.509,1.5,836.72,314.35,21.531,1146.8,314.35,4.007,1.593,23.053,1816,12
17.384,55.5,17.421,55.5,17.4,55.5,1.0131e+05,2.512,0,584.67,155.58,3.354,917.02,155.58,-0.112,2.508,1.125,586.04,157.74,5.206,917.64,157.74,1.413,1.379,16.33,1920,13
17.4,55.469,17.411,55.5,17.4,55.545,1.0131e+05,2.508,-4,408.07,75.789,-2.529,732.82,75.789,-3.611,2.508,0.875,410.49,79.306,1.741,734.29,79.306,0.929,1.216,11.579,2022,14
17.445,55.518,17.411,55.5,17.4,55.5,1.0131e+05,2.508,-4,284.45,35.895,-3.706,585.45,35.895,-3.961,2.509,1.75,287.87,40.528,1.748,587.78,40.528,1.668,1.72,8.278,2124,15
17.4,55.486,17.411,55.5,17.4,55.5,1.0131e+05,2.508,-4,197.91,15.947,-3.941,467.56,15.947,-3.996,2.509,1.75,202.03,21.139,1.75,470.57,21.139,1.742,1.72,5.978,2227,16
17.416,55.502,17.411,55.492,17.4,55.455,1.0131e+05,2.508,-4,137.34,5.974,-3.988,373.25,5.974,-4,2.509,1.625,141.91,11.382,1.65,376.79,11.382,1.637,1.658,4.387,2329,17
17.416,55.502,17.421,55.485,17.4,55.545,1.0131e+05,2.508,-4,94.939,0.987,-3.998,297.8,0.987,-4,2.509,1.75,99.862,6.566,1.73,301.78,6.566,1.739,1.72,3.332,2432,18
17.416,55.486,17.443,55.5,17.41,55.545,1.0131e+05,2.508,-4,65.257,-1.507,-3.999,237.44,-1.507,-4,2.509,1.25,70.279,3.908,1.346,241.67,3.908,1.299,1.454,2.57,2534,19
17.429,55.55,17.411,55.508,17.4,55.522,1.0131e+05,2.512,0,45.68,-0.753,-0.8,189.95,-0.753,-0.4,2.509,1.75,49.72,2.829,1.669,193.69,2.829,1.705,1.72,2.187,2636,20
17.429,55.451,17.421,55.5,17.4,55.489,1.0131e+05,2.508,-4,30.776,-2.377,-3.36,151.16,-2.377,-3.64,2.509,1.375,35.217,2.102,1.434,155.22,2.102,1.408,1.525,1.885,2738,21
17.429,55.518,17.411,55.5,17.4,55.489,1.0131e+05,2.508,-4,20.343,-3.188,-3.872,120.13,-3.188,-3.964,2.509,1.5,25.102,1.801,1.487,124.48,1.801,1.491,1.593,1.745,2840,22
17.429,55.518,17.421,55.508,17.4,55.489,1.0131e+05,2.512,0,14.24,-1.594,-0.774,96.103,-1.594,-0.396,2.509,1.375,17.984,1.588,1.397,99.859,1.588,1.387,1.525,1.639,2942,23
17.429,55.515,17.421,55.5,17.4,55.478,1.0131e+05,2.508,-4,8.768,-2.797,-3.355,76.083,-2.797,-3.64,2.508,0.75,12.814,1.169,0.88,80.037,1.169,0.814,1.126,1.406,3044,24
17.4,55.488,17.411,55.5,17.4,55.534,1.0131e+05,2.512,0,6.138,-1.399,-0.671,60.866,-1.399,-0.364,2.508,0.875,9.232,1.022,0.876,64.205,1.022,0.869,1.216,1.314,3146,25
17.429,55.486,17.432,55.5,17.4,55.512,1.0131e+05,2.508,-4,3.096,-2.699,-3.334,47.893,-2.699,-3.636,2.507,0.25,6.537,0.636,0.375,51.414,0.636,0.312,0.65,1.037,3248,26
17.429,55.502,17.421,55.5,17.4,55.512,1.0131e+05,2.512,0,2.167,-1.35,-0.667,38.314,-1.35,-0.364,2.508,0.625,4.764,0.631,0.575,41.256,0.631,0.594,1.028,1.033,3350,27
17.416,55.534,17.421,55.5,17.41,55.522,1.0131e+05,2.508,-4,0.317,-2.675,-3.333,29.852,-2.675,-3.636,2.508,1.125,3.672,0.878,1.015,33.23,0.878,1.072,1.379,1.218,3451,28
17.4,55.5,17.432,55.5,17.4,55.534,1.0131e+05,2.512,0,0.222,-1.337,-0.667,23.881,-1.337,-0.364,2.508,1,2.871,0.939,1.003,26.784,0.939,1.007,1.3,1.26,3554,29
17.429,55.518,17.421,55.485,17.4,55.534,1.0131e+05,2.508,-4,-1.045,-2.669,-3.333,18.305,-2.669,-3.636,2.509,1.375,2.422,1.157,1.301,21.702,1.157,1.338,1.525,1.399,3655,30
17.429,55.469,17.4,55.5,17.41,55.512,1.0131e+05,2.512,0,-0.731,-1.334,-0.667,14.644,-1.334,-0.364,2.509,1.5,2.145,1.329,1.46,17.662,1.329,1.484,1.593,1.499,3757,31
17.4,55.486,17.411,55.5,17.41,55.512,1.0131e+05,2.508,-4,-1.712,-2.667,-3.333,10.915,-2.667,-3.636,2.509,1.5,1.952,1.414,1.492,14.429,1.414,1.499,1.593,1.546,3859,32
17.416,55.469,17.411,55.508,17.41,55.512,1.0131e+05,2.508,-4,-2.398,-3.334,-3.867,7.932,-3.334,-3.964,2.509,1.375,1.779,1.395,1.398,11.819,1.395,1.387,1.525,1.536,3960,33
17.416,55.469,17.421,55.508,17.41,55.512,1.0131e+05,2.508,-4,-2.879,-3.667,-3.973,5.546,-3.667,-3.996,2.509,1.625,1.733,1.51,1.58,9.78,1.51,1.601,1.658,1.598,4063,34
17.416,55.486,17.411,55.5,17.41,55.512,1.0131e+05,2.512,0,-2.015,-1.833,-0.795,4.437,-1.833,-0.4,2.509,1.375,1.625,1.442,1.416,8.099,1.442,1.398,1.525,1.562,4164,35
17.416,55.469,17.4,55.5,17.41,55.522,1.0131e+05,2.512,0,-1.411,-0.917,-0.159,3.549,-0.917,-0.04,2.509,1.625,1.625,1.534,1.583,6.804,1.534,1.602,1.658,1.61,4267,36
17.429,55.502,17.421,55.508,17.41,55.512,1.0131e+05,2.508,-4,-2.187,-2.458,-3.232,2.039,-2.458,-3.604,2.509,1.625,1.625,1.579,1.617,5.768,1.579,1.623,1.658,1.634,4368,37
17.416,55.486,17.411,55.5,17.41,55.5,1.0131e+05,2.508,-4,-2.731,-3.229,-3.846,0.832,-3.229,-3.96,2.509,1.625,1.625,1.602,1.623,4.94,1.602,1.625,1.658,1.646,4469,38
17.416,55.502,17.421,55.5,17.41,55.512,1.0131e+05,2.512,0,-1.912,-1.615,-0.769,0.665,-1.615,-0.396,2.509,1.25,1.513,1.426,1.325,4.202,1.426,1.288,1.454,1.553,4572,39
17.429,55.486,17.421,55.508,17.41,55.478,1.0131e+05,2.508,-4,-2.538,-2.807,-3.354,-0.268,-2.807,-3.64,2.509,1.25,1.434,1.338,1.265,3.611,1.338,1.254,1.454,1.504,4673,40
17.4,55.486,17.421,55.5,17.41,55.534,1.0131e+05,2.512,0,-1.777,-1.404,-0.671,-0.214,-1.404,-0.364,2.509,1.25,1.379,1.294,1.253,3.139,1.294,1.25,1.454,1.479,4774,41
17.416,55.469,17.421,55.508,17.41,55.534,1.0131e+05,2.508,-4,-2.444,-2.702,-3.334,-0.971,-2.702,-3.636,2.508,1,1.265,1.147,1.051,2.711,1.147,1.025,1.3,1.393,4877,42
17.416,55.518,17.432,55.508,17.41,55.478,1.0131e+05,2.508,-4,-2.911,-3.351,-3.867,-1.577,-3.351,-3.964,2.509,1.25,1.261,1.199,1.21,2.419,1.199,1.228,1.454,1.423,4978,43
17.416,55.469,17.432,55.508,17.41,55.466,1.0131e+05,2.508,-4,-3.237,-3.675,-3.973,-2.062,-3.675,-3.996,2.508,0.5,1.032,0.849,0.642,2.035,0.849,0.573,0.919,1.198,5081,44
17.4,55.486,17.421,55.5,17.41,55.512,1.0131e+05,2.512,0,-2.266,-1.838,-0.795,-1.649,-1.838,-0.4,2.507,0.25,0.798,0.55,0.328,1.678,0.55,0.282,0.65,0.964,5182,45
