19.924,30.007,21.12,30.865,97853,2410.4,1204.1,867.86,626.83,2412.5,45.556,64.482,296,0,1.1604,1
19.914,30.03,21.12,30.865,97853,2411.3,803.63,848.59,662.18,1204.1,37.216,45.555,361,0,1.1605,2
19.924,30.022,21.12,30.909,97852,2401.9,593.34,772.02,648.42,1204.1,31.979,45.556,425,0,1.1604,3
19.946,30.03,21.12,30.876,97850,2403.9,476.68,683.41,614.07,803.63,28.664,37.218,489,0,1.1603,4
19.935,30.03,21.12,30.876,97850,2410.9,404.23,599.66,572.1,803.63,26.396,37.217,553,0,1.1604,5
19.935,30.022,21.12,30.909,97849,2412.8,348.36,524.27,527.35,593.34,24.504,31.98,617,0,1.1603,6
19.935,30.022,21.12,30.932,97848,2415.8,307.81,459.33,483.44,593.34,23.034,31.98,681,0,1.1603,7
19.903,30.03,21.12,30.932,97848,2416,273.86,403.69,441.53,476.68,21.725,28.662,746,0,1.1605,8
19.935,30.03,21.12,30.887,97850,2411,241.47,355.03,401.52,476.68,20.401,28.664,809,0,1.1604,9
19.924,30.007,21.12,30.932,97850,2413.4,221.9,315.09,365.59,404.23,19.556,26.395,874,0,1.1604,10
19.935,30.007,21.12,30.932,97850,2415.6,205.66,282.26,333.61,404.23,18.827,26.396,939,0,1.1604,11
19.935,30.03,21.13,30.942,97852,2413.3,187.46,253.82,304.38,348.36,17.975,24.504,1002,0,1.1604,12
19.924,30.03,21.13,30.909,97850,2416.4,177.2,230.83,278.94,348.36,17.476,24.503,1067,0,1.1604,13
19.924,30.03,21.13,30.909,97850,2413.6,162.63,210.37,255.68,307.81,16.742,23.033,1131,0,1.1604,14
19.935,30.022,21.12,30.909,97850,2412.1,150.97,192.55,234.74,307.81,16.131,23.034,1195,0,1.1603,15
19.946,30.03,21.13,30.909,97849,2407.6,137.59,176.06,215.31,273.86,15.4,21.727,1259,0,1.1603,16
19.957,30.03,21.13,30.909,97849,2409.9,132.19,162.9,198.69,273.86,15.095,21.727,1324,0,1.1603,17
19.924,30.022,21.12,30.898,97846,2408.4,123.74,151.15,183.69,241.47,14.604,20.401,1387,0,1.1604,18
19.946,30.03,21.13,30.898,97851,2416.3,125.42,143.43,172.04,241.47,14.703,20.401,1452,0,1.1603,19
19.946,30.03,21.13,30.898,97851,2416.5,4.863,101.86,138.6,221.9,2.895,19.557,1516,0,1.1603,20
19.924,30.037,21.13,30.942,97851,2413.5,1.663,71.803,111.22,221.9,1.693,19.556,1581,0,1.1604,21
19.957,30.022,21.13,30.898,97853,2414.9,2.881,51.126,89.55,205.66,2.229,18.828,1644,0,1.1603,22
19.935,30.03,21.13,30.898,97853,2413.8,1.575,36.261,71.955,187.46,1.648,17.975,1708,0,1.1604,23
19.935,30.037,21.13,30.932,97853,2412,-0.769,25.152,57.41,177.2,1.151,17.476,1772,0,1.1604,24
19.935,30.037,21.13,30.921,97851,2414.4,1.2,17.966,46.168,162.63,1.438,16.743,1836,0,1.1604,25
19.935,30.03,21.13,30.921,97851,2416.1,2.775,13.409,37.489,150.97,2.187,16.131,1900,0,1.1604,26
19.924,30.022,21.12,30.92,97853,2409.4,-4.144,8.143,29.163,137.59,2.672,15.399,1964,0,1.1604,27
19.935,30.037,21.13,30.932,97851,2412.9,-0.325,5.603,23.265,137.59,0.748,15.4,2028,0,1.1604,28
19.957,30.037,21.13,30.932,97851,2408.9,-4.169,2.671,17.778,132.19,2.681,15.095,2092,0,1.1603,29
19.967,30.03,21.13,30.909,97854,2410,-2.937,0.989,13.635,132.19,2.25,15.095,2156,0,1.1603,30
19.935,30.03,21.13,30.898,97853,2414.9,1.937,1.273,11.296,125.42,1.827,14.703,2220,0,1.1604,31
19.924,30.037,21.13,30.898,97853,2415.5,2.562,1.66,9.549,123.74,2.102,14.603,2283,0,1.1604,32
19.935,30.037,21.13,30.943,97852,2412.9,-0.063,1.143,7.627,4.863,0.328,2.895,2347,0,1.1604,33
19.957,30.03,21.13,30.932,97852,2413,0.063,0.819,6.114,4.863,0.328,2.895,2410,0,1.1603,34
19.924,30.037,21.13,30.932,97852,2414.9,1.937,1.155,5.279,2.881,1.827,2.228,2473,0,1.1604,35
19.946,30.022,21.13,30.943,97854,2413.5,0.563,0.977,4.335,2.775,0.985,2.187,2538,0,1.1604,36
19.924,30.022,21.13,30.943,97854,2415.9,2.937,1.565,4.056,2.775,2.25,2.187,2601,0,1.1605,37
19.946,30.03,21.13,30.976,97850,2413.1,0.187,1.152,3.282,2.562,0.568,2.102,2665,0,1.1603,38
19.935,30.03,21.13,30.965,97853,2409.3,-3.687,-0.3,1.888,1.937,2.521,1.827,2728,0,1.1604,39
19.957,30.03,21.13,30.965,97853,2410.5,-2.437,-0.941,1.023,1.937,2.05,1.827,2792,0,1.1603,40
19.935,30.022,21.13,30.92,97852,2411.5,-1.437,-1.09,0.531,1.937,1.574,1.827,2855,0,1.1604,41
19.935,30.03,21.13,30.943,97852,2414.1,1.187,-0.407,0.662,1.663,1.431,1.693,2919,0,1.1604,42
19.935,30.03,21.13,30.943,97852,2415.6,2.687,0.521,1.067,1.937,2.152,1.827,2982,0,1.1604,43
19.935,30.03,21.13,30.942,97852,2413.6,0.688,0.571,0.991,1.575,1.089,1.648,3046,0,1.1604,44
19.914,30.03,21.13,30.976,97849,2414.1,1.187,0.756,1.031,1.2,1.431,1.438,3109,0,1.1604,45
19.935,30.022,21.13,30.976,97849,2415.9,2.937,1.411,1.412,1.937,2.25,1.827,3173,0,1.1603,46
19.935,30.022,21.13,30.909,97851,2413.6,0.688,1.194,1.267,1.937,1.089,1.827,3236,0,1.1604,47
19.924,30.022,21.13,30.942,97852,2415.9,2.937,1.717,1.601,1.937,2.25,1.827,3300,0,1.1604,48
