20.761,39.338,1.0005e+05,2.527,1259.5,910.25,657.54,2535.3,46.165,65.498,564,0,1.1819,1
20.761,39.33,1.0005e+05,2.529,841.92,889.75,694.41,1259.5,37.744,46.165,617,0,1.182,2
20.761,39.33,1.0005e+05,2.528,630.44,811.96,681.62,1259.5,32.662,46.165,670,0,1.182,3
20.75,39.322,1.0005e+05,2.527,503.1,719.3,645.92,841.92,29.176,37.743,722,0,1.182,4
20.761,39.315,1.0005e+05,2.529,421.25,629.88,600.98,841.92,26.698,37.744,776,0,1.182,5
20.761,39.338,1.0005e+05,2.528,360.07,548.94,552.8,630.44,24.684,32.661,828,0,1.182,6
20.74,39.33,1.0005e+05,2.528,315.31,478.85,505.3,630.44,23.097,32.66,881,0,1.1821,7
20.761,39.345,1.0005e+05,2.529,281.15,419.54,460.47,503.1,21.812,29.177,934,0,1.1819,8
20.75,39.322,1.0005e+05,2.528,251.66,369.18,418.71,503.1,20.636,29.177,987,0,1.182,9
20.75,39.345,1.0005e+05,2.528,228.78,327.06,380.73,421.25,19.675,26.697,1040,0,1.1821,10
20.772,39.345,1.0005e+05,2.53,211.72,292.46,346.92,421.25,18.927,26.698,1092,0,1.182,11
20.761,39.33,1.0005e+05,2.528,193.56,262.79,316.25,360.07,18.098,24.684,1145,0,1.182,12
20.761,39.322,1.0005e+05,2.528,179.86,237.91,288.97,360.07,17.445,24.684,1199,0,1.182,13
20.75,39.33,1.0005e+05,2.529,169.12,217.27,265,315.31,16.916,23.098,1251,0,1.1821,14
20.761,39.345,1.0004e+05,2.528,156.92,199.17,243.38,315.31,16.295,23.099,1304,0,1.1819,15
20.761,39.345,1.0005e+05,2.528,148.32,183.91,224.37,281.15,15.842,21.811,1357,0,1.182,16
20.761,39.322,1.0005e+05,2.529,140.95,171.02,207.69,281.15,15.443,21.811,1410,0,1.182,17
20.761,39.33,1.0005e+05,2.527,131.28,159.1,192.41,251.66,14.904,20.636,1463,0,1.182,18
20.761,39.322,1.0005e+05,2.529,126.72,149.39,179.27,251.66,14.643,20.635,1516,0,1.182,19
20.772,39.322,1.0005e+05,2.528,-0.356,104.46,143.34,228.78,0,19.676,1568,0,1.1819,20
20.761,39.338,1.0005e+05,2.527,-0.887,72.858,114.5,228.78,0,19.675,1622,0,1.182,21
