16.417,45.434,1.0108e+05,2.529,1264.6,910.48,657.57,2529,45.668,64.581,564,0,1.2127,1
16.417,45.441,1.0109e+05,2.529,842.96,890.22,694.64,1264.6,37.284,45.667,617,0,1.2128,2
16.407,45.426,1.0108e+05,2.53,632.84,813.01,682.28,1264.6,32.305,45.667,670,0,1.2128,3
16.417,45.426,1.0108e+05,2.53,506.27,720.99,647.08,842.96,28.895,37.285,722,0,1.2127,4
16.428,45.441,1.0108e+05,2.529,421.02,631,601.87,842.96,26.351,37.286,776,0,1.2127,5
16.407,45.418,1.0108e+05,2.531,362.75,550.52,554.05,632.84,24.458,32.305,828,0,1.2128,6
16.428,45.426,1.0108e+05,2.53,316.66,480.36,506.57,632.84,22.853,32.307,881,0,1.2126,7
16.417,45.441,1.0108e+05,2.53,281.1,420.58,461.47,506.27,21.531,28.895,933,0,1.2127,8
16.417,45.411,1.0108e+05,2.53,253.24,370.38,419.83,506.27,20.436,28.895,987,0,1.2127,9
16.417,45.434,1.0108e+05,2.53,230.84,328.52,382.03,421.02,19.511,26.35,1040,0,1.2127,10
16.417,45.434,1.0109e+05,2.53,210.85,293.22,347.79,421.02,18.647,26.35,1092,0,1.2128,11
16.428,45.441,1.0109e+05,2.529,194.26,263.53,317.09,362.75,17.899,24.459,1145,0,1.2127,12
16.417,45.434,1.0109e+05,2.53,180.63,238.66,289.8,362.75,17.259,24.458,1198,0,1.2128,13
16.396,45.426,1.0108e+05,2.53,168.84,217.72,265.61,316.66,16.686,22.851,1251,0,1.2128,14
16.407,45.426,1.0108e+05,2.529,157.29,199.59,243.94,316.66,16.105,22.852,1304,0,1.2128,15
16.407,45.426,1.0109e+05,2.529,148.41,184.24,224.84,281.1,15.644,21.53,1356,0,1.2128,16
16.417,45.434,1.0109e+05,2.529,140.42,171.09,207.95,281.1,15.217,21.531,1410,0,1.2128,17
16.417,45.434,1.0108e+05,2.529,133.03,159.67,192.97,253.24,14.812,20.436,1463,0,1.2127,18
16.428,45.441,1.0108e+05,2.529,125.75,149.5,179.52,253.24,14.401,20.437,1515,0,1.2127,19
16.417,45.449,1.0108e+05,2.529,-0.062,104.63,143.61,230.84,0,19.511,1568,0,1.2128,20
16.407,45.426,1.0108e+05,2.53,0.544,73.402,114.99,230.84,0.947,19.511,1622,0,1.2128,21
16.417,45.426,1.0108e+05,2.529,-0.375,51.269,91.92,210.85,0,18.648,1674,0,1.2127,22
16.417,45.418,1.0108e+05,2.53,0.119,35.924,73.56,210.85,0.443,18.648,1726,0,1.2127,23
16.417,45.418,1.0108e+05,2.53,-0.006,25.145,58.847,194.26,0,17.899,1779,0,1.2127,24
16.396,45.426,1.0108e+05,2.529,-0.25,17.527,47.027,180.63,0,17.259,1831,0,1.2128,25
16.417,45.434,1.0108e+05,2.53,0.1,12.299,37.642,180.63,0.406,17.26,1884,0,1.2127,26
16.417,45.418,1.0108e+05,2.529,-0.6,8.429,29.994,168.84,0,16.687,1937,0,1.2127,27
16.417,45.434,1.0109e+05,2.53,0.2,5.96,24.035,157.29,0.575,16.106,1989,0,1.2128,28
16.45,45.434,1.0108e+05,2.53,0.319,4.268,19.292,148.41,0.725,15.646,2041,0,1.2126,29
16.428,45.441,1.0108e+05,2.528,-1.181,2.633,15.197,140.42,0,15.218,2095,0,1.2127,30
16.417,45.434,1.0108e+05,2.53,0.069,1.864,12.172,140.42,0.337,15.218,2147,0,1.2127,31
16.428,45.418,1.0108e+05,2.529,-0.056,1.288,9.726,133.03,0,14.812,2199,0,1.2127,32
16.417,45.449,1.0108e+05,2.529,-0.556,0.735,7.67,125.75,0,14.401,2251,0,1.2127,33
16.428,45.449,1.0108e+05,2.529,-0.056,0.498,6.125,125.75,0,14.401,2305,0,1.2127,34
16.428,45.418,1.0108e+05,2.529,-0.556,0.181,4.788,0.544,0,0.947,2357,0,1.2127,35
16.417,45.441,1.0109e+05,2.529,-0.181,0.073,3.795,0.544,0,0.947,2409,0,1.2128,36
16.417,45.434,1.0108e+05,2.53,0.569,0.222,3.149,0.544,0.969,0.947,2461,0,1.2127,37
16.428,45.434,1.0108e+05,2.529,-0.181,0.101,2.483,0.319,0,0.725,2513,0,1.2127,38
16.428,45.434,1.0108e+05,2.53,0.069,0.091,2,0.319,0.337,0.725,2566,0,1.2127,39
16.417,45.441,1.0108e+05,2.529,-0.931,-0.215,1.414,0.2,0,0.575,2618,0,1.2127,40
16.396,45.434,1.0108e+05,2.529,-0.056,-0.168,1.12,0.119,0,0.443,2670,0,1.2128,41
16.417,45.441,1.0108e+05,2.529,-0.181,-0.172,0.86,0.119,0,0.443,2722,0,1.2127,42
16.417,45.418,1.0108e+05,2.529,-0.556,-0.287,0.577,0.119,0,0.443,2775,0,1.2127,43
16.396,45.434,1.0108e+05,2.529,-0.681,-0.405,0.325,0.119,0,0.443,2827,0,1.2128,44
16.428,45.426,1.0108e+05,2.529,-0.431,-0.413,0.174,0.1,0,0.406,2878,0,1.2127,45
16.407,45.426,1.0108e+05,2.53,0.069,-0.268,0.153,0.1,0.337,0.406,2930,0,1.2128,46
16.417,45.441,1.0108e+05,2.53,0.069,-0.167,0.136,0.1,0.337,0.406,2982,0,1.2127,47
16.428,45.426,1.0109e+05,2.529,-0.431,-0.246,0.023,0.069,0,0.337,3035,0,1.2127,48
16.428,45.418,1.0108e+05,2.53,0.069,-0.152,0.032,0.069,0.337,0.337,3087,0,1.2127,49
16.417,45.426,1.0108e+05,2.53,0.194,-0.048,0.064,0.069,0.566,0.337,3139,0,1.2128,50
16.417,45.434,1.0108e+05,2.53,0.319,0.062,0.115,0.069,0.725,0.337,3191,0,1.2128,51
16.417,45.426,1.0108e+05,2.529,-0.431,-0.086,0.006,0.069,0,0.337,3244,0,1.2128,52
16.428,45.434,1.0108e+05,2.529,-0.681,-0.264,-0.131,0.069,0,0.337,3296,0,1.2127,53
16.417,45.418,1.0108e+05,2.53,0.194,-0.127,-0.066,0.194,0.566,0.566,3348,0,1.2127,54
