Muestra,Temp,Hum,Pres,Den,Vol,DP,DP1,DP2,DP3,Vel1,Vel2,Vel3,Vel4,Tiempo,PWM,Paro,Hum2
29,20.268,40.49,102180.8,1.2093,2.572,-2.0,-1.963,-1.922,0.0,0.0,0.0,1.802,1.783,2078.0,0.0,1.0,39.0
30,20.225,40.497,102179.47,1.2095,2.5725,0.238,-1.302,-1.49,0.238,0.627,0.627,1.468,1.57,2132.0,0.0,1.0,39.032
31,20.246,40.49,102183.95,1.2094,2.57263,0.363,-0.803,-1.12,0.363,0.774,0.774,1.152,1.361,2187.0,0.0,1.0,39.032
32,20.225,40.49,102183.95,1.2095,2.57225,-0.012,-0.566,-0.898,0.238,0.0,0.627,0.967,1.219,2241.0,0.0,1.0,39.032
33,20.246,40.49,102183.95,1.2094,2.5725,0.238,-0.325,-0.671,0.238,0.627,0.627,0.733,1.053,2295.0,0.0,1.0,39.032
34,20.246,40.497,102179.91,1.2094,2.57238,0.112,-0.194,-0.514,0.238,0.431,0.627,0.566,0.922,2350.0,0.0,1.0,39.065
35,20.257,40.49,102179.47,1.2093,2.5725,0.238,-0.064,-0.364,0.238,0.627,0.627,0.326,0.776,2404.0,0.0,1.0,39.043
36,20.225,40.49,102181.25,1.2095,2.57188,-0.388,-0.161,-0.369,0.238,0.0,0.627,0.516,0.781,2457.0,0.0,1.0,39.032
37,20.246,40.497,102181.25,1.2094,2.5725,0.238,-0.042,-0.247,0.238,0.627,0.627,0.262,0.64,2511.0,0.0,1.0,39.032
38,20.235,40.497,102188.875,1.2095,2.572,-0.263,-0.108,-0.25,0.238,0.0,0.627,0.422,0.644,2566.0,0.0,1.0,39.077
39,20.235,40.497,102182.6,1.2095,2.57238,0.112,-0.042,-0.178,0.238,0.431,0.627,0.263,0.542,2620.0,0.0,1.0,39.043
40,20.246,40.497,102178.11,1.2094,2.57213,-0.137,-0.07,-0.17,0.238,0.0,0.627,0.341,0.53,2674.0,0.0,1.0,39.01
41,20.257,40.49,102178.11,1.2093,2.57225,-0.012,-0.053,-0.138,0.238,0.0,0.627,0.296,0.478,2728.0,0.0,1.0,39.01
42,20.235,40.497,102184.85,1.2095,2.57225,-0.012,-0.041,-0.113,0.238,0.0,0.627,0.26,0.433,2782.0,0.0,1.0,39.021
43,20.235,40.513,102183.95,1.2095,2.572,-0.263,-0.107,-0.143,0.238,0.0,0.627,0.421,0.486,2836.0,0.0,1.0,39.065
44,20.257,40.497,102180.81,1.2094,2.5715,-0.763,-0.304,-0.267,0.238,0.0,0.627,0.709,0.664,2890.0,0.0,1.0,39.021
45,20.225,40.497,102182.6,1.2095,2.57175,-0.512,-0.367,-0.316,0.238,0.0,0.627,0.778,0.723,2945.0,0.0,1.0,39.021
46,20.225,40.49,102182.6,1.2095,2.57225,-0.012,-0.26,-0.255,0.238,0.0,0.627,0.656,0.65,2999.0,0.0,1.0,39.021
47,20.246,40.49,102179.91,1.2094,2.57263,0.363,-0.073,-0.132,0.238,0.774,0.627,0.349,0.467,3053.0,0.0,1.0,39.021
48,20.225,40.49,102186.65,1.2096,2.57188,-0.388,-0.168,-0.183,0.238,0.0,0.627,0.527,0.55,3106.0,0.0,1.0,39.076
49,20.246,40.497,102185.734,1.2095,2.57225,-0.012,-0.121,-0.149,0.238,0.0,0.627,0.448,0.496,3161.0,0.0,1.0,39.033
50,20.246,40.49,102185.734,1.2095,2.57288,0.612,0.099,0.003,0.238,1.006,0.627,0.404,0.075,3215.0,0.0,1.0,39.033
51,20.225,40.49,102179.91,1.2095,2.57238,0.112,0.103,0.025,0.238,0.431,0.627,0.413,0.204,3269.0,0.0,1.0,39.055
52,20.246,40.49,102181.25,1.2094,2.57238,0.112,0.106,0.043,0.238,0.431,0.627,0.418,0.266,3323.0,0.0,1.0,39.043
53,20.246,40.497,102179.0,1.2094,2.57238,0.112,0.108,0.057,0.238,0.431,0.627,0.422,0.306,3378.0,0.0,1.0,39.021
54,20.225,40.49,102186.65,1.2096,2.57238,0.112,0.109,0.068,0.112,0.431,0.431,0.425,0.335,3432.0,0.0,1.0,39.021
55,20.225,40.497,102186.65,1.2096,2.57225,-0.012,0.073,0.052,0.112,0.0,0.431,0.347,0.292,3485.0,0.0,1.0,39.021
56,20.235,40.497,102184.85,1.2095,2.5725,0.238,0.122,0.089,0.238,0.627,0.627,0.449,0.383,3539.0,0.0,1.0,39.087
57,20.225,40.513,102187.09,1.2096,2.57188,-0.388,-0.031,-0.006,0.112,0.0,0.431,0.225,0.103,3594.0,0.0,1.0,39.0
58,20.225,40.505,102182.16,1.2095,2.57263,0.363,0.087,0.067,0.238,0.774,0.627,0.38,0.334,3648.0,0.0,1.0,39.021
59,20.235,40.497,102182.16,1.2095,2.572,-0.263,-0.018,0.001,0.112,0.0,0.431,0.171,0.048,3702.0,0.0,1.0,39.021
60,20.235,40.497,102182.6,1.2095,2.57238,0.112,0.021,0.024,0.112,0.431,0.431,0.188,0.198,3757.0,0.0,1.0,39.01
61,20.235,40.497,102179.44,1.2094,2.57225,-0.012,0.011,0.016,0.112,0.0,0.431,0.136,0.165,3811.0,0.0,1.0,39.055
62,20.235,40.474,102184.34,1.2095,2.57225,-0.012,0.004,0.011,0.112,0.0,0.431,0.082,0.132,3864.0,0.0,1.0,39.045
63,20.235,40.49,102184.39,1.2095,2.57275,0.487,0.149,0.106,0.238,0.898,0.627,0.497,0.419,3918.0,0.0,1.0,39.021
64,20.225,40.505,102184.39,1.2095,2.57213,-0.137,0.063,0.057,0.112,0.0,0.431,0.323,0.308,3973.0,0.0,1.0,39.021
65,20.246,40.497,102183.484,1.2094,2.572,-0.263,-0.035,-0.007,0.112,0.0,0.431,0.239,0.105,4027.0,0.0,1.0,39.055
66,20.235,40.513,102182.14,1.2095,2.57238,0.112,0.01,0.017,0.112,0.431,0.431,0.126,0.168,4081.0,0.0,1.0,39.077
67,20.235,40.49,102181.25,1.2095,2.572,-0.263,-0.072,-0.039,0.112,0.0,0.431,0.345,0.253,4135.0,0.0,1.0,39.065
68,20.246,40.49,102183.51,1.2094,2.57238,0.112,-0.017,-0.009,0.112,0.431,0.431,0.166,0.119,4189.0,0.0,1.0,39.065
69,20.235,40.497,102183.51,1.2095,2.57213,-0.137,-0.053,-0.034,0.112,0.0,0.431,0.296,0.238,4243.0,0.0,1.0,38.999
70,20.235,40.49,102184.39,1.2095,2.57213,-0.137,-0.078,-0.055,0.112,0.0,0.431,0.36,0.301,4297.0,0.0,1.0,39.066
71,20.268,40.49,102181.75,1.2093,2.57238,0.112,-0.021,-0.021,0.112,0.431,0.431,0.187,0.188,4352.0,0.0,1.0,39.021
72,20.246,40.497,102180.81,1.2094,2.572,-0.263,-0.094,-0.07,0.112,0.0,0.431,0.393,0.339,4406.0,0.0,1.0,39.055
73,20.235,40.49,102180.81,1.2095,2.57225,-0.012,-0.069,-0.058,0.112,0.0,0.431,0.338,0.31,4460.0,0.0,1.0,39.055
74,20.235,40.505,102184.39,1.2095,2.57238,0.112,-0.015,-0.024,0.112,0.431,0.431,0.156,0.2,4514.0,0.0,1.0,38.989
75,20.235,40.497,102179.91,1.2094,2.5725,0.238,0.061,0.028,0.112,0.627,0.431,0.318,0.216,4569.0,0.0,1.0,39.01
76,20.235,40.505,102191.984,1.2096,2.57225,-0.012,0.039,0.02,0.112,0.0,0.431,0.254,0.182,4622.0,0.0,1.0,39.022
77,20.246,40.497,102184.39,1.2094,2.5725,0.238,0.099,0.064,0.238,0.627,0.627,0.404,0.324,4676.0,0.0,1.0,39.044
78,20.235,40.497,102184.39,1.2095,2.57213,-0.137,0.028,0.023,0.112,0.0,0.431,0.214,0.197,4730.0,0.0,1.0,39.044
79,20.225,40.49,102182.16,1.2095,2.57175,-0.512,-0.134,-0.084,0.112,0.0,0.431,0.471,0.372,4785.0,0.0,1.0,39.076
80,20.235,40.49,102182.6,1.2095,2.57288,0.612,0.09,0.055,0.112,1.006,0.431,0.385,0.303,4839.0,0.0,1.0,38.999
81,20.235,40.497,102183.51,1.2095,2.57238,0.112,0.097,0.067,0.112,0.431,0.431,0.4,0.332,4893.0,0.0,1.0,39.021
82,20.225,40.513,102183.51,1.2095,2.57213,-0.137,0.026,0.026,0.112,0.0,0.431,0.209,0.207,4946.0,0.0,1.0,39.021
83,20.257,40.49,102183.05,1.2094,2.5725,0.238,0.09,0.068,0.238,0.627,0.627,0.385,0.336,5001.0,0.0,1.0,38.978
84,20.235,40.482,102179.91,1.2094,2.57263,0.363,0.172,0.127,0.238,0.774,0.627,0.533,0.459,5055.0,0.0,1.0,39.043
85,20.246,40.505,102186.59,1.2095,2.57138,-0.887,-0.146,-0.076,0.112,0.0,0.431,0.492,0.354,5109.0,0.0,1.0,38.979
86,20.235,40.497,102182.16,1.2095,2.57288,0.612,0.081,0.062,0.238,1.006,0.627,0.367,0.32,5164.0,0.0,1.0,39.043
87,20.246,40.497,102182.16,1.2094,2.57225,-0.012,0.053,0.047,0.238,0.0,0.627,0.297,0.279,5218.0,0.0,1.0,39.043
88,20.235,40.49,102181.25,1.2095,2.5725,0.238,0.109,0.085,0.238,0.627,0.627,0.424,0.375,5272.0,0.0,1.0,39.032
89,20.235,40.505,102181.25,1.2095,2.57275,0.487,0.222,0.166,0.238,0.898,0.627,0.606,0.523,5326.0,0.0,1.0,39.032
90,20.246,40.49,102185.3,1.2095,2.5725,0.238,0.227,0.18,0.238,0.627,0.627,0.612,0.546,5380.0,0.0,1.0,39.032
91,20.225,40.49,102185.3,1.2096,2.57288,0.612,0.343,0.266,0.238,1.006,0.627,0.753,0.664,5434.0,0.0,1.0,39.032
92,20.225,40.497,102186.65,1.2096,2.572,-0.263,0.161,0.161,0.238,0.0,0.627,0.516,0.515,5488.0,0.0,1.0,38.999
93,20.235,40.497,102184.836,1.2095,2.57213,-0.137,0.071,0.101,0.238,0.0,0.627,0.344,0.409,5542.0,0.0,1.0,39.0
94,20.235,40.49,102183.9,1.2095,2.57213,-0.137,0.009,0.053,0.238,0.0,0.627,0.121,0.297,5597.0,0.0,1.0,39.045
95,20.225,40.505,102180.35,1.2095,2.57213,-0.137,-0.035,0.015,0.238,0.0,0.627,0.241,0.159,5651.0,0.0,1.0,39.011
96,20.235,40.49,102180.35,1.2094,2.572,-0.263,-0.103,-0.04,0.238,0.0,0.627,0.413,0.258,5704.0,0.0,1.0,39.011
97,20.225,40.49,102181.25,1.2095,2.57238,0.112,-0.039,-0.01,0.238,0.431,0.627,0.253,0.127,5758.0,0.0,1.0,38.966
98,20.235,40.497,102188.875,1.2095,2.57238,0.112,0.007,0.015,0.238,0.431,0.627,0.105,0.156,5813.0,0.0,1.0,39.044
99,20.246,40.474,102183.51,1.2094,2.572,-0.263,-0.074,-0.041,0.238,0.0,0.627,0.35,0.26,5867.0,0.0,1.0,39.01
100,20.257,40.513,102183.51,1.2094,2.57163,-0.637,-0.243,-0.16,0.238,0.0,0.627,0.634,0.515,5921.0,0.0,1.0,39.01
101,20.268,40.482,102183.95,1.2093,2.57213,-0.137,-0.211,-0.156,0.238,0.0,0.627,0.591,0.507,5976.0,0.0,1.0,39.043
102,20.257,40.49,102183.95,1.2094,2.57225,-0.012,-0.152,-0.127,0.238,0.0,0.627,0.501,0.458,6030.0,0.0,1.0,39.099
103,20.235,40.497,102182.6,1.2095,2.57213,-0.137,-0.147,-0.129,0.238,0.0,0.627,0.494,0.462,6083.0,0.0,1.0,38.999
104,20.235,40.497,102180.35,1.2094,2.57188,-0.388,-0.219,-0.181,0.238,0.0,0.627,0.602,0.547,6137.0,0.0,1.0,39.011
105,20.246,40.49,102180.35,1.2094,2.57238,0.112,-0.12,-0.122,0.238,0.431,0.627,0.445,0.449,6192.0,0.0,1.0,39.011
106,20.246,40.49,102181.25,1.2094,2.57225,-0.012,-0.088,-0.1,0.238,0.0,0.627,0.381,0.407,6246.0,0.0,1.0,39.01
107,20.225,40.49,102180.81,1.2095,2.57225,-0.012,-0.065,-0.083,0.238,0.0,0.627,0.328,0.37,6300.0,0.0,1.0,39.076
108,20.246,40.482,102182.16,1.2094,2.57225,-0.012,-0.049,-0.069,0.238,0.0,0.627,0.286,0.337,6354.0,0.0,1.0,39.032
109,20.235,40.49,102178.11,1.2094,2.57188,-0.388,-0.151,-0.132,0.238,0.0,0.627,0.499,0.468,6408.0,0.0,1.0,39.021
110,20.235,40.474,102178.11,1.2094,2.5715,-0.763,-0.334,-0.258,0.112,0.0,0.431,0.744,0.654,6462.0,0.0,1.0,39.021
111,20.246,40.474,102181.25,1.2094,2.57275,0.487,-0.088,-0.109,0.238,0.898,0.627,0.381,0.425,6516.0,0.0,1.0,39.01
112,20.246,40.497,102183.44,1.2094,2.57275,0.487,0.085,0.01,0.487,0.898,0.898,0.374,0.129,6571.0,0.0,1.0,39.001
113,20.257,40.49,102182.55,1.2094,2.57238,0.112,0.093,0.031,0.112,0.431,0.431,0.392,0.225,6625.0,0.0,1.0,39.034
114,20.235,40.482,102182.55,1.2095,2.573,0.738,0.286,0.172,0.112,1.104,0.431,0.688,0.533,6679.0,0.0,1.0,39.034
115,20.235,40.49,102182.6,1.2095,2.57313,0.863,0.459,0.31,0.487,1.194,0.898,0.871,0.716,6733.0,0.0,1.0,38.988
116,20.246,40.482,102182.14,1.2094,2.57325,0.987,0.618,0.446,0.487,1.278,0.898,1.011,0.858,6787.0,0.0,1.0,39.066
117,20.246,40.49,102184.836,1.2095,2.57288,0.612,0.616,0.479,0.487,1.006,0.898,1.009,0.89,6841.0,0.0,1.0,39.011
118,20.235,40.474,102181.695,1.2095,2.573,0.738,0.653,0.531,0.487,1.104,0.898,1.039,0.937,6895.0,0.0,1.0,39.011
119,20.257,40.49,102181.695,1.2094,2.57363,1.362,0.866,0.697,0.612,1.501,1.006,1.196,1.074,6949.0,0.0,1.0,39.011
120,20.235,40.49,102180.8,1.2095,2.5735,1.238,0.977,0.805,0.738,1.431,1.104,1.271,1.154,7004.0,0.0,1.0,39.044
121,20.235,40.49,102183.05,1.2095,2.57388,1.613,1.168,0.967,0.738,1.633,1.104,1.39,1.264,7058.0,0.0,1.0,39.066
122,20.235,40.497,102184.836,1.2095,2.57438,2.113,1.451,1.196,0.738,1.869,1.104,1.549,1.406,7112.0,0.0,1.0,39.055
123,20.246,40.49,102184.836,1.2095,2.57288,0.612,1.2,1.079,0.738,1.006,1.104,1.408,1.336,7166.0,0.0,1.0,39.055
124,20.235,40.505,102182.6,1.2095,2.57475,2.488,1.586,1.361,0.738,2.028,1.104,1.619,1.5,7221.0,0.0,1.0,39.021
125,20.235,40.482,102183.484,1.2095,2.5755,3.237,2.081,1.736,0.863,2.314,1.194,1.855,1.694,7275.0,0.0,1.0,39.044
126,20.246,40.474,102185.734,1.2095,2.57513,2.863,2.316,1.961,0.863,2.176,1.194,1.957,1.801,7329.0,0.0,1.0,39.011
127,20.246,40.482,102185.734,1.2095,2.57625,3.987,2.817,2.367,0.987,2.568,1.278,2.158,1.978,7384.0,0.0,1.0,39.021
128,20.225,40.49,102185.734,1.2096,2.57688,4.613,3.356,2.816,1.238,2.762,1.43,2.356,2.158,7438.0,0.0,1.0,39.021
129,20.257,40.505,102183.05,1.2094,2.57688,4.613,3.733,3.175,1.238,2.762,1.431,2.485,2.291,7492.0,0.0,1.0,39.0
130,20.246,40.482,102185.734,1.2095,2.57738,5.113,4.147,3.563,1.362,2.908,1.501,2.619,2.427,7546.0,0.0,1.0,38.944
131,20.246,40.497,102182.14,1.2094,2.5775,5.237,4.474,3.898,1.362,2.943,1.501,2.72,2.539,7601.0,0.0,1.0,39.055
132,20.246,40.497,102178.09,1.2094,2.57888,6.612,5.116,4.441,1.613,3.307,1.633,2.909,2.71,7655.0,0.0,1.0,39.055
133,20.235,40.49,102177.21,1.2094,2.57838,6.112,5.415,4.775,2.113,3.179,1.869,2.992,2.81,7709.0,0.0,1.0,38.977
134,20.246,40.49,102181.695,1.2094,2.57913,6.863,5.849,5.192,2.488,3.369,2.028,3.11,2.93,7763.0,0.0,1.0,39.077
135,20.246,40.49,102180.8,1.2094,2.58038,8.113,6.528,5.776,2.863,3.663,2.176,3.286,3.091,7818.0,0.0,1.0,39.044
136,20.225,40.482,102187.53,1.2096,2.58088,8.613,7.153,6.344,3.237,3.774,2.314,3.439,3.239,7872.0,0.0,1.0,39.044
137,20.214,40.49,102187.53,1.2096,2.58063,8.362,7.516,6.747,3.987,3.718,2.568,3.525,3.34,7926.0,0.0,1.0,39.044
138,20.235,40.49,102183.05,1.2095,2.58263,10.363,8.37,7.47,4.613,4.14,2.762,3.72,3.515,7981.0,0.0,1.0,38.989
139,20.246,40.49,102178.11,1.2094,2.58238,10.112,8.893,7.999,4.613,4.089,2.762,3.835,3.637,8035.0,0.0,1.0,39.021
140,20.225,40.49,102182.6,1.2095,2.5835,11.238,9.596,8.647,5.113,4.311,2.908,3.983,3.781,8089.0,0.0,1.0,38.988
141,20.225,40.474,102182.55,1.2095,2.58363,11.362,10.126,9.19,5.237,4.335,2.943,4.092,3.898,8143.0,0.0,1.0,39.022
142,20.235,40.497,102182.55,1.2095,2.584,11.737,10.609,9.699,6.112,4.406,3.179,4.189,4.005,8198.0,0.0,1.0,39.022
143,20.246,40.49,102187.94,1.2095,2.58375,11.487,10.873,10.057,6.612,4.358,3.307,4.24,4.078,8252.0,0.0,1.0,39.045
144,20.235,40.482,102185.69,1.2095,2.58425,11.988,11.207,10.443,6.863,4.452,3.369,4.305,4.156,8307.0,0.0,1.0,39.034
145,20.225,40.497,102181.695,1.2095,2.58388,11.613,11.329,10.677,8.113,4.382,3.663,4.328,4.202,8361.0,0.0,1.0,39.033
146,20.246,40.49,102181.695,1.2094,2.58525,12.988,11.826,11.139,8.362,4.634,3.719,4.422,4.292,8416.0,0.0,1.0,39.033
147,20.225,40.482,102181.695,1.2095,2.58488,12.612,12.062,11.434,8.613,4.567,3.774,4.466,4.348,8470.0,0.0,1.0,39.021
148,20.235,40.482,102177.16,1.2094,2.58513,12.863,12.302,11.72,10.112,4.612,4.089,4.51,4.402,8524.0,0.0,1.0,39.1
149,20.235,40.482,102177.66,1.2094,2.58625,13.987,12.808,12.173,10.363,4.809,4.14,4.602,4.487,8580.0,0.0,1.0,39.055
150,20.235,40.49,102183.05,1.2095,2.58663,14.362,13.274,12.611,11.238,4.873,4.311,4.685,4.567,8634.0,0.0,1.0,39.033
151,20.246,40.474,102183.05,1.2094,2.58638,14.113,13.526,12.911,11.362,4.831,4.335,4.729,4.621,8688.0,0.0,1.0,39.033
152,20.225,40.482,102179.91,1.2095,2.5865,14.238,13.739,13.177,11.487,4.852,4.358,4.766,4.668,8742.0,0.0,1.0,39.032
153,20.225,40.467,102176.305,1.2094,2.58588,13.612,13.701,13.264,11.613,4.744,4.382,4.76,4.683,8797.0,0.0,1.0,39.044
154,20.235,40.482,102184.85,1.2095,2.5855,13.238,13.562,13.259,11.737,4.679,4.406,4.736,4.682,8852.0,0.0,1.0,38.988
155,20.235,40.467,102184.836,1.2095,2.58525,12.988,13.39,13.204,11.988,4.634,4.452,4.705,4.673,8906.0,0.0,1.0,39.0
156,20.225,40.49,102184.836,1.2095,2.58588,13.612,13.457,13.286,12.612,4.744,4.567,4.717,4.687,8961.0,0.0,1.0,39.0
157,20.246,40.482,102180.41,1.2094,2.58613,13.863,13.578,13.401,12.863,4.788,4.612,4.739,4.708,9015.0,0.0,1.0,39.055
158,20.225,40.474,102187.53,1.2096,2.586,13.738,13.626,13.469,12.988,4.766,4.634,4.747,4.719,9070.0,0.0,1.0,39.021
159,20.235,40.482,102182.16,1.2095,2.58575,13.487,13.585,13.472,12.988,4.723,4.634,4.74,4.72,9124.0,0.0,1.0,39.021
160,20.225,40.49,102182.16,1.2095,2.58638,14.113,13.743,13.6,13.238,4.831,4.679,4.767,4.742,9179.0,0.0,1.0,39.021
161,20.214,40.482,102185.3,1.2096,2.58738,15.113,14.154,13.903,13.487,4.999,4.722,4.838,4.795,9233.0,0.0,1.0,39.021
162,20.214,40.482,102179.91,1.2095,2.587,14.738,14.329,14.07,13.612,4.936,4.744,4.868,4.823,9287.0,0.0,1.0,39.076
163,20.225,40.482,102183.05,1.2095,2.58625,13.987,14.226,14.053,13.612,4.809,4.744,4.85,4.821,9342.0,0.0,1.0,39.0
164,20.214,40.474,102183.484,1.2096,2.58738,15.113,14.492,14.265,13.738,4.999,4.766,4.895,4.857,9397.0,0.0,1.0,39.033
165,20.225,40.482,102183.484,1.2095,2.58613,13.863,14.303,14.185,13.863,4.788,4.788,4.863,4.843,9451.0,0.0,1.0,39.033
166,20.225,40.482,102186.65,1.2096,2.58525,12.988,13.909,13.945,13.863,4.634,4.788,4.796,4.802,9505.0,0.0,1.0,38.955
167,20.246,40.474,102188.875,1.2095,2.58675,14.487,14.082,14.054,13.863,4.894,4.788,4.826,4.821,9561.0,0.0,1.0,39.0
168,20.214,40.49,102181.25,1.2096,2.5865,14.238,14.129,14.09,13.987,4.852,4.809,4.833,4.827,9615.0,0.0,1.0,39.032
169,20.235,40.49,102181.25,1.2095,2.5865,14.238,14.161,14.12,13.987,4.852,4.809,4.839,4.832,9669.0,0.0,1.0,39.01
170,20.203,40.482,102181.25,1.2096,2.58625,13.987,14.109,14.093,13.987,4.809,4.809,4.83,4.827,9723.0,0.0,1.0,39.01
171,20.225,40.467,102182.6,1.2095,2.58688,14.613,14.26,14.197,14.113,4.916,4.831,4.856,4.845,9778.0,0.0,1.0,39.01
172,20.225,40.482,102183.95,1.2095,2.58738,15.113,14.516,14.38,14.113,4.999,4.831,4.899,4.876,9832.0,0.0,1.0,38.977
173,20.225,40.49,102180.81,1.2095,2.58675,14.487,14.507,14.402,14.113,4.894,4.831,4.898,4.88,9887.0,0.0,1.0,39.032
174,20.235,40.482,102180.81,1.2095,2.58725,14.988,14.651,14.519,14.113,4.978,4.831,4.922,4.9,9942.0,0.0,1.0,39.032
175,20.225,40.467,102182.16,1.2095,2.58813,15.863,15.015,14.788,14.238,5.121,4.852,4.983,4.945,9996.0,0.0,1.0,39.01
176,20.235,40.482,102183.51,1.2095,2.58725,14.988,15.007,14.828,14.238,4.978,4.852,4.981,4.952,10050.0,0.0,1.0,39.032
177,20.235,40.482,102185.8,1.2095,2.58675,14.487,14.851,14.76,14.487,4.894,4.894,4.955,4.94,10105.0,0.0,1.0,39.01
178,20.225,40.482,102182.66,1.2095,2.587,14.738,14.817,14.755,14.487,4.937,4.894,4.95,4.939,10160.0,0.0,1.0,38.999
179,20.225,40.474,102182.66,1.2095,2.58713,14.862,14.831,14.777,14.487,4.957,4.894,4.952,4.943,10214.0,0.0,1.0,38.999
180,20.235,40.49,102183.09,1.2095,2.587,14.738,14.803,14.769,14.613,4.937,4.916,4.947,4.942,10268.0,0.0,1.0,39.065
181,20.225,40.467,102183.09,1.2095,2.58638,14.113,14.596,14.638,14.613,4.831,4.916,4.913,4.92,10323.0,0.0,1.0,38.977
182,20.214,40.482,102184.0,1.2096,2.587,14.738,14.638,14.658,14.738,4.936,4.936,4.92,4.923,10378.0,0.0,1.0,39.01
183,20.225,40.467,102173.66,1.2094,2.58575,13.487,14.293,14.424,14.613,4.723,4.916,4.862,4.884,10432.0,0.0,1.0,39.032
