Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,21.073,99717.78,1.1624,0.01,3.0,5857944.0,1023.0,0.0,25.04,25.03,21.058,99715.164,1.1624,21.073
1,5873783.0,25.03,21.058,997.1516,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5873783.0
2,5873835.0,25.03,21.065,997.1516,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5873835.0
3,5874885.0,25.008,21.088,997.2247,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5874885.0
4,5874936.0,25.008,21.058,997.2247,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5874936.0
5,5874988.0,25.008,21.058,997.1705,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5874988.0
6,5875039.0,24.997,21.058,997.2247,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875039.0
7,5875090.0,25.03,21.073,997.2068,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875090.0
8,5875141.0,25.008,21.058,997.2068,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875141.0
9,5875192.0,25.04,21.065,997.1933,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875192.0
10,5875244.0,25.03,21.05,997.1933,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875244.0
11,5875294.0,25.03,21.065,997.1889,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875294.0
12,5875345.0,25.03,21.065,997.1889,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875345.0
13,5875396.0,25.03,21.05,997.1705,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875396.0
14,5875447.0,24.997,21.058,997.1705,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875447.0
15,5875499.0,25.03,21.065,997.12976,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875499.0
16,5875550.0,25.019,21.058,997.12976,1.1624,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875550.0
17,5875601.0,24.997,21.065,997.2286,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875601.0
18,5875652.0,25.03,21.058,997.2247,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875652.0
19,5875703.0,25.019,21.065,997.2247,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875703.0
20,5875755.0,25.008,21.065,997.1525,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875755.0
21,5875805.0,25.008,21.058,997.2068,1.1626,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,5875805.0
22,5875856.0,25.008,21.05,997.18396,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,51.0
23,5875909.0,25.03,21.05,997.18396,1.1625,0.0,15.0,0.0,1023.0,0.0,853.2,0.0,0.0,104.0
24,5875962.0,25.008,21.058,997.22034,1.1626,0.0,44.15,0.0,851.0,0.0,2510.97,0.0,0.0,157.0
25,5876015.0,25.019,21.058,997.1975,1.1625,0.0,44.15,0.0,851.0,1.0,2510.97,0.0,0.0,210.0
26,5876066.0,25.008,21.058,997.1618,1.1625,0.0,15.0,0.0,1023.0,1.0,853.2,0.0,0.0,261.0
27,5876117.0,24.997,21.058,997.1618,1.1626,0.0,15.0,0.0,602.0,1.0,853.2,0.0,0.0,312.0
28,5876168.0,25.03,21.065,997.1661,1.1624,0.0,15.0,0.0,620.0,1.0,853.2,0.0,0.0,363.0
29,5876218.0,25.03,21.05,997.14825,1.1624,0.0,15.0,0.0,638.0,1.0,853.2,0.0,0.0,413.0
30,5876270.0,25.051,21.058,997.22034,1.1624,0.0,15.0,0.0,656.0,1.0,853.2,0.0,0.0,465.0
31,5876321.0,25.04,21.058,997.22034,1.1624,0.0,15.0,0.0,675.0,1.0,853.2,0.0,0.0,516.0
32,5876372.0,25.008,21.065,997.1753,1.1625,0.0,15.0,0.0,693.0,1.0,853.2,0.0,0.0,567.0
33,5876423.0,25.019,21.058,997.1236,1.1624,0.0,15.0,0.0,711.0,1.0,853.2,0.0,0.0,618.0
34,5876473.0,25.019,21.05,997.1864,1.1625,0.0,15.0,0.0,729.0,1.0,853.2,0.0,0.0,668.0
35,5876525.0,25.019,21.065,997.1864,1.1625,0.0,15.0,0.0,747.0,1.0,853.2,0.0,0.0,720.0
