Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,5251894.0,24.912,17.617,9945.767,1.1608,0.0,4.7,0.0,462.0,1.0,267.33,0.0,0.0,5251894.0
1,5568442.0,24.772,17.93,994.63403,1.161,0.0,4.7,0.0,1023.0,1.0,267.33,0.0,0.0,5568442.0
2,5570006.0,24.783,17.93,994.6205,1.1609,0.0,4.7,0.0,1023.0,0.0,267.33,0.0,0.0,1564.0
3,5570057.0,24.783,17.937,994.63403,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,51.0
4,5570108.0,24.794,17.922,994.63403,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,51.0
5,5570209.0,24.794,17.937,994.64764,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,101.0
6,5570772.0,24.794,17.93,994.64764,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,563.0
7,5571026.0,24.783,17.93,994.5977,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,817.0
8,5571078.0,24.794,17.93,994.5977,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,869.0
9,5571230.0,24.794,17.93,994.6747,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1021.0
10,5571842.0,24.794,17.937,994.62976,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1633.0
11,5571893.0,24.783,17.945,994.64764,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1684.0
12,5571944.0,24.794,17.93,994.65186,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1735.0
13,5571994.0,24.804,17.937,994.65186,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1785.0
14,5572808.0,24.794,17.937,994.635,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,2599.0
15,5573775.0,24.783,17.937,994.6172,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3566.0
16,5573825.0,24.794,17.937,994.5809,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3616.0
17,5573876.0,24.794,17.937,994.5809,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3667.0
18,5573927.0,24.772,17.937,994.563,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3718.0
19,5574080.0,24.804,17.93,994.5809,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3871.0
20,5574435.0,24.794,17.945,994.59344,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4226.0
21,5574792.0,24.794,17.937,994.58484,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4583.0
