Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,28067.0,25.223,21.027,997.9867,1.1626,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,28067.0
1,28258.0,25.233,21.02,997.9775,1.1626,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,28258.0
2,28447.0,25.233,21.012,997.9639,1.1625,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,28447.0
3,28637.0,25.255,21.02,997.96796,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,28637.0
4,28825.0,25.244,21.012,997.96796,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,28825.0
5,29015.0,25.255,21.012,998.0003,1.1625,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,29015.0
6,29204.0,25.244,21.02,997.9867,1.1625,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,29204.0
7,29393.0,25.233,21.02,998.0129,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,29393.0
8,29582.0,25.212,21.012,998.00366,1.1627,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,29582.0
9,29771.0,25.244,21.02,998.00366,1.1625,0.037,14.0,0.254,270.0,0.0,781.91,0.0,0.0,29771.0
10,29961.0,25.223,21.012,997.97656,1.1626,0.037,14.0,0.254,270.0,0.0,781.91,0.0,0.0,29961.0
11,30149.0,25.233,21.012,997.97656,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,30149.0
12,30339.0,25.223,21.004,997.97217,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,30339.0
13,30527.0,25.233,21.02,998.0172,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,30527.0
14,30716.0,25.244,20.997,998.02155,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,30716.0
15,30905.0,25.233,21.004,998.04877,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,30905.0
16,31094.0,25.244,21.004,997.9994,1.1625,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,31094.0
17,31283.0,25.244,20.989,998.00366,1.1625,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,31283.0
18,31472.0,25.223,20.997,997.99005,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,31472.0
19,31662.0,25.255,20.989,998.04877,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,31662.0
20,31850.0,25.233,20.989,998.008,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,31850.0
21,32039.0,25.244,20.997,997.96295,1.1625,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,32039.0
22,32228.0,25.233,20.997,998.00366,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,32228.0
23,32417.0,25.233,20.997,998.02155,1.1626,0.163,14.0,0.529,270.0,0.0,766.26,0.0,0.0,32417.0
24,32607.0,25.201,20.989,997.98083,1.1627,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,32607.0
25,32796.0,25.244,20.989,998.00366,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,32796.0
26,32985.0,25.223,20.989,997.9944,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,32985.0
27,33174.0,25.223,20.989,997.9673,1.1626,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,33174.0
28,33363.0,25.223,20.989,998.007,1.1626,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,33363.0
29,33553.0,25.233,20.997,998.057,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,33553.0
30,33742.0,25.244,20.974,997.9814,1.1625,0.412,14.0,0.842,270.0,0.0,748.43,0.0,0.0,33742.0
31,33932.0,25.244,20.966,998.008,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,33932.0
32,34121.0,25.233,20.981,997.95776,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,34121.0
33,34311.0,25.223,20.981,997.98083,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,34311.0
34,34500.0,25.233,20.981,997.98083,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,34500.0
35,34690.0,25.244,20.958,998.02155,1.1626,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,34690.0
36,34879.0,25.244,20.974,997.9984,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,34879.0
37,35068.0,25.244,20.974,997.9673,1.1625,0.287,14.0,0.703,270.0,0.0,756.34,0.0,0.0,35068.0
