Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,5575809.0,24.772,17.937,994.57983,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1017.0
1,5575860.0,24.794,17.945,994.58484,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1068.0
2,5576674.0,24.783,17.952,994.59436,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1882.0
3,5576826.0,24.804,17.945,994.58484,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,2034.0
4,5576979.0,24.794,17.952,994.6486,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,2187.0
5,5577589.0,24.794,17.937,994.59436,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,2797.0
6,5578200.0,24.794,17.937,994.5993,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3408.0
7,5578352.0,24.794,17.952,994.6307,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3560.0
8,5578402.0,24.794,17.945,994.55865,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3610.0
9,5578504.0,24.794,17.945,994.5901,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,3712.0
10,5579470.0,24.794,17.945,994.57654,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4678.0
11,5579522.0,24.772,17.945,994.59436,1.1609,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4730.0
12,5579573.0,24.804,17.952,994.59436,1.1608,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4781.0
13,5579623.0,24.815,17.952,994.5901,1.1607,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4831.0
