Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,14.0,3.544,270.0,63129.27,22.852,3.169,14.0,16.0,270.0,21.821,100358.42,1.1788,0.0,14.0
1,6312927.0,22.852,21.821,1003.5842,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6312927.0
2,6312927.0,22.852,21.821,1003.5842,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6312927.0
3,6314101.0,22.852,21.843,1003.5664,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6314101.0
4,6314292.0,22.831,21.828,1003.6205,1.179,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6314292.0
5,6314482.0,22.852,21.836,1003.6164,1.1789,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6314482.0
6,6314672.0,22.852,21.836,1003.5886,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6314672.0
7,6314862.0,22.852,21.843,1003.61127,1.1789,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6314862.0
8,6315052.0,22.885,21.836,1003.65186,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6315052.0
9,6315242.0,22.852,21.843,1003.59784,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6315242.0
10,6315431.0,22.852,21.843,1003.5528,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6315431.0
11,6315622.0,22.863,21.836,1003.5664,1.1788,3.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6315622.0
12,6315811.0,22.852,21.828,1003.5707,1.1788,3.294,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6315811.0
13,6316002.0,22.831,21.859,1003.64264,1.179,3.294,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316002.0
14,6316192.0,22.842,21.851,1003.60297,1.1789,3.294,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316192.0
15,6316382.0,22.852,21.843,1003.6383,1.1789,3.169,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316382.0
16,6316572.0,22.852,21.859,1003.64343,1.1789,3.169,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316572.0
17,6316762.0,22.874,21.843,1003.62915,1.1788,3.169,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316762.0
18,6316952.0,22.852,21.851,1003.5986,1.1788,3.044,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6316952.0
19,6317142.0,22.842,21.859,1003.64343,1.1789,3.044,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6317142.0
20,6317332.0,22.852,21.851,1003.57153,1.1788,3.044,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6317332.0
21,6317521.0,22.863,21.859,1003.5664,1.1788,3.044,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6317521.0
22,6317712.0,22.863,21.859,1003.5842,1.1788,3.169,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,6317712.0
