Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,165836.0,23.496,21.248,1004.0442,1.1768,3.919,10.0,18.0,795.0,1.0,-455.06,0.0,0.0,165836.0
1,165836.0,23.496,21.248,1004.0442,1.1768,3.919,10.0,18.0,795.0,1.0,-455.06,0.0,0.0,165836.0
2,165836.0,23.496,21.248,1004.0442,1.1768,3.919,10.0,18.0,795.0,1.0,-455.06,0.0,0.0,165836.0
3,167775.0,23.496,21.248,1004.09125,1.1768,3.669,10.0,18.0,569.0,1.0,-455.06,0.0,0.0,1939.0
4,168156.0,23.496,21.248,1004.13025,1.1769,3.669,10.0,18.0,569.0,1.0,-455.06,0.0,0.0,2320.0
5,168537.0,23.496,21.256,1004.1131,1.1769,3.669,10.0,18.0,569.0,1.0,-455.06,0.0,0.0,2701.0
6,170252.0,23.496,21.241,1004.0642,1.1768,3.544,10.0,18.0,569.0,1.0,-455.06,0.0,0.0,4416.0
7,170442.0,23.517,21.241,1004.14966,1.1768,3.419,10.0,18.0,569.0,1.0,-455.06,0.0,0.0,4606.0
8,171015.0,23.496,21.248,1004.14185,1.1769,3.419,10.0,14.0,569.0,1.0,-227.54,0.0,0.0,5179.0
9,171396.0,23.496,21.248,1004.1454,1.1769,3.294,10.0,14.0,569.0,1.0,-227.54,0.0,0.0,5560.0
10,172539.0,23.517,21.241,1004.1768,1.1768,3.419,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,6703.0
11,173301.0,23.517,21.225,1004.1131,1.1768,3.794,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,7465.0
12,174064.0,23.507,21.233,1004.15894,1.1769,3.669,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,8228.0
13,174255.0,23.485,21.233,1004.1362,1.1769,3.669,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,8419.0
14,178446.0,23.517,21.21,1004.1061,1.1768,3.419,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,12610.0
15,179780.0,23.485,21.203,1004.12915,1.1769,3.544,10.0,8.0,569.0,1.0,113.74,0.0,0.0,13944.0
16,179971.0,23.496,21.21,1004.15186,1.1769,3.544,10.0,8.0,569.0,1.0,113.74,0.0,0.0,14135.0
17,180352.0,23.507,21.203,1004.1562,1.1769,3.544,10.0,8.0,569.0,1.0,113.74,0.0,0.0,14516.0
18,181685.0,23.496,21.187,1004.15186,1.1769,3.669,10.0,8.0,569.0,1.0,113.74,0.0,0.0,15849.0
19,183019.0,23.507,21.21,1004.08984,1.1768,3.544,10.0,4.0,569.0,1.0,341.26,0.0,0.0,17183.0
20,183209.0,23.496,21.195,1004.1661,1.1769,3.544,10.0,4.0,569.0,1.0,341.26,0.0,0.0,17373.0
21,184734.0,23.507,21.18,1004.1304,1.1768,3.669,10.0,4.0,569.0,1.0,341.26,0.0,0.0,18898.0
22,185687.0,23.507,21.187,1004.1753,1.1769,3.669,10.0,4.0,569.0,1.0,341.26,0.0,0.0,19851.0
23,186639.0,23.496,21.187,1004.10767,1.1769,3.669,10.0,4.0,595.0,1.0,341.26,0.0,0.0,20803.0
24,186829.0,23.507,21.18,1004.07623,1.1768,3.669,10.0,4.0,622.0,1.0,341.26,0.0,0.0,20993.0
25,188164.0,23.507,21.172,1004.1161,1.1768,3.544,10.0,4.0,812.0,1.0,341.26,0.0,0.0,22328.0
26,189497.0,23.496,21.172,1004.15265,1.1769,3.419,10.0,7.0,846.0,1.0,170.62,0.0,0.0,23661.0
27,190450.0,23.517,21.164,1004.1025,1.1768,3.544,10.0,7.0,914.0,1.0,170.62,0.0,0.0,24614.0
28,191022.0,23.507,21.18,1004.1248,1.1768,3.669,10.0,8.0,915.0,1.0,113.74,0.0,0.0,25186.0
29,191593.0,23.517,21.172,1004.0925,1.1768,3.669,10.0,9.0,893.0,1.0,56.86,0.0,0.0,25757.0
30,192545.0,23.496,21.164,1004.1339,1.1769,3.669,10.0,14.0,684.0,1.0,-227.54,0.0,0.0,26709.0
31,193308.0,23.496,21.172,1004.04486,1.1768,3.669,10.0,14.0,613.0,1.0,-227.54,0.0,0.0,27472.0
32,194642.0,23.507,21.172,1004.1248,1.1768,3.669,10.0,14.0,569.0,1.0,-227.54,0.0,0.0,28806.0
33,195023.0,23.528,21.164,1004.1383,1.1768,3.669,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,29187.0
34,195976.0,23.517,21.157,1004.1248,1.1768,3.669,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,30140.0
35,196358.0,23.507,21.149,1004.1339,1.1768,3.669,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,30522.0
36,197310.0,23.507,21.149,1004.1213,1.1768,3.544,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,31474.0
37,199025.0,23.496,21.149,1004.1256,1.1769,3.669,10.0,10.0,569.0,1.0,-0.02,0.0,0.0,33189.0
38,201312.0,23.507,21.134,1004.17377,1.1769,3.669,10.0,10.0,569.0,1.0,-0.02,0.0,0.0,35476.0
39,202264.0,23.528,21.142,1004.1161,1.1767,3.669,10.0,10.0,569.0,1.0,-0.02,0.0,0.0,36428.0
40,203597.0,23.485,21.142,1004.0985,1.1769,3.544,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,37761.0
41,203979.0,23.517,21.134,1004.06195,1.1767,3.544,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,38143.0
42,204741.0,23.517,21.134,1004.1205,1.1768,3.544,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,38905.0
43,205122.0,23.507,21.149,1004.1562,1.1769,3.544,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,39286.0
44,206455.0,23.517,21.119,1004.17456,1.1769,3.294,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,40619.0
45,208361.0,23.517,21.134,1004.1475,1.1768,3.544,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,42525.0
46,209695.0,23.507,21.126,1004.1295,1.1768,3.544,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,43859.0
47,211410.0,23.507,21.119,1004.13904,1.1769,3.544,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,45574.0
48,211982.0,23.528,21.119,1004.1753,1.1768,3.419,10.0,12.0,569.0,1.0,-113.78,0.0,0.0,46146.0
49,212173.0,23.517,21.134,1004.1797,1.1769,3.419,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,46337.0
50,212745.0,23.528,21.126,1004.14905,1.1768,3.419,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,46909.0
51,213508.0,23.539,21.119,1004.0628,1.1766,3.544,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,47672.0
52,215223.0,23.517,21.111,1004.1753,1.1769,3.669,10.0,14.0,569.0,1.0,-227.54,0.0,0.0,49387.0
53,215985.0,23.528,21.126,1004.09424,1.1767,3.669,10.0,14.0,569.0,1.0,-227.54,0.0,0.0,50149.0
54,216938.0,23.517,21.126,1004.13904,1.1768,3.544,10.0,15.0,569.0,1.0,-284.42,0.0,0.0,51102.0
55,218653.0,23.528,21.096,1004.14825,1.1768,3.419,10.0,15.0,569.0,1.0,-284.42,0.0,0.0,52817.0
56,219226.0,23.517,21.103,1004.1347,1.1768,3.419,10.0,15.0,569.0,1.0,-284.42,0.0,0.0,53390.0
57,220369.0,23.539,21.096,1004.1395,1.1767,3.544,10.0,15.0,569.0,1.0,-284.42,0.0,0.0,54533.0
58,222468.0,23.539,21.103,1004.1674,1.1768,3.669,10.0,17.0,569.0,1.0,-398.18,0.0,0.0,56632.0
59,223040.0,23.539,21.088,1004.1404,1.1767,3.794,10.0,17.0,569.0,1.0,-398.18,0.0,0.0,57204.0
60,223993.0,23.528,21.096,1004.05,1.1767,3.544,10.0,16.0,569.0,1.0,-341.3,0.0,0.0,58157.0
61,225329.0,23.517,21.096,1004.122,1.1768,3.544,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,59493.0
62,225519.0,23.507,21.088,1004.13556,1.1769,3.544,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,59683.0
63,225901.0,23.539,21.096,1004.14905,1.1767,3.544,10.0,13.0,569.0,1.0,-170.66,0.0,0.0,60065.0
64,227616.0,23.517,21.088,1004.0465,1.1767,3.419,10.0,11.0,569.0,1.0,-56.9,0.0,0.0,61780.0
65,228951.0,23.528,21.088,1004.1277,1.1768,3.544,10.0,8.0,569.0,1.0,113.74,0.0,0.0,63115.0
66,229904.0,23.528,21.073,1004.1277,1.1768,3.669,10.0,8.0,569.0,1.0,113.74,0.0,0.0,64068.0
67,230285.0,23.55,21.081,1004.09625,1.1766,3.669,10.0,8.0,569.0,1.0,113.74,0.0,0.0,64449.0
68,230666.0,23.528,21.081,1004.1241,1.1768,3.544,10.0,7.0,569.0,1.0,170.62,0.0,0.0,64830.0
69,232000.0,23.528,21.081,1004.1774,1.1768,3.419,10.0,6.0,569.0,1.0,227.5,0.0,0.0,66164.0
70,236001.0,23.507,21.088,1004.14685,1.1769,3.794,10.0,4.0,569.0,1.0,341.26,0.0,0.0,70165.0
71,236191.0,23.528,21.088,1004.1155,1.1767,3.794,10.0,4.0,569.0,1.0,341.26,0.0,0.0,70355.0
72,239049.0,23.517,21.081,1004.1189,1.1768,3.544,10.0,4.0,900.0,1.0,341.26,0.0,0.0,73213.0
73,240382.0,23.517,21.096,1004.0736,1.1767,3.544,10.0,4.0,1090.0,1.0,341.26,0.0,0.0,74546.0
74,241145.0,23.517,21.096,1004.08276,1.1768,3.419,10.0,4.0,1199.0,1.0,341.26,0.0,0.0,75309.0
75,242099.0,23.507,21.096,1004.1269,1.1768,3.419,10.0,4.0,1335.0,1.0,341.26,0.0,0.0,76263.0
76,242480.0,23.517,21.119,1004.1718,1.1769,3.419,10.0,4.0,1390.0,1.0,341.26,0.0,0.0,76644.0
77,245529.0,23.507,21.103,1004.1653,1.1769,3.794,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,79693.0
78,248199.0,23.528,21.111,1004.1275,1.1768,3.669,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,82363.0
79,248771.0,23.517,21.126,1004.1903,1.1769,3.669,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,82935.0
80,249534.0,23.517,21.134,1004.0877,1.1768,3.419,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,83698.0
81,250297.0,23.517,21.126,1004.09607,1.1768,3.544,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,84461.0
82,251060.0,23.517,21.126,1004.1227,1.1768,3.419,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,85224.0
83,252777.0,23.539,21.142,1004.14734,1.1767,3.169,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,86941.0
84,253540.0,23.517,21.142,1004.0984,1.1768,3.294,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,87704.0
85,254875.0,23.528,21.149,1004.1337,1.1768,3.294,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,89039.0
86,255828.0,23.528,21.149,1004.1333,1.1768,3.419,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,89992.0
87,256783.0,23.55,21.157,1004.0792,1.1766,3.419,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,90947.0
88,257736.0,23.517,21.157,1004.09674,1.1768,3.419,10.0,4.0,1592.0,1.0,341.26,0.0,0.0,91900.0
