Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,5555771.0,23.764,20.775,1003.7,1.1753,3.419,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5555771.0
1,5555771.0,23.764,20.775,1003.7,1.1753,3.419,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5555771.0
2,5556929.0,23.743,20.806,1003.71875,1.1754,3.294,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5556929.0
3,5557121.0,23.721,20.775,1003.7008,1.1755,3.294,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5557121.0
4,5557310.0,23.743,20.768,1003.71,1.1754,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5557310.0
5,5557500.0,23.732,20.783,1003.72876,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5557500.0
6,5557690.0,23.732,20.768,1003.6794,1.1754,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5557690.0
7,5557880.0,23.732,20.791,1003.72516,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5557880.0
8,5558070.0,23.743,20.775,1003.6845,1.1754,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5558070.0
9,5558260.0,23.721,20.775,1003.7165,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5558260.0
10,5558450.0,23.7,20.76,1003.70294,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5558450.0
11,5558640.0,23.732,20.775,1003.6675,1.1754,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5558640.0
12,5558830.0,23.71,20.752,1003.6719,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5558830.0
13,5559019.0,23.721,20.768,1003.6859,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559019.0
14,5559209.0,23.743,20.76,1003.6911,1.1754,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559209.0
15,5559399.0,23.71,20.768,1003.6732,1.1755,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559399.0
16,5559589.0,23.721,20.768,1003.6417,1.1754,2.919,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559589.0
17,5559779.0,23.71,20.775,1003.71814,1.1756,2.919,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559779.0
18,5559969.0,23.732,20.768,1003.6959,1.1755,2.919,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5559969.0
19,5560159.0,23.732,20.768,1003.647,1.1754,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5560159.0
20,5560349.0,23.721,20.768,1003.66046,1.1755,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5560349.0
21,5560539.0,23.732,20.76,1003.59283,1.1753,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5560539.0
22,5560729.0,23.721,20.783,1003.64343,1.1754,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5560729.0
23,5560919.0,23.721,20.768,1003.67883,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5560919.0
24,5561109.0,23.721,20.775,1003.71545,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5561109.0
25,5561298.0,23.721,20.768,1003.68835,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5561298.0
26,5561489.0,23.7,20.775,1003.7067,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5561489.0
27,5561678.0,23.732,20.775,1003.7381,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5561678.0
28,5561869.0,23.7,20.791,1003.6797,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5561869.0
29,5562058.0,23.71,20.768,1003.70233,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5562058.0
30,5562249.0,23.689,20.768,1003.71155,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5562249.0
31,5562438.0,23.689,20.775,1003.6574,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5562438.0
32,5562629.0,23.7,20.76,1003.68396,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5562629.0
33,5562818.0,23.7,20.775,1003.6526,1.1755,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5562818.0
34,5563009.0,23.678,20.768,1003.6526,1.1756,3.169,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563009.0
35,5563198.0,23.689,20.775,1003.7111,1.1756,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563198.0
36,5563388.0,23.668,20.775,1003.68396,1.1757,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563388.0
37,5563578.0,23.678,20.783,1003.6931,1.1757,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563578.0
38,5563768.0,23.7,20.791,1003.6797,1.1756,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563768.0
39,5563958.0,23.678,20.783,1003.62555,1.1756,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5563958.0
40,5564148.0,23.668,20.775,1003.6347,1.1756,3.044,14.0,13.0,270.0,0.0,56.9,0.0,0.0,5564148.0
41,5564338.0,23.689,20.768,1003.62115,1.1755,3.044,14.0,14.0,270.0,0.0,0.02,0.0,0.0,5564338.0
42,5564528.0,23.678,20.783,1003.6347,1.1756,3.044,14.0,14.0,270.0,0.0,0.02,0.0,0.0,5564528.0
43,5564718.0,23.678,20.775,1003.71155,1.1757,3.044,14.0,15.0,270.0,0.0,-56.86,0.0,0.0,5564718.0
44,5564907.0,23.678,20.783,1003.6626,1.1756,3.044,14.0,15.0,270.0,0.0,-56.86,0.0,0.0,5564907.0
45,5565097.0,23.7,20.791,1003.67267,1.1756,3.044,14.0,15.0,270.0,0.0,-56.86,0.0,0.0,5565097.0
46,5565287.0,23.668,20.775,1003.6683,1.1757,3.044,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,5565287.0
