Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,202714.0,25.115,21.447,997.55914,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,202714.0
1,25.115,21.447,99757.7,0.011625,0.0,NaN,NaN,0.0,202764.0,796.34,0.0,0.0,NaN,25.115
2,203814.0,25.105,21.47,997.54987,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,203814.0
3,203866.0,25.105,21.447,997.6177,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,203866.0
4,203917.0,25.105,21.454,997.5634,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,203917.0
5,203967.0,25.115,21.447,997.5634,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,203967.0
6,204018.0,25.115,21.439,997.59064,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204018.0
7,204068.0,25.105,21.447,997.59485,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204068.0
8,204120.0,25.105,21.447,997.622,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204120.0
9,204171.0,25.105,21.439,997.6177,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204171.0
10,204221.0,25.115,21.447,997.5678,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204221.0
11,204272.0,25.105,21.447,997.59064,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204272.0
12,204323.0,25.115,21.454,997.59064,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204323.0
13,204374.0,25.126,21.454,997.6312,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204374.0
14,204425.0,25.115,21.447,997.58624,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204425.0
15,204476.0,25.137,21.462,997.57263,1.1624,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204476.0
16,204526.0,25.105,21.447,997.57263,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204526.0
17,204577.0,25.115,21.447,997.54987,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204577.0
18,204627.0,25.094,21.447,997.622,1.1626,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204627.0
19,204679.0,25.115,21.431,997.59485,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204679.0
20,204730.0,25.126,21.447,997.59485,1.1625,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,204730.0
