Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,39917.0,23.249,21.47,1003.3972,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,39917.0
1,39969.0,23.26,21.431,1003.3836,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,39969.0
2,40020.0,23.26,21.447,1003.3836,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40020.0
3,40072.0,23.26,21.431,1003.3295,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40072.0
4,40123.0,23.249,21.447,1003.3474,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40123.0
5,40173.0,23.26,21.431,1003.33875,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40173.0
6,40224.0,23.26,21.431,1003.33875,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40224.0
7,40275.0,23.249,21.431,1003.3208,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40275.0
8,40327.0,23.26,21.439,1003.3702,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40327.0
9,40377.0,23.26,21.431,1003.35657,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40377.0
10,40428.0,23.26,21.439,1003.35657,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40428.0
11,40479.0,23.271,21.431,1003.3208,1.1768,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40479.0
12,40530.0,23.249,21.424,1003.37445,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40530.0
13,40581.0,23.281,21.439,1003.3658,1.1768,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40581.0
14,40632.0,23.249,21.424,1003.3658,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40632.0
15,40683.0,23.271,21.431,1003.3204,1.1768,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40683.0
16,40734.0,23.239,21.439,1003.35736,1.177,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40734.0
17,40785.0,23.271,21.439,1003.35736,1.1769,0.0,14.0,8.0,270.0,0.0,341.3,0.0,0.0,40785.0
