Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,199058.0,24.912,19.585,994.9606,1.1605,0.0,14.0,0.0,270.0,0.0,79.0,0.0,270.0,199058.0
1,200159.0,24.922,19.616,994.97406,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,200159.0
2,200261.0,24.912,19.593,994.92914,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,200261.0
3,200721.0,24.912,19.593,994.95197,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,460.0
4,200772.0,24.922,19.585,994.95197,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,511.0
5,200822.0,24.922,19.6,994.92053,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,561.0
6,200873.0,24.933,19.585,994.92914,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,612.0
7,200925.0,24.912,19.593,994.9426,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,664.0
8,200975.0,24.933,19.578,994.9426,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,714.0
9,201026.0,24.933,19.6,994.88513,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,765.0
10,201077.0,24.933,19.593,994.9302,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,816.0
11,201127.0,24.912,19.593,994.9444,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,866.0
12,201179.0,24.922,19.593,994.9444,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,918.0
13,201534.0,24.933,19.593,994.9394,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,1273.0
14,202653.0,24.922,19.6,994.95624,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,2392.0
15,204788.0,24.901,19.6,994.8928,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4527.0
16,205245.0,24.89,19.593,994.8604,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,4984.0
17,205296.0,24.912,19.593,994.8604,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,5035.0
18,205346.0,24.922,19.6,994.91034,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,5085.0
19,205449.0,24.912,19.585,994.9509,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,5188.0
20,205499.0,24.912,19.6,994.9509,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,5238.0
21,205550.0,24.901,19.593,994.8697,1.1605,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,5289.0
22,206161.0,24.922,19.593,994.89185,1.1604,0.0,4.7,0.0,205.0,1.0,267.33,0.0,0.0,5900.0
23,206315.0,24.901,19.593,994.89185,1.1605,0.0,4.7,0.0,222.0,1.0,267.33,0.0,0.0,6054.0
24,206468.0,24.901,19.593,994.9011,1.1605,0.0,4.7,0.0,240.0,1.0,267.33,0.0,0.0,6207.0
25,206518.0,24.922,19.6,994.9054,1.1604,0.0,4.7,0.0,245.0,1.0,267.33,0.0,0.0,6257.0
26,206671.0,24.901,19.6,994.84686,1.1604,0.0,4.7,0.0,262.0,1.0,267.33,0.0,0.0,6410.0
27,206722.0,24.901,19.6,994.8783,1.1605,0.0,4.7,0.0,268.0,1.0,267.33,0.0,0.0,6461.0
28,206977.0,24.901,19.593,994.873,1.1605,0.0,4.7,0.0,296.0,1.0,267.33,0.0,0.0,6716.0
29,207028.0,24.901,19.608,994.873,1.1605,0.0,4.7,0.0,302.0,1.0,267.33,0.0,0.0,6767.0
30,207129.0,24.901,19.593,994.9233,1.1605,0.0,4.7,0.0,313.0,1.0,267.33,0.0,0.0,6868.0
31,207180.0,24.901,19.6,994.87396,1.1605,0.0,4.7,0.0,319.0,1.0,267.33,0.0,0.0,6919.0
32,207944.0,24.89,19.593,994.8638,1.1605,0.0,4.7,0.0,405.0,1.0,267.33,0.0,0.0,7683.0
33,207994.0,24.89,19.6,994.8638,1.1605,0.0,4.7,0.0,410.0,1.0,267.33,0.0,0.0,7733.0
34,208657.0,24.912,19.593,994.90436,1.1605,0.0,4.7,0.0,484.0,1.0,267.33,0.0,0.0,8396.0
35,208861.0,24.912,19.6,994.90436,1.1605,0.0,4.7,0.0,507.0,1.0,267.33,0.0,0.0,8600.0
36,209115.0,24.89,19.6,994.8816,1.1605,0.0,4.7,0.0,536.0,1.0,267.33,0.0,0.0,8854.0
37,209267.0,24.922,19.593,994.8816,1.1604,0.0,4.7,0.0,553.0,1.0,267.33,0.0,0.0,9006.0
38,209522.0,24.912,19.6,994.9316,1.1605,0.0,4.7,0.0,581.0,1.0,267.33,0.0,0.0,9261.0
39,209726.0,24.879,19.593,994.9001,1.1606,0.0,4.7,0.0,604.0,1.0,267.33,0.0,0.0,9465.0
40,209879.0,24.901,19.6,994.873,1.1605,0.0,4.7,0.0,621.0,1.0,267.33,0.0,0.0,9618.0
41,210031.0,24.901,19.608,994.9494,1.1606,0.0,4.7,0.0,638.0,1.0,267.33,0.0,0.0,9770.0
42,210082.0,24.89,19.593,994.9494,1.1606,0.0,4.7,0.0,644.0,1.0,267.33,0.0,0.0,9821.0
43,210286.0,24.89,19.593,994.87396,1.1605,0.0,4.7,0.0,666.0,1.0,267.33,0.0,0.0,10025.0
44,210541.0,24.89,19.593,994.8961,1.1605,0.0,4.7,0.0,695.0,1.0,267.33,0.0,0.0,10280.0
45,210591.0,24.922,19.593,994.9011,1.1604,0.0,4.7,0.0,701.0,1.0,267.33,0.0,0.0,10330.0
46,210642.0,24.901,19.608,994.9011,1.1605,0.0,4.7,0.0,706.0,1.0,267.33,0.0,0.0,10381.0
47,210795.0,24.901,19.6,994.87396,1.1605,0.0,4.7,0.0,723.0,1.0,267.33,0.0,0.0,10534.0
48,210999.0,24.901,19.593,994.84686,1.1604,0.0,4.7,0.0,746.0,1.0,267.33,0.0,0.0,10738.0
49,211915.0,24.922,19.593,994.8095,1.1603,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,11654.0
50,212119.0,24.912,19.593,994.84186,1.1604,0.0,14.0,0.0,270.0,0.0,796.34,0.0,0.0,11858.0
51,212782.0,24.912,19.593,994.91797,1.1605,0.0,4.7,0.0,234.0,1.0,267.33,0.0,0.0,12521.0
52,213393.0,24.89,19.593,994.9054,1.1606,0.0,4.7,0.0,302.0,1.0,267.33,0.0,0.0,13132.0
53,213443.0,24.901,19.6,994.8825,1.1605,0.0,4.7,0.0,308.0,1.0,267.33,0.0,0.0,13182.0
