Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,1227101.0,25.351,19.99,995.34424,1.1591,0.362,4.7,0.791,912.0,1.0,222.36,0.0,0.0,872.0
1,1227357.0,25.341,20.005,995.367,1.1592,0.362,4.7,0.791,936.0,1.0,222.36,0.0,0.0,1128.0
2,1227920.0,25.351,19.99,995.3816,1.1592,0.237,4.7,0.64,996.0,1.0,230.92,0.0,0.0,1691.0
3,1228278.0,25.362,19.99,995.3806,1.1591,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,2049.0
4,1228483.0,25.341,19.99,995.4077,1.1593,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,2254.0
5,1228585.0,25.351,19.997,995.38983,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,2356.0
6,1228637.0,25.351,19.99,995.3942,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,2408.0
7,1229353.0,25.351,19.997,995.4392,1.1593,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,3124.0
8,1229405.0,25.33,19.997,995.39844,1.1593,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,3176.0
9,1230174.0,25.351,19.99,995.38495,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,3945.0
10,1230225.0,25.351,19.99,995.3714,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,3996.0
11,1230327.0,25.341,19.99,995.3942,1.1592,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,4098.0
12,1230892.0,25.351,19.99,995.367,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,4663.0
13,1230943.0,25.351,19.997,995.3399,1.1591,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,4714.0
14,1231045.0,25.341,20.005,995.3399,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,4816.0
15,1231353.0,25.341,19.982,995.3399,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5124.0
16,1231507.0,25.351,19.99,995.31714,1.1591,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5278.0
17,1231969.0,25.351,20.005,995.3389,1.1591,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5740.0
18,1232020.0,25.351,19.99,995.3756,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5791.0
19,1232123.0,25.362,19.982,995.41205,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5894.0
20,1232175.0,25.351,19.99,995.3756,1.1592,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5946.0
21,1232226.0,25.362,19.99,995.3756,1.1591,0.237,4.7,0.64,1023.0,1.0,230.92,0.0,0.0,5997.0
22,1232277.0,25.341,19.982,995.3756,1.1592,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,6048.0
23,1232379.0,25.341,19.974,995.4256,1.1593,0.237,4.7,0.64,1023.0,1.0,230.93,0.0,0.0,6150.0
