Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,7182034.0,23.153,21.447,1003.52594,1.1776,2.419,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7182034.0
1,7183935.0,23.163,21.447,1003.5494,1.1775,2.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7183935.0
2,7185835.0,23.153,21.439,1003.5132,1.1775,2.419,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7185835.0
3,7187735.0,23.185,21.439,1003.59076,1.1775,2.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7187735.0
4,7189635.0,23.174,21.424,1003.53595,1.1775,2.544,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7189635.0
5,7191535.0,23.153,21.431,1003.48663,1.1775,2.419,14.0,16.0,270.0,0.0,-113.74,0.0,0.0,7191535.0
