Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,916088.0,23.517,21.416,1004.2061,1.1769,0.0,4.7,12.5,679.0,1.0,267.33,0.0,0.0,916088.0
1,916088.0,23.517,21.416,1004.2061,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,916088.0
2,918778.0,23.517,21.416,1004.2061,1.1769,0.0,4.7,12.5,606.0,1.0,267.33,0.0,0.0,2690.0
3,919535.0,23.517,21.439,1004.207,1.1769,0.0,4.7,12.5,690.0,1.0,267.33,0.0,0.0,3447.0
4,920481.0,23.507,21.439,1004.28815,1.177,0.0,4.7,12.5,796.0,1.0,267.33,0.0,0.0,4393.0
5,921237.0,23.517,21.439,1004.2026,1.1768,0.0,4.7,12.5,881.0,1.0,267.33,0.0,0.0,5149.0
6,922750.0,23.496,21.431,1004.16284,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,6662.0
7,922940.0,23.517,21.447,1004.2118,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,6852.0
8,923886.0,23.496,21.454,1004.20776,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,7798.0
9,925021.0,23.496,21.439,1004.1806,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,8933.0
10,925400.0,23.496,21.447,1004.1222,1.1768,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,9312.0
11,925967.0,23.496,21.454,1004.19904,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,9879.0
12,926724.0,23.507,21.447,1004.19904,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,10636.0
13,927292.0,23.496,21.454,1004.217,1.177,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,11204.0
14,928428.0,23.507,21.462,1004.1806,1.1769,0.0,4.7,12.5,1023.0,1.0,267.33,0.0,0.0,12340.0
15,928619.0,23.507,21.447,1004.1806,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,12531.0
16,929938.0,23.507,21.462,1004.20776,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,13850.0
17,930315.0,23.507,21.454,1004.20776,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,14227.0
18,932389.0,23.496,21.454,1004.2397,1.177,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,16301.0
19,933901.0,23.496,21.462,1004.20825,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,17813.0
20,934466.0,23.496,21.462,1004.17206,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,18378.0
21,934654.0,23.485,21.454,1004.2218,1.177,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,18566.0
22,936352.0,23.496,21.47,1004.1898,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,20264.0
23,936729.0,23.474,21.454,1004.16766,1.177,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,20641.0
24,936918.0,23.496,21.462,1004.1811,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,20830.0
25,938614.0,23.485,21.462,1004.19116,1.177,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,22526.0
26,939180.0,23.485,21.47,1004.15485,1.1769,0.0,14.0,12.5,270.0,0.0,796.34,0.0,0.0,23092.0
27,940500.0,23.485,21.47,1004.1692,1.1769,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,24412.0
28,941632.0,23.496,21.485,1004.1741,1.1769,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,25544.0
29,942197.0,23.496,21.462,1004.1836,1.1769,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,26109.0
30,942575.0,23.474,21.477,1004.15216,1.177,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,26487.0
31,946157.0,23.485,21.477,1004.15295,1.1769,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,30069.0
32,947100.0,23.474,21.477,1004.1487,1.177,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,31012.0
33,948231.0,23.485,21.477,1004.18054,1.177,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,32143.0
34,948609.0,23.474,21.493,1004.1443,1.177,0.0,40.0,12.5,771.0,0.0,2275.15,0.0,0.0,32521.0
