Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,270.207,26.734,1022.4508,1.1912,0.0,14.0,7.545,270.0,0.0,367.16,0.0,0.0,563.0,0.0
1,614.0,270.207,26.742,1022.4763,1.1912,0.0,14.0,7.346,270.0,0.0,378.51,0.0,0.0,614.0,0.0
2,664.0,270.207,26.742,1022.46216,1.1912,0.0,14.0,7.213,270.0,0.0,386.07,0.0,0.0,664.0,0.0
3,715.0,270.207,26.742,1022.46216,1.1912,0.0,14.0,6.997,270.0,0.0,398.36,0.0,0.0,715.0,0.0
4,766.0,270.207,26.734,1022.4839,1.1913,0.0,14.0,6.864,270.0,0.0,405.92,0.0,0.0,766.0,0.0
5,818.0,270.207,26.726,1022.46967,1.1912,0.0,14.0,6.664,270.0,0.0,417.27,0.0,0.0,818.0,0.0
6,869.0,270.207,26.734,1022.4963,1.1912,0.0,14.0,6.515,270.0,0.0,425.77,0.0,0.0,869.0,0.0
7,919.0,270.207,26.734,1022.4963,1.1912,0.0,14.0,6.332,270.0,0.0,436.17,0.0,0.0,919.0,0.0
8,970.0,270.207,26.734,1022.47797,1.1913,0.0,14.0,6.166,270.0,0.0,445.63,0.0,0.0,970.0,0.0
9,1021.0,270.207,26.726,1022.4864,1.1912,0.0,14.0,6.016,270.0,0.0,454.13,0.0,0.0,1021.0,0.0
10,1073.0,270.207,26.734,1022.4322,1.1913,0.0,14.0,5.85,270.0,0.0,463.59,0.0,0.0,1073.0,0.0
11,1124.0,270.207,26.734,1022.4411,1.1912,0.0,14.0,5.717,270.0,0.0,471.15,0.0,0.0,1124.0,0.0
12,1174.0,270.207,26.734,1022.50385,1.1913,0.0,14.0,5.534,270.0,0.0,481.55,0.0,0.0,1174.0,0.0
13,1225.0,270.207,26.734,1022.4947,1.1912,0.0,14.0,5.435,270.0,0.0,487.22,0.0,0.0,1225.0,0.0
14,1276.0,270.207,26.734,1022.4947,1.1912,0.0,14.0,5.252,270.0,0.0,497.62,0.0,0.0,1276.0,0.0
15,1328.0,270.207,26.726,1022.4495,1.1912,0.0,14.0,5.135,270.0,0.0,504.24,0.0,0.0,1328.0,0.0
16,1379.0,270.207,26.734,1022.4405,1.1912,0.0,14.0,4.986,270.0,0.0,512.74,0.0,0.0,1379.0,0.0
17,1429.0,270.207,26.726,1022.4811,1.1912,0.0,14.0,4.87,270.0,0.0,519.36,0.0,0.0,1429.0,0.0
18,1480.0,270.207,26.734,1022.4811,1.1912,0.0,14.0,4.737,270.0,0.0,526.92,0.0,0.0,1480.0,0.0
19,1531.0,270.207,26.734,1022.48553,1.1912,0.0,14.0,4.604,270.0,0.0,534.49,0.0,0.0,1531.0,0.0
20,1583.0,270.207,26.742,1022.4764,1.1913,0.0,14.0,4.504,270.0,0.0,540.16,0.0,0.0,1583.0,0.0
21,1634.0,270.207,26.734,1022.4313,1.1911,0.0,14.0,4.371,270.0,0.0,547.72,0.0,0.0,1634.0,0.0
22,1685.0,270.207,26.726,1022.4313,1.1912,0.0,14.0,4.288,270.0,0.0,552.45,0.0,0.0,1685.0,0.0
23,1735.0,270.207,26.734,1022.5171,1.1913,0.0,14.0,4.155,270.0,0.0,560.01,0.0,0.0,1735.0,0.0
24,1786.0,270.207,26.734,1022.5171,1.1913,0.0,14.0,4.072,270.0,0.0,564.74,0.0,0.0,1786.0,0.0
25,1838.0,270.207,26.726,1022.4493,1.1912,0.0,14.0,3.955,270.0,0.0,571.35,0.0,0.0,1838.0,0.0
26,1889.0,270.207,26.726,1022.4405,1.1913,0.0,14.0,3.889,270.0,0.0,575.14,0.0,0.0,1889.0,0.0
27,1940.0,270.207,26.734,1022.4578,1.1912,0.0,14.0,3.789,270.0,0.0,580.81,0.0,0.0,1940.0,0.0
28,1991.0,270.207,26.742,1022.4402,1.1911,0.0,14.0,3.723,270.0,0.0,584.59,0.0,0.0,1991.0,0.0
29,2041.0,270.207,26.734,1022.4402,1.1912,0.0,14.0,3.656,270.0,0.0,588.37,0.0,0.0,2041.0,0.0
30,2093.0,270.207,26.726,1022.50354,1.1913,0.0,14.0,3.573,270.0,0.0,593.1,0.0,0.0,2093.0,0.0
31,2144.0,270.207,26.734,1022.4486,1.1912,0.0,14.0,3.523,270.0,0.0,595.93,0.0,0.0,2144.0,0.0
32,2195.0,270.207,26.726,1022.4357,1.1912,0.0,14.0,3.44,270.0,0.0,600.66,0.0,0.0,2195.0,0.0
33,2246.0,270.207,26.734,1022.4357,1.1912,0.0,14.0,3.407,270.0,0.0,602.55,0.0,0.0,2246.0,0.0
34,2296.0,270.207,26.734,1022.4357,1.1912,0.0,14.0,3.324,270.0,0.0,607.28,0.0,0.0,2296.0,0.0
35,2348.0,270.207,26.734,1022.4402,1.1912,0.0,14.0,3.307,270.0,0.0,608.22,0.0,0.0,2348.0,0.0
36,2399.0,270.207,26.734,1022.4578,1.1912,0.0,14.0,3.241,270.0,0.0,612.0,0.0,0.0,2399.0,0.0
37,2450.0,270.207,26.719,1022.4578,1.1912,0.0,14.0,3.224,270.0,0.0,612.95,0.0,0.0,2450.0,0.0
38,2501.0,270.207,26.726,1022.4984,1.1913,0.0,14.0,3.158,270.0,0.0,616.73,0.0,0.0,2501.0,0.0
39,2552.0,270.207,26.726,1022.4673,1.1912,0.0,14.0,3.124,270.0,0.0,618.62,0.0,0.0,2552.0,0.0
40,2603.0,270.207,26.726,1022.4673,1.1912,0.0,14.0,3.108,270.0,0.0,619.57,0.0,0.0,2603.0,0.0
41,2654.0,270.207,26.726,1022.4537,1.1912,0.0,14.0,3.058,270.0,0.0,622.4,0.0,0.0,2654.0,0.0
42,2705.0,270.207,26.734,1022.4486,1.1912,0.0,14.0,3.041,270.0,0.0,623.35,0.0,0.0,2705.0,0.0
43,2756.0,270.207,26.734,1022.4578,1.1911,0.0,14.0,3.008,270.0,0.0,625.24,0.0,0.0,2756.0,0.0
44,2807.0,270.207,26.726,1022.4578,1.1912,0.0,14.0,2.992,270.0,0.0,626.18,0.0,0.0,2807.0,0.0
45,2859.0,270.207,26.734,1022.4578,1.1912,0.0,14.0,2.958,270.0,0.0,628.07,0.0,0.0,2859.0,0.0
46,2909.0,270.207,26.726,1022.4894,1.1913,0.0,14.0,2.958,270.0,0.0,628.07,0.0,0.0,2909.0,0.0
47,2960.0,270.207,26.734,1022.47577,1.1911,0.0,14.0,2.925,270.0,0.0,629.96,0.0,0.0,2960.0,0.0
48,3011.0,270.207,26.734,1022.47577,1.1912,0.0,14.0,2.925,270.0,0.0,629.96,0.0,0.0,3011.0,0.0
49,3062.0,270.207,26.726,1022.48016,1.1912,0.0,14.0,2.892,270.0,0.0,631.85,0.0,0.0,3062.0,0.0
50,3113.0,270.207,26.726,1022.4531,1.1912,0.0,14.0,2.875,270.0,0.0,632.8,0.0,0.0,3113.0,0.0
51,3165.0,270.207,26.726,1022.4984,1.1913,0.0,14.0,2.892,270.0,0.0,631.85,0.0,0.0,3165.0,0.0
52,3215.0,270.207,26.734,1022.4984,1.1913,0.0,14.0,2.842,270.0,0.0,634.69,0.0,0.0,3215.0,0.0
53,3266.0,270.207,26.742,1022.4713,1.1912,0.0,14.0,2.859,270.0,0.0,633.75,0.0,0.0,3266.0,0.0
54,3317.0,270.207,26.734,1022.4486,1.1911,0.0,14.0,2.825,270.0,0.0,635.64,0.0,0.0,3317.0,0.0
55,3368.0,270.207,26.726,1022.4486,1.1912,0.0,14.0,2.859,270.0,0.0,633.75,0.0,0.0,3368.0,0.0
56,3420.0,270.207,26.719,1022.4578,1.1912,0.0,14.0,2.809,270.0,0.0,636.58,0.0,0.0,3420.0,0.0
57,3470.0,270.207,26.734,1022.48016,1.1912,0.0,14.0,2.842,270.0,0.0,634.69,0.0,0.0,3470.0,0.0
58,3521.0,270.207,26.734,1022.43506,1.1912,0.0,14.0,2.792,270.0,0.0,637.53,0.0,0.0,3521.0,0.0
59,3572.0,270.207,26.734,1022.43506,1.1911,0.0,14.0,2.825,270.0,0.0,635.64,0.0,0.0,3572.0,0.0
60,3623.0,270.207,26.726,1022.47577,1.1912,0.0,14.0,2.809,270.0,0.0,636.58,0.0,0.0,3623.0,0.0
61,3675.0,270.207,26.726,1022.5073,1.1913,0.0,14.0,2.792,270.0,0.0,637.53,0.0,0.0,3675.0,0.0
62,3726.0,270.207,26.726,1022.4894,1.1912,0.0,14.0,2.809,270.0,0.0,636.58,0.0,0.0,3726.0,0.0
63,3776.0,270.207,26.726,1022.4894,1.1912,0.0,14.0,2.775,270.0,0.0,638.47,0.0,0.0,3776.0,0.0
64,3827.0,270.207,26.734,1022.4531,1.1912,0.0,14.0,2.809,270.0,0.0,636.58,0.0,0.0,3827.0,0.0
65,3878.0,270.207,26.726,1022.42596,1.1912,0.0,14.0,2.759,270.0,0.0,639.42,0.0,0.0,3878.0,0.0
