Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,270.207,27.642,1022.40576,1.195,0.0,14.0,7.495,270.0,0.0,370.0,0.0,0.0,563.0,0.0
1,614.0,270.207,27.642,1022.4453,1.1951,0.0,14.0,7.346,270.0,0.0,378.51,0.0,0.0,614.0,0.0
2,664.0,270.207,27.657,1022.40845,1.195,0.0,14.0,7.163,270.0,0.0,388.91,0.0,0.0,664.0,0.0
3,715.0,270.207,27.665,1022.40845,1.1949,0.0,14.0,7.013,270.0,0.0,397.42,0.0,0.0,715.0,0.0
4,766.0,270.207,27.649,1022.4533,1.195,0.0,14.0,6.831,270.0,0.0,407.81,0.0,0.0,766.0,0.0
5,818.0,270.207,27.642,1022.4977,1.1951,0.0,14.0,6.681,270.0,0.0,416.32,0.0,0.0,818.0,0.0
6,869.0,270.207,27.642,1022.4836,1.1951,0.0,14.0,6.498,270.0,0.0,426.72,0.0,0.0,869.0,0.0
7,919.0,270.207,27.649,1022.4836,1.1951,0.0,14.0,6.349,270.0,0.0,435.23,0.0,0.0,919.0,0.0
8,970.0,270.207,27.649,1022.488,1.1952,0.0,14.0,6.182,270.0,0.0,444.68,0.0,0.0,970.0,0.0
9,1021.0,270.207,27.657,1022.46936,1.195,0.0,14.0,6.016,270.0,0.0,454.13,0.0,0.0,1021.0,0.0
10,1073.0,270.207,27.672,1022.52795,1.1952,0.0,14.0,5.883,270.0,0.0,461.7,0.0,0.0,1073.0,0.0
11,1124.0,270.207,27.642,1022.52795,1.1953,0.0,14.0,5.717,270.0,0.0,471.15,0.0,0.0,1124.0,0.0
12,1174.0,270.207,27.642,1022.4467,1.1951,0.0,14.0,5.601,270.0,0.0,477.77,0.0,0.0,1174.0,0.0
13,1225.0,270.207,27.657,1022.48236,1.1951,0.0,14.0,5.418,270.0,0.0,488.17,0.0,0.0,1225.0,0.0
14,1276.0,270.207,27.649,1022.48236,1.1951,0.0,14.0,5.318,270.0,0.0,493.84,0.0,0.0,1276.0,0.0
15,1328.0,270.207,27.657,1022.48236,1.1952,0.0,14.0,5.152,270.0,0.0,503.29,0.0,0.0,1328.0,0.0
16,1379.0,270.207,27.657,1022.41907,1.195,0.0,14.0,5.036,270.0,0.0,509.91,0.0,0.0,1379.0,0.0
17,1430.0,270.207,27.642,1022.47766,1.1952,0.0,14.0,4.903,270.0,0.0,517.47,0.0,0.0,1430.0,0.0
18,1480.0,270.207,27.649,1022.47766,1.1951,0.0,14.0,4.77,270.0,0.0,525.03,0.0,0.0,1480.0,0.0
19,1531.0,270.207,27.634,1022.4597,1.1951,0.0,14.0,4.653,270.0,0.0,531.65,0.0,0.0,1531.0,0.0
20,1583.0,270.207,27.657,1022.50476,1.1953,0.0,14.0,4.521,270.0,0.0,539.21,0.0,0.0,1583.0,0.0
21,1634.0,270.207,27.642,1022.4506,1.1952,0.0,14.0,4.437,270.0,0.0,543.94,0.0,0.0,1634.0,0.0
22,1685.0,270.207,27.649,1022.4506,1.1951,0.0,14.0,4.304,270.0,0.0,551.5,0.0,0.0,1685.0,0.0
23,1736.0,270.207,27.642,1022.4641,1.1951,0.0,14.0,4.238,270.0,0.0,555.28,0.0,0.0,1736.0,0.0
24,1786.0,270.207,27.634,1022.47266,1.1951,0.0,14.0,4.105,270.0,0.0,562.85,0.0,0.0,1786.0,0.0
25,1838.0,270.207,27.649,1022.4997,1.1952,0.0,14.0,4.022,270.0,0.0,567.57,0.0,0.0,1838.0,0.0
26,1889.0,270.207,27.649,1022.4997,1.1951,0.0,14.0,3.939,270.0,0.0,572.3,0.0,0.0,1889.0,0.0
27,1940.0,270.207,27.634,1022.4997,1.1951,0.0,14.0,3.839,270.0,0.0,577.97,0.0,0.0,1940.0,0.0
28,1991.0,270.207,27.665,1022.47266,1.1951,0.0,14.0,3.789,270.0,0.0,580.81,0.0,0.0,1991.0,0.0
29,2042.0,270.207,27.657,1022.47266,1.1951,0.0,14.0,3.69,270.0,0.0,586.48,0.0,0.0,2042.0,0.0
30,2093.0,270.207,27.649,1022.4635,1.1951,0.0,14.0,3.656,270.0,0.0,588.37,0.0,0.0,2093.0,0.0
31,2144.0,270.207,27.649,1022.48596,1.1952,0.0,14.0,3.54,270.0,0.0,594.99,0.0,0.0,2144.0,0.0
32,2195.0,270.207,27.649,1022.48615,1.1951,0.0,14.0,3.523,270.0,0.0,595.93,0.0,0.0,2195.0,0.0
33,2246.0,270.207,27.657,1022.48615,1.1952,0.0,14.0,3.424,270.0,0.0,601.6,0.0,0.0,2246.0,0.0
34,2297.0,270.207,27.642,1022.51294,1.1952,0.0,14.0,3.39,270.0,0.0,603.5,0.0,0.0,2297.0,0.0
35,2349.0,270.207,27.642,1022.4906,1.1952,0.0,14.0,3.324,270.0,0.0,607.28,0.0,0.0,2349.0,0.0
36,2399.0,270.207,27.649,1022.5086,1.1951,0.0,14.0,3.291,270.0,0.0,609.17,0.0,0.0,2399.0,0.0
37,2450.0,270.207,27.634,1022.5086,1.1951,0.0,14.0,3.241,270.0,0.0,612.0,0.0,0.0,2450.0,0.0
38,2501.0,270.207,27.642,1022.4997,1.1952,0.0,14.0,3.191,270.0,0.0,614.84,0.0,0.0,2501.0,0.0
39,2552.0,270.207,27.634,1022.51294,1.1951,0.0,14.0,3.174,270.0,0.0,615.78,0.0,0.0,2552.0,0.0
40,2604.0,270.207,27.642,1022.4997,1.1951,0.0,14.0,3.124,270.0,0.0,618.62,0.0,0.0,2604.0,0.0
41,2655.0,270.207,27.657,1022.4997,1.195,0.0,14.0,3.108,270.0,0.0,619.57,0.0,0.0,2655.0,0.0
42,2705.0,270.207,27.649,1022.4815,1.1952,0.0,14.0,3.041,270.0,0.0,623.35,0.0,0.0,2705.0,0.0
43,2756.0,270.207,27.642,1022.4456,1.195,0.0,14.0,3.041,270.0,0.0,623.35,0.0,0.0,2756.0,0.0
44,2807.0,270.207,27.642,1022.4456,1.195,0.0,14.0,3.008,270.0,0.0,625.24,0.0,0.0,2807.0,0.0
45,2859.0,270.207,27.649,1022.4456,1.1951,0.0,14.0,2.992,270.0,0.0,626.18,0.0,0.0,2859.0,0.0
46,2910.0,270.207,27.627,1022.47705,1.1952,0.0,14.0,2.975,270.0,0.0,627.13,0.0,0.0,2910.0,0.0
47,2960.0,270.207,27.649,1022.47266,1.1951,0.0,14.0,2.942,270.0,0.0,629.02,0.0,0.0,2960.0,0.0
48,3011.0,270.207,27.649,1022.47266,1.1951,0.0,14.0,2.942,270.0,0.0,629.02,0.0,0.0,3011.0,0.0
49,3062.0,270.207,27.634,1022.47266,1.1951,0.0,14.0,2.892,270.0,0.0,631.85,0.0,0.0,3062.0,0.0
50,3113.0,270.207,27.642,1022.45917,1.1951,0.0,14.0,2.908,270.0,0.0,630.91,0.0,0.0,3113.0,0.0
51,3165.0,270.207,27.642,1022.5227,1.1952,0.0,14.0,2.875,270.0,0.0,632.8,0.0,0.0,3165.0,0.0
52,3216.0,270.207,27.657,1022.5227,1.1952,0.0,14.0,2.875,270.0,0.0,632.8,0.0,0.0,3216.0,0.0
