Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,270.207,26.681,1022.52856,1.1928,0.0,14.0,7.429,270.0,0.0,373.78,0.0,0.0,563.0,0.0
1,614.0,270.207,26.673,1022.5362,1.1927,0.0,14.0,7.279,270.0,0.0,382.29,0.0,0.0,614.0,0.0
2,664.0,270.207,26.688,1022.5491,1.1929,0.0,14.0,7.113,270.0,0.0,391.74,0.0,0.0,664.0,0.0
3,715.0,270.207,26.673,1022.5491,1.1928,0.0,14.0,6.964,270.0,0.0,400.25,0.0,0.0,715.0,0.0
4,766.0,270.207,26.681,1022.5302,1.1927,0.0,14.0,6.781,270.0,0.0,410.65,0.0,0.0,766.0,0.0
5,818.0,270.207,26.673,1022.52045,1.1927,0.0,14.0,6.648,270.0,0.0,418.21,0.0,0.0,818.0,0.0
6,869.0,270.207,26.688,1022.552,1.1928,0.0,14.0,6.448,270.0,0.0,429.56,0.0,0.0,869.0,0.0
7,919.0,270.207,26.665,1022.552,1.1927,0.0,14.0,6.315,270.0,0.0,437.12,0.0,0.0,919.0,0.0
8,970.0,270.207,26.688,1022.5558,1.1928,0.0,14.0,6.133,270.0,0.0,447.52,0.0,0.0,970.0,0.0
9,1021.0,270.207,26.681,1022.5237,1.1928,0.0,14.0,6.0,270.0,0.0,455.08,0.0,0.0,1021.0,0.0
10,1073.0,270.207,26.681,1022.51013,1.1928,0.0,14.0,5.833,270.0,0.0,464.53,0.0,0.0,1073.0,0.0
11,1123.0,270.207,26.681,1022.5016,1.1926,0.0,14.0,5.684,270.0,0.0,473.04,0.0,0.0,1123.0,0.0
12,1174.0,270.207,26.681,1022.5325,1.1928,0.0,14.0,5.551,270.0,0.0,480.6,0.0,0.0,1174.0,0.0
13,1225.0,270.207,26.665,1022.5054,1.1927,0.0,14.0,5.385,270.0,0.0,490.06,0.0,0.0,1225.0,0.0
14,1276.0,270.207,26.673,1022.5054,1.1927,0.0,14.0,5.252,270.0,0.0,497.62,0.0,0.0,1276.0,0.0
15,1328.0,270.207,26.673,1022.5545,1.1929,0.0,14.0,5.086,270.0,0.0,507.07,0.0,0.0,1328.0,0.0
16,1379.0,270.207,26.681,1022.5003,1.1928,0.0,14.0,4.986,270.0,0.0,512.74,0.0,0.0,1379.0,0.0
17,1429.0,270.207,26.681,1022.53687,1.1927,0.0,14.0,4.836,270.0,0.0,521.25,0.0,0.0,1429.0,0.0
18,1480.0,270.207,26.681,1022.53687,1.1927,0.0,14.0,4.737,270.0,0.0,526.92,0.0,0.0,1480.0,0.0
19,1531.0,270.207,26.673,1022.5098,1.1928,0.0,14.0,4.587,270.0,0.0,535.43,0.0,0.0,1531.0,0.0
20,1583.0,270.207,26.673,1022.5455,1.1929,0.0,14.0,4.471,270.0,0.0,542.05,0.0,0.0,1583.0,0.0
21,1634.0,270.207,26.665,1022.4556,1.1928,0.0,14.0,4.371,270.0,0.0,547.72,0.0,0.0,1634.0,0.0
22,1685.0,270.207,26.681,1022.4556,1.1927,0.0,14.0,4.255,270.0,0.0,554.34,0.0,0.0,1685.0,0.0
23,1735.0,270.207,26.681,1022.4869,1.1927,0.0,14.0,4.155,270.0,0.0,560.01,0.0,0.0,1735.0,0.0
24,1786.0,270.207,26.688,1022.5591,1.1927,0.0,14.0,4.039,270.0,0.0,566.63,0.0,0.0,1786.0,0.0
25,1838.0,270.207,26.673,1022.53186,1.1927,0.0,14.0,3.972,270.0,0.0,570.41,0.0,0.0,1838.0,0.0
26,1889.0,270.207,26.673,1022.53186,1.1928,0.0,14.0,3.856,270.0,0.0,577.03,0.0,0.0,1889.0,0.0
27,1940.0,270.207,26.681,1022.5228,1.1927,0.0,14.0,3.789,270.0,0.0,580.81,0.0,0.0,1940.0,0.0
28,1991.0,270.207,26.673,1022.5411,1.1929,0.0,14.0,3.673,270.0,0.0,587.42,0.0,0.0,1991.0,0.0
29,2041.0,270.207,26.673,1022.5411,1.1927,0.0,14.0,3.623,270.0,0.0,590.26,0.0,0.0,2041.0,0.0
30,2093.0,270.207,26.665,1022.5003,1.1927,0.0,14.0,3.54,270.0,0.0,594.99,0.0,0.0,2093.0,0.0
31,2144.0,270.207,26.673,1022.4641,1.1927,0.0,14.0,3.473,270.0,0.0,598.77,0.0,0.0,2144.0,0.0
32,2195.0,270.207,26.681,1022.5048,1.1928,0.0,14.0,3.424,270.0,0.0,601.6,0.0,0.0,2195.0,0.0
33,2246.0,270.207,26.673,1022.5048,1.1928,0.0,14.0,3.357,270.0,0.0,605.39,0.0,0.0,2246.0,0.0
