Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,270.207,26.497,1022.46716,1.1922,0.0,14.0,7.379,270.0,0.0,376.62,0.0,0.0,563.0,0.0
1,614.0,270.207,26.505,1022.46124,1.192,0.0,14.0,7.263,270.0,0.0,383.24,0.0,0.0,614.0,0.0
2,664.0,270.207,26.52,1022.50507,1.1922,0.0,14.0,7.097,270.0,0.0,392.69,0.0,0.0,664.0,0.0
3,715.0,270.207,26.513,1022.50507,1.1921,0.0,14.0,6.947,270.0,0.0,401.2,0.0,0.0,715.0,0.0
4,766.0,270.207,26.52,1022.4547,1.192,0.0,14.0,6.781,270.0,0.0,410.65,0.0,0.0,766.0,0.0
5,818.0,270.207,26.513,1022.4856,1.192,0.0,14.0,6.615,270.0,0.0,420.1,0.0,0.0,818.0,0.0
6,869.0,270.207,26.52,1022.48083,1.192,0.0,14.0,6.465,270.0,0.0,428.61,0.0,0.0,869.0,0.0
7,919.0,270.207,26.52,1022.48083,1.1921,0.0,14.0,6.299,270.0,0.0,438.06,0.0,0.0,919.0,0.0
8,970.0,270.207,26.505,1022.4894,1.192,0.0,14.0,6.149,270.0,0.0,446.57,0.0,0.0,970.0,0.0
9,1021.0,270.207,26.513,1022.5027,1.1921,0.0,14.0,5.983,270.0,0.0,456.02,0.0,0.0,1021.0,0.0
10,1073.0,270.207,26.52,1022.47546,1.1921,0.0,14.0,5.85,270.0,0.0,463.59,0.0,0.0,1073.0,0.0
11,1123.0,270.207,26.505,1022.4799,1.192,0.0,14.0,5.684,270.0,0.0,473.04,0.0,0.0,1123.0,0.0
12,1174.0,270.207,26.52,1022.47076,1.192,0.0,14.0,5.551,270.0,0.0,480.6,0.0,0.0,1174.0,0.0
13,1225.0,270.207,26.505,1022.4572,1.1919,0.0,14.0,5.385,270.0,0.0,490.06,0.0,0.0,1225.0,0.0
14,1276.0,270.207,26.536,1022.4572,1.192,0.0,14.0,5.268,270.0,0.0,496.67,0.0,0.0,1276.0,0.0
15,1328.0,270.207,26.505,1022.4572,1.192,0.0,14.0,5.135,270.0,0.0,504.24,0.0,0.0,1328.0,0.0
16,1379.0,270.207,26.513,1022.4844,1.192,0.0,14.0,4.986,270.0,0.0,512.74,0.0,0.0,1379.0,0.0
17,1429.0,270.207,26.513,1022.49786,1.1921,0.0,14.0,4.87,270.0,0.0,519.36,0.0,0.0,1429.0,0.0
18,1480.0,270.207,26.52,1022.49786,1.192,0.0,14.0,4.72,270.0,0.0,527.87,0.0,0.0,1480.0,0.0
19,1531.0,270.207,26.505,1022.5023,1.1921,0.0,14.0,4.62,270.0,0.0,533.54,0.0,0.0,1531.0,0.0
20,1583.0,270.207,26.513,1022.4928,1.1921,0.0,14.0,4.487,270.0,0.0,541.1,0.0,0.0,1583.0,0.0
21,1634.0,270.207,26.52,1022.4973,1.1921,0.0,14.0,4.404,270.0,0.0,545.83,0.0,0.0,1634.0,0.0
22,1685.0,270.207,26.497,1022.4973,1.1921,0.0,14.0,4.271,270.0,0.0,553.39,0.0,0.0,1685.0,0.0
23,1735.0,270.207,26.52,1022.4522,1.192,0.0,14.0,4.188,270.0,0.0,558.12,0.0,0.0,1735.0,0.0
24,1786.0,270.207,26.513,1022.44305,1.192,0.0,14.0,4.072,270.0,0.0,564.74,0.0,0.0,1786.0,0.0
25,1838.0,270.207,26.513,1022.4973,1.192,0.0,14.0,3.972,270.0,0.0,570.41,0.0,0.0,1838.0,0.0
26,1889.0,270.207,26.528,1022.5017,1.1921,0.0,14.0,3.906,270.0,0.0,574.19,0.0,0.0,1889.0,0.0
27,1940.0,270.207,26.536,1022.49255,1.192,0.0,14.0,3.806,270.0,0.0,579.86,0.0,0.0,1940.0,0.0
28,1990.0,270.207,26.52,1022.4475,1.1919,0.0,14.0,3.739,270.0,0.0,583.64,0.0,0.0,1990.0,0.0
29,2041.0,270.207,26.536,1022.4475,1.192,0.0,14.0,3.64,270.0,0.0,589.32,0.0,0.0,2041.0,0.0
30,2093.0,270.207,26.543,1022.47015,1.192,0.0,14.0,3.59,270.0,0.0,592.15,0.0,0.0,2093.0,0.0
31,2144.0,270.207,26.513,1022.44244,1.192,0.0,14.0,3.507,270.0,0.0,596.88,0.0,0.0,2144.0,0.0
32,2195.0,270.207,26.536,1022.4611,1.192,0.0,14.0,3.457,270.0,0.0,599.71,0.0,0.0,2195.0,0.0
33,2246.0,270.207,26.52,1022.4611,1.192,0.0,14.0,3.374,270.0,0.0,604.44,0.0,0.0,2246.0,0.0
34,2296.0,270.207,26.52,1022.44305,1.1919,0.0,14.0,3.341,270.0,0.0,606.33,0.0,0.0,2296.0,0.0
35,2348.0,270.207,26.505,1022.46545,1.192,0.0,14.0,3.307,270.0,0.0,608.22,0.0,0.0,2348.0,0.0
36,2399.0,270.207,26.513,1022.4794,1.192,0.0,14.0,3.241,270.0,0.0,612.0,0.0,0.0,2399.0,0.0
37,2450.0,270.207,26.52,1022.4794,1.1921,0.0,14.0,3.208,270.0,0.0,613.89,0.0,0.0,2450.0,0.0
38,2501.0,270.207,26.52,1022.4881,1.192,0.0,14.0,3.158,270.0,0.0,616.73,0.0,0.0,2501.0,0.0
39,2551.0,270.207,26.513,1022.4519,1.192,0.0,14.0,3.141,270.0,0.0,617.67,0.0,0.0,2551.0,0.0
40,2603.0,270.207,26.52,1022.4519,1.192,0.0,14.0,3.075,270.0,0.0,621.46,0.0,0.0,2603.0,0.0
41,2654.0,270.207,26.52,1022.48376,1.192,0.0,14.0,3.075,270.0,0.0,621.46,0.0,0.0,2654.0,0.0
42,2705.0,270.207,26.52,1022.47906,1.1921,0.0,14.0,3.008,270.0,0.0,625.24,0.0,0.0,2705.0,0.0
43,2756.0,270.207,26.536,1022.4881,1.1921,0.0,14.0,3.008,270.0,0.0,625.24,0.0,0.0,2756.0,0.0
44,2807.0,270.207,26.497,1022.4881,1.1921,0.0,14.0,2.975,270.0,0.0,627.13,0.0,0.0,2807.0,0.0
45,2857.0,270.207,26.52,1022.4881,1.1921,0.0,14.0,2.958,270.0,0.0,628.07,0.0,0.0,2857.0,0.0
46,2909.0,270.207,26.505,1022.4973,1.1921,0.0,14.0,2.942,270.0,0.0,629.02,0.0,0.0,2909.0,0.0
47,2960.0,270.207,26.505,1022.5061,1.1922,0.0,14.0,2.925,270.0,0.0,629.96,0.0,0.0,2960.0,0.0
48,3011.0,270.207,26.536,1022.5061,1.1921,0.0,14.0,2.908,270.0,0.0,630.91,0.0,0.0,3011.0,0.0
49,3062.0,270.207,26.528,1022.46545,1.1921,0.0,14.0,2.859,270.0,0.0,633.75,0.0,0.0,3062.0,0.0
50,3113.0,270.207,26.505,1022.4739,1.1921,0.0,14.0,2.892,270.0,0.0,631.85,0.0,0.0,3113.0,0.0
51,3164.0,270.207,26.528,1022.4611,1.1921,0.0,14.0,2.859,270.0,0.0,633.75,0.0,0.0,3164.0,0.0
52,3215.0,270.207,26.52,1022.4611,1.192,0.0,14.0,2.859,270.0,0.0,633.75,0.0,0.0,3215.0,0.0
53,3266.0,270.207,26.505,1022.45593,1.1921,0.0,14.0,2.825,270.0,0.0,635.64,0.0,0.0,3266.0,0.0
54,3317.0,270.207,26.513,1022.4289,1.192,0.0,14.0,2.825,270.0,0.0,635.64,0.0,0.0,3317.0,0.0
55,3368.0,270.207,26.52,1022.4289,1.192,0.0,14.0,2.792,270.0,0.0,637.53,0.0,0.0,3368.0,0.0
56,3419.0,270.207,26.505,1022.4611,1.192,0.0,14.0,2.792,270.0,0.0,637.53,0.0,0.0,3419.0,0.0
57,3470.0,270.207,26.513,1022.45593,1.192,0.0,14.0,2.792,270.0,0.0,637.53,0.0,0.0,3470.0,0.0
58,3521.0,270.207,26.505,1022.4611,1.1921,0.0,14.0,2.759,270.0,0.0,639.42,0.0,0.0,3521.0,0.0
59,3572.0,270.207,26.505,1022.4611,1.1921,0.0,14.0,2.775,270.0,0.0,638.47,0.0,0.0,3572.0,0.0
60,3623.0,270.207,26.505,1022.47906,1.1921,0.0,14.0,2.742,270.0,0.0,640.36,0.0,0.0,3623.0,0.0
61,3675.0,270.207,26.497,1022.46545,1.1921,0.0,14.0,2.759,270.0,0.0,639.42,0.0,0.0,3675.0,0.0
62,3725.0,270.207,26.52,1022.4611,1.1919,0.0,14.0,2.726,270.0,0.0,641.31,0.0,0.0,3725.0,0.0
63,3776.0,270.207,26.505,1022.4611,1.192,0.0,14.0,2.742,270.0,0.0,640.36,0.0,0.0,3776.0,0.0
64,3827.0,270.207,26.528,1022.46545,1.1921,0.0,14.0,2.726,270.0,0.0,641.31,0.0,0.0,3827.0,0.0
65,3878.0,270.207,26.513,1022.40173,1.192,0.0,14.0,2.726,270.0,0.0,641.31,0.0,0.0,3878.0,0.0
66,3930.0,270.207,26.528,1022.46545,1.192,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,3930.0,0.0
67,3980.0,270.207,26.513,1022.46545,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,3980.0,0.0
68,4031.0,270.207,26.513,1022.43835,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,4031.0,0.0
69,4082.0,270.207,26.528,1022.4068,1.192,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4082.0,0.0
70,4133.0,270.207,26.513,1022.4068,1.1919,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4133.0,0.0
71,4185.0,270.207,26.505,1022.45667,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4185.0,0.0
72,4236.0,270.207,26.52,1022.5061,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,4236.0,0.0
73,4286.0,270.207,26.505,1022.46545,1.192,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4286.0,0.0
74,4337.0,270.207,26.505,1022.46545,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,4337.0,0.0
75,4388.0,270.207,26.513,1022.4519,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4388.0,0.0
76,4440.0,270.207,26.52,1022.4881,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4440.0,0.0
77,4491.0,270.207,26.52,1022.5017,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4491.0,0.0
78,4541.0,270.207,26.513,1022.5017,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4541.0,0.0
79,4592.0,270.207,26.513,1022.44305,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4592.0,0.0
80,4643.0,270.207,26.52,1022.4519,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4643.0,0.0
81,4695.0,270.207,26.505,1022.4611,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,4695.0,0.0
82,4746.0,270.207,26.52,1022.4611,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,4746.0,0.0
83,4797.0,270.207,26.505,1022.45667,1.1921,0.0,14.0,2.709,270.0,0.0,642.25,0.0,0.0,4797.0,0.0
84,4847.0,270.207,26.505,1022.5017,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4847.0,0.0
85,4898.0,270.207,26.513,1022.5017,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4898.0,0.0
86,4950.0,270.207,26.536,1022.4611,1.192,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,4950.0,0.0
87,5001.0,270.207,26.513,1022.4611,1.192,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5001.0,0.0
88,5052.0,270.207,26.513,1022.44305,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5052.0,0.0
89,5103.0,270.207,26.528,1022.44305,1.1921,0.0,14.0,2.659,270.0,0.0,645.09,0.0,0.0,5103.0,0.0
90,5153.0,270.207,26.513,1022.40234,1.192,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5153.0,0.0
91,5204.0,270.207,26.505,1022.41125,1.192,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5204.0,0.0
92,5256.0,270.207,26.536,1022.4794,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5256.0,0.0
93,5307.0,270.207,26.513,1022.4794,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5307.0,0.0
94,5358.0,270.207,26.505,1022.4928,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5358.0,0.0
95,5408.0,270.207,26.52,1022.4746,1.192,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5408.0,0.0
96,5459.0,270.207,26.528,1022.4519,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5459.0,0.0
97,5511.0,270.207,26.513,1022.4519,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5511.0,0.0
98,5562.0,270.207,26.513,1022.49255,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5562.0,0.0
99,5613.0,270.207,26.513,1022.4881,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5613.0,0.0
100,5664.0,270.207,26.513,1022.4881,1.1921,0.0,14.0,2.676,270.0,0.0,644.14,0.0,0.0,5664.0,0.0
101,5714.0,270.207,26.536,1022.4475,1.192,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5714.0,0.0
102,5766.0,270.207,26.505,1022.49664,1.1921,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5766.0,0.0
103,5817.0,270.207,26.528,1022.4746,1.192,0.0,14.0,2.726,270.0,0.0,641.31,0.0,0.0,5817.0,0.0
104,5868.0,270.207,26.52,1022.4746,1.192,0.0,14.0,2.692,270.0,0.0,643.2,0.0,0.0,5868.0,0.0
