Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,248567.0,16.46,47.143,1012.74854,1.2147,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,51.0,0.0
1,248619.0,16.45,47.143,1012.74854,1.2148,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,103.0,0.0
2,248670.0,16.45,47.143,1012.73517,1.2147,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,154.0,0.0
3,248722.0,16.482,47.15,1012.7128,1.2146,0.875,14.88,1.201,239.0,0.0,619.13,0.0,0.0,206.0,0.0
4,248773.0,16.45,47.158,1012.70844,1.2147,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,257.0,0.0
5,248824.0,16.45,47.158,1012.70844,1.2147,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,308.0,0.0
6,248876.0,16.428,47.15,1012.7262,1.2148,0.875,14.88,1.2,239.0,0.0,619.14,0.0,0.0,360.0,0.0
7,248927.0,16.45,47.143,1012.7128,1.2147,0.875,14.88,1.2,239.0,0.0,619.13,0.0,0.0,411.0,0.0
8,248978.0,16.45,47.143,1012.77075,1.2148,0.75,14.88,1.111,239.0,0.0,624.21,0.0,0.0,462.0,0.0
9,249029.0,16.439,47.15,1012.77075,1.2148,0.75,14.88,1.111,239.0,0.0,624.21,0.0,0.0,513.0,0.0
10,249080.0,16.428,47.158,1012.753,1.2149,0.75,14.88,1.111,239.0,0.0,624.21,0.0,0.0,564.0,0.0
11,249133.0,16.45,47.15,1012.753,1.2148,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,617.0,0.0
12,249184.0,16.46,47.135,1012.7753,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,668.0,0.0
13,249235.0,16.439,47.127,1012.7753,1.2148,0.625,14.88,1.014,239.0,0.0,629.71,0.0,0.0,719.0,0.0
14,249286.0,16.45,47.127,1012.69507,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,770.0,0.0
15,249337.0,16.45,47.143,1012.7441,1.2148,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,821.0,0.0
16,249389.0,16.46,47.15,1012.7441,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,873.0,0.0
17,249440.0,16.439,47.158,1012.7308,1.2148,0.625,14.88,1.014,239.0,0.0,629.71,0.0,0.0,924.0,0.0
18,249491.0,16.471,47.15,1012.79315,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,975.0,0.0
19,249542.0,16.45,47.135,1012.7308,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,1026.0,0.0
20,249594.0,16.45,47.135,1012.7308,1.2147,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,1078.0,0.0
21,249646.0,16.45,47.15,1012.7534,1.2148,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,1130.0,0.0
22,249697.0,16.45,47.143,1012.753,1.2148,0.625,14.88,1.015,239.0,0.0,629.71,0.0,0.0,1181.0,0.0
23,249748.0,16.439,47.15,1012.78424,1.2149,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1232.0,0.0
24,249799.0,16.46,47.143,1012.78424,1.2148,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1283.0,0.0
25,249850.0,16.428,47.158,1012.7534,1.2149,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1334.0,0.0
26,249902.0,16.45,47.15,1012.73517,1.2147,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1386.0,0.0
27,249953.0,16.45,47.15,1012.7308,1.2147,0.5,14.88,0.907,239.0,0.0,635.79,0.0,0.0,1437.0,0.0
28,250004.0,16.439,47.143,1012.7308,1.2148,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1488.0,0.0
29,250056.0,16.46,47.158,1012.7709,1.2147,0.5,14.88,0.907,239.0,0.0,635.79,0.0,0.0,1540.0,0.0
30,250107.0,16.45,47.158,1012.7441,1.2148,0.5,14.88,0.907,239.0,0.0,635.8,0.0,0.0,1591.0,0.0
31,250159.0,16.45,47.135,1012.7218,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1643.0,0.0
32,250210.0,16.45,47.15,1012.7218,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1694.0,0.0
33,250261.0,16.45,47.15,1012.7668,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1745.0,0.0
34,250312.0,16.439,47.158,1012.70844,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1796.0,0.0
35,250363.0,16.45,47.15,1012.73517,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1847.0,0.0
36,250415.0,16.439,47.143,1012.73517,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1899.0,0.0
37,250466.0,16.439,47.158,1012.7218,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,1950.0,0.0
38,250517.0,16.45,47.15,1012.7395,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2001.0,0.0
39,250568.0,16.45,47.15,1012.7395,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2052.0,0.0
40,250619.0,16.439,47.165,1012.7395,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2103.0,0.0
41,250671.0,16.471,47.135,1012.7395,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2155.0,0.0
42,250722.0,16.45,47.15,1012.77075,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2206.0,0.0
43,250774.0,16.45,47.158,1012.7347,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2258.0,0.0
44,250825.0,16.46,47.143,1012.7347,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2309.0,0.0
45,250876.0,16.45,47.135,1012.7441,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2360.0,0.0
46,250928.0,16.45,47.135,1012.77075,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2412.0,0.0
47,250979.0,16.45,47.158,1012.7441,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2463.0,0.0
48,251030.0,16.46,47.127,1012.7308,1.2147,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2514.0,0.0
49,251081.0,16.439,47.143,1012.7441,1.2148,0.375,14.88,0.786,239.0,0.0,642.72,0.0,0.0,2565.0,0.0
