0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.011,1.0,0.0011,0.0
0.0,1.0,0.001,0.0
0.0,1.0,9.0E-4,0.0
0.011,1.0,0.0019,0.0
0.642,1.0,0.0659,0.0
0.011,1.0,0.0604,0.0
0.0,1.0,0.0544,0.0
0.0,1.0,0.0489,0.0
0.0,1.0,0.044,0.0
0.0,1.0,0.0396,0.0
0.0,1.0,0.0357,0.0
0.0,1.0,0.0321,0.0
0.0,1.0,0.0289,0.0
0.454,1.0,0.0714,0.0
0.0,1.0,0.0643,0.0
0.454,1.0,0.1032,0.0
0.0,1.0,0.0929,0.0
0.0,1.0,0.0836,0.0
0.454,1.0,0.1207,0.0
0.011,1.0,0.1097,0.0
0.011,1.0,0.0998,0.0
0.454,1.0,0.1352,0.0
0.0,1.0,0.1217,0.0
0.454,1.0,0.1549,0.0
0.011,1.0,0.1406,0.0
0.011,1.0,0.1276,0.0
0.0,1.0,0.1148,0.0
0.011,1.0,0.1045,0.0
0.642,1.0,0.1582,0.0
0.454,1.0,0.1878,0.0
0.011,1.0,0.1701,0.0
0.0,1.0,0.1531,0.0
0.454,1.0,0.1832,0.0
0.0,1.0,0.1649,0.0
0.011,1.0,0.1495,0.0
0.0,1.0,0.1345,0.0
0.011,1.0,0.1222,0.0
0.011,0.642,0.1111,-0.358
0.0,0.642,0.1,-0.358
0.454,0.642,0.1354,-0.358
0.011,0.642,0.1229,-0.358
0.786,0.642,0.1892,-0.358
0.786,0.642,0.2489,-0.358
0.011,0.642,0.2251,-0.358
0.786,0.642,0.2812,-0.358
0.786,0.786,0.3317,-0.214
0.011,0.642,0.2996,-0.358
0.0,0.642,0.2697,-0.358
0.0,0.642,0.2427,-0.358
0.786,0.642,0.297,-0.358
0.454,0.454,0.3127,-0.546
0.454,0.454,0.3268,-0.546
0.454,0.454,0.3396,-0.546
0.454,0.454,0.351,-0.546
0.011,0.454,0.317,-0.546
0.0,0.454,0.2853,-0.546
0.011,0.454,0.2579,-0.546
0.786,0.454,0.3107,-0.546
0.011,0.454,0.2807,-0.546
0.786,0.454,0.3312,-0.546
0.454,0.454,0.3435,-0.546
0.0,0.454,0.3092,-0.546
0.454,0.454,0.3237,-0.546
0.786,0.454,0.3699,-0.546
0.642,0.454,0.3971,-0.546
0.454,0.454,0.4028,-0.546
0.908,0.454,0.4533,-0.546
0.642,0.642,0.4722,-0.358
0.0,0.642,0.425,-0.358
0.908,0.642,0.4733,-0.358
0.454,0.642,0.4713,-0.358
0.908,0.642,0.515,-0.358
0.642,0.642,0.5277,-0.358
0.786,0.642,0.5535,-0.358
0.0,0.786,0.4982,-0.214
0.0,0.786,0.4484,-0.214
0.908,0.786,0.4943,-0.214
0.642,0.786,0.5091,-0.214
0.454,0.786,0.5036,-0.214
0.642,0.786,0.5174,-0.214
0.908,0.786,0.5565,-0.214
0.454,0.786,0.5462,-0.214
0.642,0.642,0.5558,-0.358
0.454,0.642,0.5456,-0.358
0.011,0.642,0.4922,-0.358
0.011,0.642,0.4441,-0.358
0.454,0.642,0.445,-0.358
0.454,0.642,0.4459,-0.358
0.0,0.642,0.4013,-0.358
0.011,0.642,0.3623,-0.358
0.0,0.642,0.3261,-0.358
0.908,0.642,0.3843,-0.358
0.011,0.642,0.3469,-0.358
0.642,0.642,0.3765,-0.358
0.0,0.642,0.3388,-0.358
0.0,0.642,0.3049,-0.358
0.011,0.642,0.2755,-0.358
0.0,0.642,0.248,-0.358
0.454,0.642,0.2686,-0.358
0.0,0.642,0.2417,-0.358
0.0,0.642,0.2176,-0.358
0.0,0.642,0.1958,-0.358
