18.648,36.858,1.0078e+05,2.441,1232.9,877.17,633.1,2415.8,45.328,63.45,564,0,1.2001,1
18.648,36.835,1.0079e+05,2.442,823.42,861.04,671.16,1232.9,37.043,45.327,617,0,1.2001,2
18.659,36.85,1.0079e+05,2.44,615.56,787.4,660.04,1232.9,32.029,45.328,670,0,1.2001,3
18.659,36.843,1.0079e+05,2.442,494.7,699.59,626.97,823.42,28.713,37.044,722,0,1.2001,4
18.659,36.843,1.0079e+05,2.442,411.5,613.16,583.88,823.42,26.187,37.044,776,0,1.2001,5
18.659,36.835,1.0078e+05,2.438,348.71,533.83,536.85,615.56,24.107,32.03,828,0,1.2,6
18.648,36.835,1.0078e+05,2.444,311.63,467.17,491.8,615.56,22.789,32.03,881,0,1.2001,7
18.659,36.85,1.0078e+05,2.444,276.38,409.93,448.72,494.7,21.462,28.713,933,0,1.2001,8
18.637,36.843,1.0078e+05,2.442,247.24,361.12,408.42,494.7,20.298,28.712,987,0,1.2001,9
18.648,36.843,1.0078e+05,2.443,225.51,320.44,371.84,411.5,19.386,26.187,1040,0,1.2001,10
18.648,36.843,1.0079e+05,2.442,205.34,285.91,338.54,411.5,18.499,26.187,1092,0,1.2001,11
18.67,36.843,1.0079e+05,2.442,190.05,257.15,308.84,348.71,17.797,24.107,1145,0,1.2,12
18.648,36.843,1.0079e+05,2.445,179.22,233.77,282.92,348.71,17.282,24.107,1198,0,1.2001,13
18.637,36.843,1.0078e+05,2.445,167.65,213.94,259.86,311.63,16.715,22.788,1251,0,1.2002,14
18.659,36.85,1.0079e+05,2.446,157.92,197.13,239.48,311.63,16.223,22.789,1304,0,1.2001,15
18.67,36.843,1.0078e+05,2.445,148.13,182.43,221.21,276.38,15.713,21.463,1356,0,1.2,16
18.67,36.835,1.0078e+05,2.446,140.03,169.71,204.97,276.38,15.277,21.463,1410,0,1.2,17
18.648,36.843,1.0079e+05,2.447,134.28,159.08,190.83,247.24,14.959,20.298,1463,0,1.2002,18
18.637,36.835,1.0078e+05,2.447,127.32,149.55,178.13,247.24,14.566,20.298,1515,0,1.2001,19
18.659,36.85,1.0078e+05,2.445,3.35,105.69,143.18,225.51,2.363,19.386,1568,0,1.2001,20
18.68,36.835,1.0078e+05,2.447,4.125,75.222,115.36,225.51,2.622,19.387,1622,0,1.2,21
18.637,36.85,1.0079e+05,2.447,3.412,53.679,92.974,205.34,2.385,18.498,1674,0,1.2002,22
18.659,36.835,1.0078e+05,2.447,2.669,38.376,74.913,190.05,2.109,17.797,1727,0,1.2001,23
18.648,36.843,1.0079e+05,2.448,3.6,27.943,60.651,179.22,2.449,17.282,1779,0,1.2001,24
18.67,36.835,1.0079e+05,2.447,2.331,20.26,48.987,167.65,1.971,16.715,1832,0,1.2001,25
18.648,36.843,1.0079e+05,2.447,2.2,14.842,39.629,157.92,1.915,16.223,1885,0,1.2002,26
18.659,36.843,1.0079e+05,2.448,2.738,11.211,32.251,148.13,2.136,15.712,1937,0,1.2001,27
18.648,36.843,1.0079e+05,2.446,1.05,8.162,26.011,140.03,1.323,15.276,1990,0,1.2001,28
18.637,36.843,1.0078e+05,2.447,1.531,6.173,21.115,134.28,1.597,14.959,2042,0,1.2002,29
18.67,36.85,1.0078e+05,2.447,1.031,4.63,17.098,127.32,1.311,14.567,2096,0,1.2,30
18.637,36.828,1.0079e+05,2.446,-0.094,3.213,13.66,4.125,0,2.622,2148,0,1.2002,31
18.648,36.843,1.0078e+05,2.447,1.281,2.634,11.184,3.6,1.461,2.449,2200,0,1.2001,32
18.659,36.85,1.0078e+05,2.446,-0.094,1.815,8.928,3.412,0,2.385,2252,0,1.2001,33
18.648,36.85,1.0078e+05,2.446,0.031,1.28,7.149,3.412,0.228,2.385,2306,0,1.2001,34
18.637,36.843,1.0078e+05,2.447,1.156,1.243,5.95,3.35,1.388,2.363,2358,0,1.2002,35
18.659,36.843,1.0078e+05,2.445,-0.469,0.729,4.667,2.738,0,2.136,2410,0,1.2001,36
18.648,36.843,1.0078e+05,2.446,-0.094,0.482,3.714,2.669,0,2.109,2462,0,1.2001,37
18.68,36.85,1.0078e+05,2.447,1.031,0.647,3.178,2.669,1.311,2.109,2514,0,1.1999,38
18.659,36.85,1.0079e+05,2.446,0.281,0.537,2.598,2.331,0.684,1.971,2567,0,1.2001,39
18.68,36.843,1.0079e+05,2.447,1.281,0.76,2.335,2.2,1.461,1.915,2619,0,1.2,40
18.659,36.843,1.0078e+05,2.445,-1.344,0.129,1.599,1.531,0,1.598,2671,0,1.2,41
18.659,36.843,1.0078e+05,2.446,0.156,0.137,1.311,1.281,0.51,1.461,2723,0,1.2,42
18.659,36.835,1.0079e+05,2.447,0.781,0.33,1.205,1.281,1.141,1.461,2776,0,1.2001,43
18.68,36.85,1.0078e+05,2.446,-0.094,0.203,0.945,1.156,0,1.388,2828,0,1.2,44
18.691,36.85,1.0078e+05,2.446,0.406,0.264,0.837,1.156,0.823,1.388,2880,0,1.1999,45
18.659,36.843,1.0078e+05,2.446,-0.219,0.119,0.626,1.05,0,1.323,2932,0,1.2001,46
18.659,36.843,1.0078e+05,2.446,0.531,0.243,0.607,1.031,0.941,1.311,2984,0,1.2,47
18.68,36.858,1.0078e+05,2.446,0.656,0.367,0.617,1.031,1.046,1.311,3038,0,1.2,48
18.67,36.85,1.0079e+05,2.443,-2.344,-0.446,0.025,0.781,0,1.141,3090,0,1.2,49
18.68,36.835,1.0079e+05,2.446,0.531,-0.153,0.126,0.781,0.941,1.141,3142,0,1.2,50
18.648,36.843,1.0078e+05,2.446,0.531,0.052,0.207,0.656,0.941,1.046,3194,0,1.2001,51
18.68,36.85,1.0079e+05,2.445,-0.594,-0.142,0.047,0.531,0,0.941,3247,0,1.2,52
18.67,36.85,1.0078e+05,2.446,0.031,-0.09,0.044,0.531,0.228,0.941,3299,0,1.2,53
18.67,36.858,1.0078e+05,2.445,-0.719,-0.278,-0.109,0.531,0,0.941,3351,0,1.2,54
18.67,36.828,1.0078e+05,2.446,-0.219,-0.261,-0.131,0.531,0,0.941,3403,0,1.2,55
18.659,36.828,1.0078e+05,2.446,-0.219,-0.248,-0.148,0.531,0,0.941,3456,0,1.2001,56
18.68,36.858,1.0079e+05,2.444,-1.719,-0.689,-0.462,0.531,0,0.941,3508,0,1.2,57
18.648,36.85,1.0079e+05,2.446,0.281,-0.398,-0.314,0.531,0.684,0.941,3560,0,1.2001,58
18.659,36.828,1.0078e+05,2.445,-0.844,-0.532,-0.42,0.531,0,0.941,3612,0,1.2001,59
18.68,36.828,1.0078e+05,2.446,0.531,-0.213,-0.23,0.531,0.941,0.941,3664,0,1.2,60
