17.897,37.758,1.0075e+05,2.401,1207.2,863.5,623.42,2387.4,44.8,63.002,564,0,1.2029,1
17.919,37.758,1.0076e+05,2.4,803.67,845.55,659.47,1207.2,36.554,44.801,617,0,1.2029,2
17.908,37.766,1.0076e+05,2.4,603.25,772.86,648.22,1207.2,31.67,44.801,670,0,1.2029,3
17.897,37.774,1.0076e+05,2.402,483.98,686.2,615.37,803.67,28.366,36.553,722,0,1.203,4
17.887,37.774,1.0076e+05,2.4,401.19,600.69,572.54,803.67,25.826,36.552,776,0,1.203,5
17.897,37.774,1.0075e+05,2.401,345.75,524.21,527.18,603.25,23.976,31.669,828,0,1.2029,6
17.908,37.766,1.0075e+05,2.401,301.66,457.44,482.07,603.25,22.395,31.67,881,0,1.2029,7
17.919,37.774,1.0075e+05,2.4,267.14,400.35,439.09,483.98,21.076,28.368,933,0,1.2028,8
17.919,37.758,1.0075e+05,2.402,242.55,353.01,399.78,483.98,20.083,28.368,987,0,1.2028,9
17.897,37.774,1.0075e+05,2.401,219.5,312.96,363.72,401.19,19.104,25.827,1040,0,1.2029,10
17.897,37.751,1.0075e+05,2.4,200.33,279.17,331.05,401.19,18.251,25.827,1092,0,1.2029,11
17.887,37.751,1.0075e+05,2.401,186.67,251.42,302.17,345.75,17.617,23.975,1145,0,1.203,12
17.908,37.751,1.0075e+05,2.4,171.96,227.59,276.13,345.75,16.909,23.976,1199,0,1.2029,13
17.908,37.758,1.0075e+05,2.401,161,207.61,253.1,301.66,16.361,22.396,1251,0,1.2029,14
17.908,37.766,1.0075e+05,2.401,151.81,190.87,232.85,301.66,15.887,22.395,1304,0,1.2029,15
17.908,37.781,1.0075e+05,2.398,139.63,175.5,214.2,267.14,15.237,21.075,1356,0,1.2029,16
17.897,37.774,1.0075e+05,2.401,134.25,163.12,198.21,267.14,14.94,21.075,1410,0,1.2029,17
17.908,37.758,1.0076e+05,2.401,128.06,152.6,184.18,242.55,14.592,20.082,1463,0,1.2029,18
17.908,37.758,1.0075e+05,2.4,120.03,142.83,171.35,242.55,14.127,20.082,1515,0,1.2029,19
