Muestra,Temp,Hum,Pres,Den,Vol,DP,DP1,DP2,DP3,Vel1,Vel2,Vel3,Vel4,Tiempo,PWM,Paro,Hum2
44,23.356,31.411,102220.2,1.1974,2.57388,0.013,0.141,0.101,0.125,0.145,0.457,0.485,0.41,3142.0,50.0,1.0,31.163
45,23.367,31.403,102220.2,1.1974,2.57363,-0.238,0.027,0.033,0.125,0.0,0.457,0.213,0.235,3207.0,50.0,1.0,31.196
46,23.367,31.403,102220.2,1.1974,2.5735,-0.362,-0.09,-0.046,0.125,0.0,0.457,0.387,0.277,3271.0,50.0,1.0,31.196
47,23.367,31.403,102220.03,1.1974,2.574,0.137,-0.022,-0.009,0.137,0.479,0.479,0.19,0.125,3336.0,50.0,1.0,31.186
48,23.367,31.403,102217.49,1.1973,2.57388,0.013,-0.011,-0.005,0.137,0.145,0.479,0.137,0.091,3400.0,50.0,1.0,31.186
49,23.367,31.403,102217.49,1.1973,2.57425,0.388,0.108,0.074,0.137,0.805,0.479,0.425,0.351,3465.0,50.0,1.0,31.186
50,23.378,31.411,102218.84,1.1973,2.57438,0.513,0.23,0.161,0.137,0.925,0.479,0.619,0.519,3530.0,50.0,1.0,31.186
51,23.356,31.411,102219.26,1.1974,2.57438,0.513,0.314,0.232,0.137,0.925,0.479,0.725,0.622,3595.0,50.0,1.0,31.186
52,23.356,31.403,102219.26,1.1974,2.57425,0.388,0.336,0.263,0.137,0.805,0.479,0.75,0.663,3659.0,50.0,1.0,31.186
53,23.367,31.418,102219.36,1.1974,2.57425,0.388,0.352,0.288,0.137,0.805,0.479,0.767,0.693,3724.0,50.0,1.0,31.163
54,23.367,31.411,102220.78,1.1974,2.57438,0.513,0.4,0.333,0.262,0.925,0.662,0.817,0.745,3788.0,50.0,1.0,31.186
55,23.356,31.418,102220.78,1.1974,2.57425,0.388,0.396,0.344,0.262,0.805,0.662,0.814,0.758,3854.0,50.0,1.0,31.186
56,23.346,31.411,102218.336,1.1974,2.5745,0.637,0.469,0.402,0.388,1.032,0.805,0.885,0.82,3918.0,50.0,1.0,31.186
57,23.346,31.411,102222.91,1.1975,2.57413,0.262,0.407,0.374,0.388,0.662,0.805,0.824,0.791,3983.0,50.0,1.0,31.196
58,23.367,31.411,102222.91,1.1974,2.574,0.137,0.326,0.327,0.262,0.479,0.662,0.738,0.739,4047.0,50.0,1.0,31.196
59,23.335,31.411,102220.7,1.1975,2.57413,0.262,0.307,0.314,0.262,0.662,0.662,0.716,0.724,4113.0,50.0,1.0,31.13
60,23.356,31.418,102220.09,1.1974,2.57413,0.262,0.294,0.304,0.262,0.662,0.662,0.7,0.712,4177.0,50.0,1.0,31.208
61,23.367,31.395,102220.09,1.1974,2.57375,-0.113,0.172,0.221,0.262,0.0,0.662,0.536,0.607,4242.0,50.0,1.0,31.208
62,23.335,31.418,102220.03,1.1975,2.574,0.137,0.161,0.204,0.262,0.479,0.662,0.519,0.584,4306.0,50.0,1.0,31.23
63,23.356,31.395,102221.95,1.1974,2.57375,-0.113,0.079,0.141,0.262,0.0,0.662,0.364,0.485,4371.0,50.0,1.0,31.196
64,23.367,31.418,102221.95,1.1974,2.57388,0.013,0.059,0.115,0.388,0.145,0.805,0.315,0.438,4436.0,50.0,1.0,31.196
65,23.367,31.411,102220.6,1.1974,2.574,0.137,0.083,0.119,0.262,0.479,0.662,0.372,0.447,4501.0,50.0,1.0,31.196
66,23.356,31.418,102220.2,1.1974,2.57375,-0.113,0.024,0.073,0.262,0.0,0.662,0.201,0.349,4566.0,50.0,1.0,31.196
67,23.367,31.395,102220.2,1.1974,2.57438,0.513,0.171,0.161,0.388,0.925,0.805,0.534,0.519,4630.0,50.0,1.0,31.196
68,23.346,31.403,102220.875,1.1975,2.57388,0.013,0.123,0.131,0.262,0.145,0.662,0.454,0.468,4695.0,50.0,1.0,31.219
69,23.346,31.403,102222.47,1.1975,2.57338,-0.487,-0.06,0.008,0.262,0.0,0.662,0.316,0.112,4760.0,50.0,1.0,31.186
70,23.356,31.411,102222.47,1.1974,2.57363,-0.238,-0.113,-0.041,0.388,0.0,0.805,0.435,0.263,4825.0,50.0,1.0,31.186
71,23.356,31.418,102218.46,1.1974,2.57388,0.013,-0.075,-0.031,0.262,0.145,0.662,0.355,0.226,4889.0,50.0,1.0,31.151
72,23.367,31.403,102217.62,1.1973,2.57388,0.013,-0.049,-0.022,0.262,0.145,0.662,0.286,0.192,4954.0,50.0,1.0,31.174
73,23.367,31.411,102217.62,1.1973,2.57363,-0.238,-0.106,-0.065,0.262,0.0,0.662,0.42,0.33,5018.0,50.0,1.0,31.174
74,23.346,31.411,102217.85,1.1974,2.5745,0.637,0.117,0.075,0.262,1.032,0.662,0.443,0.355,5083.0,50.0,1.0,31.117
75,23.378,31.418,102216.78,1.1973,2.57375,-0.113,0.048,0.038,0.262,0.0,0.662,0.284,0.251,5148.0,50.0,1.0,31.163
76,23.356,31.403,102216.78,1.1974,2.57338,-0.487,-0.112,-0.067,0.137,0.0,0.479,0.433,0.335,5213.0,50.0,1.0,31.163
77,23.389,31.403,102216.266,1.1972,2.57363,-0.238,-0.15,-0.101,0.137,0.0,0.479,0.5,0.411,5277.0,50.0,1.0,31.141
78,23.356,31.388,102217.78,1.1974,2.57363,-0.238,-0.176,-0.129,0.137,0.0,0.479,0.543,0.463,5342.0,50.0,1.0,31.185
79,23.356,31.403,102217.78,1.1974,2.57388,0.013,-0.12,-0.1,0.137,0.145,0.479,0.447,0.409,5406.0,50.0,1.0,31.185
80,23.346,31.403,102215.72,1.1974,2.57388,0.013,-0.08,-0.078,0.137,0.145,0.479,0.365,0.36,5471.0,50.0,1.0,31.117
81,23.356,31.403,102218.875,1.1974,2.574,0.137,-0.015,-0.035,0.137,0.479,0.479,0.157,0.241,5536.0,50.0,1.0,31.185
82,23.356,31.411,102218.875,1.1974,2.57388,0.013,-0.007,-0.025,0.013,0.145,0.145,0.104,0.205,5601.0,50.0,1.0,31.185
83,23.378,31.411,102217.0,1.1973,2.574,0.137,0.037,0.007,0.013,0.479,0.145,0.248,0.11,5665.0,50.0,1.0,31.206
84,23.356,31.411,102216.33,1.1974,2.57425,0.388,0.142,0.083,0.013,0.805,0.145,0.487,0.373,5730.0,50.0,1.0,31.162
85,23.389,31.411,102216.33,1.1972,2.57375,-0.113,0.066,0.044,0.013,0.0,0.145,0.331,0.272,5794.0,50.0,1.0,31.162
86,23.356,31.411,102218.63,1.1974,2.57363,-0.238,-0.025,-0.012,0.013,0.0,0.145,0.206,0.143,5859.0,50.0,1.0,31.219
87,23.346,31.395,102220.734,1.1975,2.57425,0.388,0.099,0.068,0.137,0.805,0.479,0.406,0.336,5924.0,50.0,1.0,31.151
88,23.356,31.411,102220.734,1.1974,2.57325,-0.613,-0.115,-0.068,0.013,0.0,0.145,0.438,0.338,5989.0,50.0,1.0,31.151
89,23.356,31.418,102218.87,1.1974,2.57388,0.013,-0.077,-0.052,0.013,0.145,0.145,0.358,0.295,6053.0,50.0,1.0,31.195
90,23.367,31.411,102214.125,1.1973,2.574,0.137,-0.012,-0.014,0.137,0.479,0.479,0.144,0.154,6118.0,50.0,1.0,31.14
91,23.346,31.403,102214.125,1.1974,2.574,0.137,0.033,0.016,0.137,0.479,0.479,0.233,0.164,6182.0,50.0,1.0,31.14
92,23.367,31.388,102216.266,1.1973,2.57375,-0.113,-0.011,-0.01,0.137,0.0,0.479,0.135,0.127,6247.0,50.0,1.0,31.129
93,23.367,31.388,102218.0,1.1973,2.574,0.137,0.034,0.02,0.137,0.479,0.479,0.237,0.182,6312.0,50.0,1.0,31.141
94,23.346,31.403,102218.0,1.1974,2.57425,0.388,0.14,0.093,0.137,0.805,0.479,0.483,0.395,6377.0,50.0,1.0,31.141
95,23.367,31.395,102219.25,1.1974,2.57425,0.388,0.214,0.152,0.137,0.805,0.479,0.598,0.504,6441.0,50.0,1.0,31.163
96,23.378,31.418,102220.266,1.1973,2.57375,-0.113,0.116,0.099,0.137,0.0,0.479,0.44,0.407,6506.0,50.0,1.0,31.163
97,23.367,31.395,102220.266,1.1974,2.5745,0.637,0.273,0.207,0.137,1.032,0.479,0.675,0.588,6571.0,50.0,1.0,31.163
98,23.335,31.418,102221.28,1.1975,2.57363,-0.238,0.119,0.118,0.137,0.0,0.479,0.447,0.444,6635.0,50.0,1.0,31.175
99,23.356,31.403,102219.42,1.1974,2.57363,-0.238,0.012,0.047,0.137,0.0,0.479,0.144,0.28,6700.0,50.0,1.0,31.175
100,23.335,31.411,102219.42,1.1975,2.574,0.137,0.05,0.065,0.137,0.479,0.479,0.289,0.33,6765.0,50.0,1.0,31.175
101,23.367,31.403,102221.39,1.1974,2.57375,-0.113,0.001,0.029,0.137,0.0,0.479,0.044,0.222,6830.0,50.0,1.0,31.13
102,23.367,31.395,102219.52,1.1974,2.57375,-0.113,-0.033,0.001,0.137,0.0,0.479,0.235,0.042,6894.0,50.0,1.0,31.163
103,23.378,31.403,102219.52,1.1973,2.57388,0.013,-0.019,0.003,0.137,0.145,0.479,0.18,0.075,6959.0,50.0,1.0,31.163
104,23.367,31.395,102218.84,1.1973,2.57338,-0.487,-0.16,-0.095,0.137,0.0,0.479,0.517,0.398,7023.0,50.0,1.0,31.074
105,23.367,31.418,102219.52,1.1974,2.574,0.137,-0.071,-0.048,0.137,0.479,0.479,0.343,0.284,7088.0,50.0,1.0,31.141
106,23.367,31.418,102219.52,1.1974,2.5735,-0.362,-0.158,-0.111,0.137,0.0,0.479,0.514,0.431,7152.0,50.0,1.0,31.141
107,23.367,31.411,102223.25,1.1974,2.57375,-0.113,-0.144,-0.111,0.137,0.0,0.479,0.491,0.431,7218.0,50.0,1.0,31.163
108,23.367,31.403,102222.06,1.1974,2.57375,-0.113,-0.135,-0.112,0.137,0.0,0.479,0.475,0.432,7282.0,50.0,1.0,31.186
109,23.367,31.395,102222.06,1.1974,2.57388,0.013,-0.091,-0.087,0.137,0.145,0.479,0.389,0.381,7347.0,50.0,1.0,31.186
110,23.356,31.395,102220.266,1.1974,2.57388,0.013,-0.06,-0.067,0.137,0.145,0.479,0.316,0.334,7411.0,50.0,1.0,31.141
111,23.367,31.395,102222.68,1.1974,2.57338,-0.487,-0.188,-0.151,0.137,0.0,0.479,0.56,0.502,7476.0,50.0,1.0,31.175
112,23.324,31.403,102222.68,1.1976,2.57388,0.013,-0.128,-0.118,0.137,0.145,0.479,0.462,0.445,7540.0,50.0,1.0,31.175
113,23.367,31.403,102222.47,1.1974,2.57363,-0.238,-0.161,-0.142,0.137,0.0,0.479,0.518,0.487,7605.0,50.0,1.0,31.175
114,23.356,31.395,102220.71,1.1974,2.57375,-0.113,-0.146,-0.136,0.137,0.0,0.479,0.494,0.477,7670.0,50.0,1.0,31.141
115,23.367,31.403,102220.71,1.1974,2.57363,-0.238,-0.174,-0.157,0.137,0.0,0.479,0.539,0.511,7735.0,50.0,1.0,31.141
116,23.356,31.403,102217.56,1.1974,2.57363,-0.238,-0.193,-0.173,0.013,0.0,0.145,0.568,0.537,7799.0,50.0,1.0,31.208
117,23.346,31.411,102217.83,1.1974,2.5735,-0.362,-0.244,-0.211,0.013,0.0,0.145,0.638,0.593,7864.0,50.0,1.0,31.175
118,23.356,31.418,102217.83,1.1974,2.57363,-0.238,-0.242,-0.216,0.013,0.0,0.145,0.636,0.601,7928.0,50.0,1.0,31.175
119,23.356,31.411,102221.89,1.1974,2.57375,-0.113,-0.203,-0.195,0.013,0.0,0.145,0.582,0.571,7993.0,50.0,1.0,31.175
120,23.367,31.403,102219.586,1.1974,2.57363,-0.238,-0.213,-0.204,0.013,0.0,0.145,0.597,0.583,8057.0,50.0,1.0,31.163
121,23.367,31.403,102219.586,1.1974,2.57388,0.013,-0.146,-0.161,0.013,0.145,0.145,0.493,0.518,8122.0,50.0,1.0,31.163
122,23.356,31.403,102218.41,1.1974,2.57413,0.262,-0.023,-0.076,0.013,0.662,0.145,0.197,0.356,8187.0,50.0,1.0,31.119
123,23.367,31.403,102216.88,1.1973,2.57363,-0.238,-0.088,-0.108,0.013,0.0,0.145,0.382,0.425,8252.0,50.0,1.0,31.163
124,23.367,31.395,102216.88,1.1973,2.574,0.137,-0.02,-0.059,0.013,0.479,0.145,0.183,0.314,8316.0,50.0,1.0,31.163
125,23.346,31.403,102218.47,1.1974,2.574,0.137,0.027,-0.02,0.137,0.479,0.479,0.213,0.182,8381.0,50.0,1.0,31.119
126,23.367,31.403,102217.89,1.1973,2.57363,-0.238,-0.052,-0.063,0.013,0.0,0.145,0.295,0.325,8445.0,50.0,1.0,31.175
127,23.367,31.403,102217.89,1.1973,2.57375,-0.113,-0.07,-0.073,0.013,0.0,0.145,0.343,0.35,8510.0,50.0,1.0,31.175
128,23.335,31.403,102217.8,1.1975,2.57388,0.013,-0.045,-0.056,0.013,0.145,0.145,0.276,0.306,8574.0,50.0,1.0,31.186
129,23.367,31.388,102218.91,1.1973,2.57438,0.513,0.122,0.058,0.013,0.925,0.145,0.451,0.31,8639.0,50.0,1.0,31.163
130,23.367,31.395,102218.91,1.1973,2.57375,-0.113,0.052,0.024,0.013,0.0,0.145,0.294,0.199,8705.0,50.0,1.0,31.163
131,23.356,31.411,102219.92,1.1974,2.5735,-0.362,-0.073,-0.054,0.013,0.0,0.145,0.348,0.299,8769.0,50.0,1.0,31.175
132,23.356,31.403,102216.44,1.1974,2.574,0.137,-0.01,-0.015,0.137,0.479,0.479,0.127,0.16,8834.0,50.0,1.0,31.175
133,23.356,31.411,102216.44,1.1974,2.57338,-0.487,-0.153,-0.11,0.137,0.0,0.479,0.505,0.428,8898.0,50.0,1.0,31.175
134,23.356,31.411,102213.89,1.1973,2.57375,-0.113,-0.141,-0.11,0.137,0.0,0.479,0.485,0.429,8963.0,50.0,1.0,31.185
135,23.378,31.411,102214.41,1.1972,2.57375,-0.113,-0.132,-0.111,0.137,0.0,0.479,0.47,0.43,9027.0,50.0,1.0,31.175
136,23.346,31.403,102214.41,1.1974,2.574,0.137,-0.051,-0.061,0.137,0.479,0.479,0.293,0.32,9092.0,50.0,1.0,31.175
137,23.367,31.395,102218.8,1.1973,2.57375,-0.113,-0.07,-0.071,0.137,0.0,0.479,0.341,0.345,9156.0,50.0,1.0,31.151
138,23.346,31.403,102221.17,1.1975,2.574,0.137,-0.008,-0.03,0.137,0.479,0.479,0.113,0.223,9222.0,50.0,1.0,31.141
139,23.356,31.388,102221.17,1.1974,2.57388,0.013,-0.002,-0.021,0.137,0.145,0.479,0.051,0.188,9286.0,50.0,1.0,31.141
140,23.356,31.403,102215.59,1.1974,2.57375,-0.113,-0.035,-0.039,0.137,0.0,0.479,0.241,0.257,9351.0,50.0,1.0,31.13
141,23.356,31.395,102217.12,1.1974,2.57413,0.262,0.054,0.021,0.137,0.662,0.479,0.301,0.187,9415.0,50.0,1.0,31.152
142,23.356,31.403,102217.12,1.1974,2.57425,0.388,0.154,0.094,0.137,0.805,0.479,0.508,0.397,9480.0,50.0,1.0,31.152
143,23.367,31.403,102218.13,1.1973,2.57388,0.013,0.112,0.078,0.137,0.145,0.479,0.432,0.361,9544.0,50.0,1.0,31.141
144,23.378,31.418,102216.766,1.1973,2.57413,0.262,0.157,0.115,0.137,0.662,0.479,0.512,0.438,9610.0,50.0,1.0,31.163
145,23.367,31.403,102216.766,1.1973,2.574,0.137,0.151,0.119,0.137,0.479,0.479,0.502,0.446,9674.0,50.0,1.0,31.163
146,23.367,31.395,102217.69,1.1973,2.57413,0.262,0.185,0.148,0.137,0.662,0.479,0.555,0.497,9739.0,50.0,1.0,31.118
147,23.389,31.38,102217.45,1.1972,2.57438,0.513,0.283,0.221,0.137,0.925,0.479,0.687,0.607,9803.0,50.0,1.0,31.175
148,23.356,31.411,102217.45,1.1974,2.57413,0.262,0.277,0.229,0.262,0.662,0.662,0.68,0.619,9868.0,50.0,1.0,31.175
149,23.367,31.403,102217.8,1.1973,2.574,0.137,0.235,0.211,0.137,0.479,0.479,0.627,0.593,9933.0,50.0,1.0,31.141
150,23.367,31.418,102218.3,1.1973,2.57388,0.013,0.168,0.171,0.137,0.145,0.479,0.53,0.535,9998.0,50.0,1.0,31.163
151,23.378,31.395,102218.3,1.1973,2.57375,-0.113,0.084,0.114,0.137,0.0,0.479,0.375,0.437,10062.0,50.0,1.0,31.163
152,23.346,31.403,102217.28,1.1974,2.5745,0.637,0.25,0.219,0.137,1.032,0.479,0.646,0.605,10127.0,50.0,1.0,31.163
153,23.356,31.388,102219.31,1.1974,2.5745,0.637,0.366,0.303,0.262,1.032,0.662,0.782,0.711,10191.0,50.0,1.0,31.151
154,23.356,31.395,102219.31,1.1974,2.57388,0.013,0.26,0.245,0.262,0.145,0.662,0.659,0.639,10257.0,50.0,1.0,31.151
155,23.335,31.38,102216.78,1.1975,2.57438,0.513,0.336,0.298,0.262,0.925,0.662,0.749,0.706,10321.0,50.0,1.0,31.119
156,23.367,31.395,102220.375,1.1974,2.57438,0.513,0.389,0.341,0.262,0.925,0.662,0.806,0.755,10386.0,50.0,1.0,31.163
157,23.367,31.395,102220.375,1.1974,2.574,0.137,0.313,0.3,0.262,0.479,0.662,0.724,0.708,10450.0,50.0,1.0,31.163
158,23.346,31.388,102219.484,1.1974,2.57463,0.762,0.448,0.393,0.262,1.128,0.662,0.865,0.81,10516.0,50.0,1.0,31.118
159,23.356,31.403,102219.99,1.1974,2.57438,0.513,0.467,0.417,0.262,0.925,0.662,0.884,0.834,10580.0,50.0,1.0,31.163
160,23.378,31.403,102219.99,1.1973,2.574,0.137,0.368,0.361,0.262,0.479,0.662,0.785,0.776,10645.0,50.0,1.0,31.163
161,23.367,31.388,102219.31,1.1974,2.574,0.137,0.299,0.316,0.262,0.479,0.662,0.707,0.727,10710.0,50.0,1.0,31.152
162,23.378,31.395,102219.586,1.1973,2.57388,0.013,0.213,0.255,0.262,0.145,0.662,0.597,0.653,10775.0,50.0,1.0,31.175
163,23.367,31.411,102219.586,1.1974,2.574,0.137,0.19,0.232,0.262,0.479,0.662,0.564,0.622,10840.0,50.0,1.0,31.175
164,23.356,31.411,102215.54,1.1974,2.57313,-0.738,-0.088,0.038,0.137,0.0,0.479,0.383,0.252,10904.0,50.0,1.0,31.129
165,23.367,31.403,102215.61,1.1973,2.574,0.137,-0.02,0.058,0.262,0.479,0.662,0.184,0.311,10970.0,50.0,1.0,31.185
166,23.356,31.403,102215.61,1.1974,2.57338,-0.487,-0.16,-0.051,0.137,0.0,0.479,0.518,0.292,11034.0,50.0,1.0,31.185
167,23.356,31.403,102214.19,1.1973,2.574,0.137,-0.071,-0.013,0.137,0.479,0.479,0.344,0.15,11099.0,50.0,1.0,31.173
168,23.367,31.403,102216.33,1.1973,2.574,0.137,-0.008,0.017,0.137,0.479,0.479,0.119,0.167,11163.0,50.0,1.0,31.162
169,23.367,31.38,102216.33,1.1973,2.574,0.137,0.035,0.041,0.137,0.479,0.479,0.243,0.261,11228.0,50.0,1.0,31.162
170,23.367,31.388,102215.92,1.1973,2.57425,0.388,0.141,0.11,0.137,0.805,0.479,0.485,0.429,11293.0,50.0,1.0,31.185
171,23.378,31.395,102218.805,1.1973,2.57413,0.262,0.177,0.141,0.137,0.662,0.479,0.544,0.485,11358.0,50.0,1.0,31.186
172,23.367,31.403,102218.805,1.1973,2.57413,0.262,0.203,0.165,0.137,0.662,0.479,0.582,0.525,11422.0,50.0,1.0,31.186
173,23.367,31.395,102218.03,1.1973,2.57375,-0.113,0.108,0.11,0.137,0.0,0.479,0.425,0.428,11487.0,50.0,1.0,31.207
174,23.367,31.403,102215.92,1.1973,2.57425,0.388,0.192,0.165,0.137,0.805,0.479,0.566,0.525,11552.0,50.0,1.0,31.174
175,23.367,31.411,102215.92,1.1973,2.57388,0.013,0.138,0.135,0.137,0.145,0.479,0.48,0.474,11617.0,50.0,1.0,31.174
176,23.367,31.38,102219.89,1.1974,2.57413,0.262,0.175,0.16,0.137,0.662,0.479,0.541,0.517,11681.0,50.0,1.0,31.207
177,23.346,31.395,102216.84,1.1974,2.57388,0.013,0.127,0.131,0.137,0.145,0.479,0.46,0.467,11746.0,50.0,1.0,31.174
178,23.378,31.403,102216.84,1.1973,2.57363,-0.238,0.017,0.057,0.137,0.0,0.479,0.17,0.309,11811.0,50.0,1.0,31.174
179,23.367,31.395,102217.516,1.1973,2.574,0.137,0.053,0.073,0.137,0.479,0.479,0.299,0.349,11876.0,50.0,1.0,31.162
180,23.378,31.38,102216.336,1.1973,2.57375,-0.113,0.004,0.036,0.137,0.0,0.479,0.078,0.245,11940.0,50.0,1.0,31.196
181,23.367,31.403,102216.336,1.1973,2.57375,-0.113,-0.031,0.006,0.137,0.0,0.479,0.229,0.102,12005.0,50.0,1.0,31.196
182,23.346,31.38,102216.84,1.1974,2.57388,0.013,-0.018,0.008,0.137,0.145,0.479,0.174,0.112,12069.0,50.0,1.0,31.219
