26.164,35.074,26.209,28.1,26.98,29.84,99977,2.348,-152,-80.04,-117,-147.84,-56.64,-117,-151.56,2.217,-282.63,-144.22,-212.06,-271.38,-101.81,-212.06,-279.83,21.534,18.653,670,1
26.178,35.044,26.199,28.115,27.02,29.809,99978,2.336,-164,-105.23,-140.5,-160.77,-78.112,-140.5,-162.76,2.217,-282.5,-185.7,-247.28,-280.28,-137.94,-247.28,-282.23,21.529,20.142,774,2
26.194,35.074,26.209,28.092,27.06,29.812,99981,2.352,-148,-118.06,-144.25,-150.55,-92.09,-144.25,-149.48,2.217,-282.88,-214.85,-265.08,-282.36,-166.93,-265.08,-282.81,21.543,20.855,877,3
26.178,35.088,26.199,28.107,27.07,29.834,99979,2.348,-152,-128.24,-148.13,-151.71,-104.07,-148.13,-151.75,2.217,-282.75,-235.22,-273.91,-282.67,-190.09,-273.91,-282.76,21.538,21.199,980,4
26.178,35.099,26.188,28.107,27.08,29.834,99979,2.352,-148,-134.17,-148.06,-148.74,-112.86,-148.06,-148.38,2.217,-282.88,-249.52,-278.39,-282.83,-208.65,-278.39,-282.86,21.543,21.372,1084,5
26.194,35.102,26.22,28.107,27.09,29.835,99980,2.348,-152,-139.52,-150.03,-151.35,-120.69,-150.03,-151.64,2.217,-282.88,-259.52,-280.63,-282.87,-223.5,-280.63,-282.87,21.543,21.458,1187,6
26.194,35.113,26.209,28.1,27.09,29.835,99978,2.348,-152,-143.26,-151.02,-151.87,-126.95,-151.02,-151.96,2.216,-284,-266.87,-282.32,-283.77,-235.6,-282.32,-283.89,21.586,21.522,1291,7
26.178,35.079,26.199,28.1,27.09,29.824,99979,2.348,-152,-145.88,-151.51,-151.97,-131.96,-151.51,-152,2.215,-285,-272.31,-283.66,-284.75,-245.48,-283.66,-284.89,21.624,21.573,1394,8
26.207,35.088,26.209,28.107,27.09,29.802,99979,2.348,-152,-147.72,-151.75,-152,-135.97,-151.75,-152,2.215,-285,-276.12,-284.33,-284.95,-253.38,-284.33,-284.99,21.624,21.599,1498,9
19.187,30.724,19.189,30.692,19.21,30.712,1.0254e+05,2.352,4,-102.2,-73.877,-27.199,-107.97,-73.877,-11.6,2.215,-0.25,-193.36,-142.29,-57.19,-202.75,-142.29,-28.724,0.641,15.279,1601,10
19.171,30.674,19.211,30.7,19.21,30.734,1.0254e+05,2.352,4,-70.342,-34.939,-2.24,-85.579,-34.939,2.44,2.215,0.125,-135.31,-71.082,-11.338,-162.18,-71.082,-2.76,0.453,10.799,1704,11
19.187,30.7,19.211,30.7,19.21,30.722,1.0254e+05,2.336,-12,-52.84,-23.469,-10.048,-70.863,-23.469,-10.556,2.215,0.375,-94.605,-35.354,-1.968,-129.67,-35.354,0.062,0.784,7.616,1807,12
19.187,30.7,19.2,30.692,19.21,30.712,1.0254e+05,2.352,4,-35.788,-9.735,1.19,-55.891,-9.735,2.544,2.217,2.375,-65.511,-16.489,1.506,-103.26,-16.489,2.144,1.974,5.201,1909,13
19.171,30.727,19.211,30.715,19.22,30.734,1.0254e+05,2.348,0,-25.051,-4.867,0.238,-44.712,-4.867,0.254,2.218,2.875,-44.995,-6.807,2.601,-82.033,-6.807,2.802,2.172,3.342,2012,14
19.2,30.752,19.189,30.708,19.22,30.734,1.0254e+05,2.348,0,-17.536,-2.434,0.048,-35.77,-2.434,0.025,2.218,2.625,-30.709,-2.091,2.62,-65.101,-2.091,2.643,2.075,1.852,2113,15
19.187,30.727,19.189,30.708,19.21,30.734,1.0254e+05,2.348,0,-12.275,-1.217,0.01,-28.616,-1.217,0.003,2.218,2.75,-20.672,0.329,2.724,-51.531,0.329,2.739,2.124,0.735,2215,16
19.2,30.727,19.179,30.715,19.21,30.712,1.0254e+05,2.348,0,-8.593,-0.608,0.002,-22.893,-0.608,0,2.217,2.5,-13.72,1.415,2.545,-40.725,1.415,2.524,2.025,1.524,2317,17
19.187,30.674,19.168,30.708,19.22,30.734,1.0254e+05,2.352,4,-4.815,1.696,3.2,-17.514,1.696,3.6,2.218,3.125,-8.667,2.27,3.009,-31.955,2.27,3.065,2.264,1.93,2419,18
19.187,30.714,19.211,30.715,19.22,30.712,1.0254e+05,2.336,-12,-6.97,-5.152,-8.96,-16.411,-5.152,-10.44,2.218,2.625,-5.279,2.447,2.702,-25.039,2.447,2.669,2.075,2.004,2521,19
19.2,30.686,19.2,30.723,19.21,30.701,1.0254e+05,2.348,0,-4.879,-2.576,-1.792,-13.129,-2.576,-1.044,2.217,2.375,-2.983,2.411,2.44,-19.556,2.411,2.404,1.974,1.989,2623,20
19.213,30.7,19.211,30.715,19.22,30.723,1.0254e+05,2.352,4,-2.215,0.712,2.842,-9.703,0.712,3.496,2.217,2.25,-1.413,2.331,2.288,-15.195,2.331,2.265,1.921,1.955,2724,21
19.157,30.688,19.189,30.708,19.22,30.757,1.0254e+05,2.348,0,-1.551,0.356,0.568,-7.763,0.356,0.35,2.217,2.125,-0.352,2.228,2.158,-11.731,2.228,2.139,1.867,1.912,2827,22
19.2,30.714,19.189,30.708,19.22,30.702,1.0254e+05,2.352,4,0.114,2.178,3.314,-5.41,2.178,3.635,2.217,2.375,0.466,2.301,2.331,-8.91,2.301,2.351,1.974,1.943,2928,23
19.187,30.7,19.211,30.7,19.21,30.746,1.0254e+05,2.352,4,1.28,3.089,3.863,-3.528,3.089,3.963,2.218,2.875,1.189,2.588,2.766,-6.553,2.588,2.822,2.172,2.061,3031,24
19.187,30.674,19.179,30.723,19.21,30.734,1.0253e+05,2.352,4,2.096,3.544,3.972,-2.022,3.544,3.996,2.217,2.5,1.582,2.544,2.553,-4.742,2.544,2.532,2.025,2.043,3132,25
19.2,30.7,19.189,30.715,19.21,30.723,1.0253e+05,2.336,-12,-2.133,-4.228,-8.805,-4.018,-4.228,-10.4,2.217,2.25,1.783,2.397,2.311,-3.344,2.397,2.278,1.921,1.983,3233,26
19.171,30.755,19.2,30.715,19.21,30.723,1.0254e+05,2.352,4,-0.293,-0.114,1.439,-2.414,-0.114,2.56,2.216,0.875,1.51,1.636,1.162,-2.5,1.636,1.015,1.198,1.638,3336,27
19.187,30.755,19.189,30.715,19.22,30.734,1.0254e+05,2.352,4,0.995,1.943,3.488,-1.132,1.943,3.856,2.216,0.625,1.245,1.13,0.732,-1.875,1.13,0.664,1.013,1.362,3437,28
19.213,30.714,19.189,30.715,19.22,30.723,1.0254e+05,2.348,0,0.696,0.972,0.698,-0.905,0.972,0.386,2.215,0,0.871,0.565,0.146,-1.5,0.565,0.066,0,0.963,3539,29
19.187,30.686,19.189,30.723,19.22,30.779,1.0254e+05,2.352,4,1.688,2.486,3.339,0.076,2.486,3.639,2.216,0.625,0.797,0.595,0.529,-1.075,0.595,0.569,1.013,0.988,3641,30
19.2,30.727,19.189,30.715,19.22,30.723,1.0253e+05,2.336,-12,-2.419,-4.757,-8.932,-2.339,-4.757,-10.436,2.215,0,0.558,0.298,0.106,-0.86,0.298,0.057,0,0.699,3742,31
19.2,30.75,19.211,30.708,19.22,30.746,1.0254e+05,2.348,0,-1.693,-2.379,-1.786,-1.871,-2.379,-1.044,2.215,0,0.391,0.149,0.021,-0.688,0.149,0.006,0,0.494,3844,32
19.213,30.769,19.189,30.731,19.22,30.734,1.0254e+05,2.336,-12,-4.785,-7.189,-9.957,-3.897,-7.189,-10.904,2.215,0.25,0.348,0.199,0.204,-0.5,0.199,0.225,0.64,0.572,3946,33
19.157,30.779,19.189,30.731,19.22,30.735,1.0254e+05,2.352,4,-2.15,-1.595,1.209,-2.318,-1.595,2.51,2.217,1.625,0.731,0.912,1.341,-0.075,0.912,1.485,1.633,1.223,4047,34
19.2,30.766,19.189,30.738,19.21,30.768,1.0253e+05,2.352,4,-0.305,1.203,3.442,-1.054,1.203,3.851,2.217,2.5,1.262,1.706,2.268,0.44,1.706,2.399,2.025,1.673,4150,35
19.2,30.727,19.189,30.723,19.22,30.713,1.0253e+05,2.348,0,-0.213,0.601,0.688,-0.843,0.601,0.385,2.217,2.5,1.633,2.103,2.454,0.852,2.103,2.49,2.025,1.858,4251,36
19.171,30.714,19.2,30.715,19.22,30.768,1.0253e+05,2.348,0,-0.149,0.301,0.138,-0.675,0.301,0.039,2.218,2.875,2.006,2.489,2.791,1.256,2.489,2.836,2.172,2.021,4353,37
19.187,30.755,19.221,30.723,19.22,30.735,1.0253e+05,2.352,4,1.095,2.15,3.227,0.26,2.15,3.604,2.218,2.625,2.192,2.557,2.658,1.53,2.557,2.646,2.075,2.048,4455,38
19.187,30.724,19.211,30.731,19.22,30.757,1.0254e+05,2.352,4,1.967,3.075,3.845,1.008,3.075,3.96,2.218,2.75,2.359,2.653,2.732,1.774,2.653,2.74,2.124,2.087,4556,39
