0,21.437,36.332,35.82,100500.89,1.1848,2.5735,0.5,0.625,0.919,1.027,485.0,0.0,0.0,0.0,-58.43
1,21.447,36.332,35.82,100500.89,1.1847,2.57425,1.25,1.0,1.453,1.299,548.0,0.0,0.0,0.0,-73.91
2,21.437,36.332,35.831,100502.586,1.1848,2.57413,1.125,1.0,1.378,1.299,612.0,0.0,0.0,0.0,-73.91
3,21.437,36.347,35.843,100502.61,1.1848,2.57413,1.125,1.125,1.378,1.378,674.0,0.0,0.0,0.0,-78.39
4,21.458,36.324,35.843,100502.61,1.1847,2.57425,1.25,1.125,1.453,1.378,738.0,0.0,0.0,0.0,-78.39
5,21.458,36.339,35.82,100500.484,1.1847,2.57413,1.125,1.125,1.378,1.378,801.0,0.0,0.0,0.0,-78.39
6,21.447,36.332,35.831,100503.8,1.1848,2.57425,1.25,1.125,1.453,1.378,864.0,0.0,0.0,0.0,-78.39
7,21.437,36.339,35.831,100503.8,1.1848,2.57475,1.75,1.125,1.719,1.378,927.0,0.0,0.0,0.0,-78.39
8,21.437,36.339,35.832,100503.05,1.1848,2.57413,1.125,1.125,1.378,1.378,991.0,0.0,0.0,0.0,-78.39
9,21.437,36.347,35.832,100503.05,1.1848,2.57413,1.125,1.125,1.378,1.378,1054.0,0.0,0.0,0.0,-78.39
10,21.405,36.339,35.81,100504.3,1.1849,2.57413,1.125,1.125,1.378,1.378,1118.0,0.0,0.0,0.0,-78.38
11,21.426,36.324,35.776,100504.805,1.1849,2.57413,1.125,1.125,1.378,1.378,1180.0,0.0,0.0,0.0,-78.39
12,21.437,36.347,35.776,100504.805,1.1848,2.57413,1.125,1.125,1.378,1.378,1244.0,0.0,0.0,0.0,-78.39
13,21.426,36.339,35.843,100505.75,1.1849,2.57463,1.625,1.125,1.656,1.378,1307.0,0.0,0.0,0.0,-78.39
14,21.437,36.347,35.821,100505.41,1.1848,2.57413,1.125,1.125,1.378,1.378,1371.0,0.0,0.0,0.0,-78.39
15,21.437,36.347,35.821,100505.41,1.1848,2.57388,0.875,1.125,1.215,1.378,1434.0,0.0,0.0,0.0,-78.39
16,21.447,36.347,35.788,100504.234,1.1848,2.57413,1.125,1.125,1.378,1.378,1497.0,0.0,0.0,0.0,-78.39
17,21.458,36.347,35.821,100504.16,1.1847,2.57363,0.625,1.125,1.027,1.378,1560.0,0.0,0.0,0.0,-78.39
18,21.458,36.339,35.821,100504.16,1.1847,2.57425,1.25,1.125,1.453,1.378,1624.0,0.0,0.0,0.0,-78.39
19,21.447,36.347,35.81,100503.05,1.1847,2.57413,1.125,1.125,1.378,1.378,1687.0,0.0,0.0,0.0,-78.39
20,21.437,36.347,35.799,100503.39,1.1848,2.57413,1.125,1.125,1.378,1.378,1751.0,0.0,0.0,0.0,-78.39
21,21.437,36.332,35.799,100503.39,1.1848,2.57413,1.125,1.125,1.378,1.378,1814.0,0.0,0.0,0.0,-78.39
22,21.426,36.347,35.821,100501.195,1.1848,2.57425,1.25,1.125,1.453,1.378,1878.0,0.0,0.0,0.0,-78.39
23,21.447,36.355,35.81,100502.55,1.1847,2.5745,1.5,1.125,1.591,1.378,1940.0,0.0,0.0,0.0,-78.39
24,21.437,36.355,35.81,100502.55,1.1848,2.57475,1.75,1.125,1.719,1.378,2003.0,0.0,0.0,0.0,-78.39
25,21.447,36.339,35.854,100500.42,1.1847,2.5745,1.5,1.125,1.591,1.378,2067.0,0.0,0.0,0.0,-78.39
26,21.447,36.355,35.832,100501.02,1.1847,2.57463,1.625,1.125,1.656,1.378,2130.0,0.0,0.0,0.0,-78.39
27,21.426,36.332,35.832,100501.02,1.1848,2.575,2.0,1.125,1.837,1.378,2194.0,0.0,0.0,0.0,-78.39
28,21.437,36.355,35.843,100502.414,1.1848,2.57463,1.625,1.125,1.656,1.378,2257.0,0.0,0.0,0.0,-78.39
29,21.426,36.347,35.81,100503.12,1.1848,2.57413,1.125,1.125,1.378,1.378,2321.0,0.0,0.0,0.0,-78.39
30,21.447,36.347,35.81,100503.12,1.1847,2.57413,1.125,1.125,1.378,1.378,2384.0,0.0,0.0,0.0,-78.39
31,21.447,36.347,35.82,100499.81,1.1847,2.57463,0.337,1.125,0.755,1.378,2448.0,0.0,0.0,0.0,-78.39
