0,20.021,40.314,100485.58,1.1903,2.55225,2552.25,765.675,510.45,2552.25,65.487,65.487,35.869,29.287,512.0,0.0,1.0
1,20.0,40.253,100494.016,1.1905,2.55225,1276.125,918.81,663.585,2552.25,46.303,65.482,39.289,33.389,566.0,0.0,1.0
2,20.032,40.246,100493.81,1.1903,2.55225,850.75,898.392,701.018,1276.125,37.808,46.305,38.852,34.32,620.0,0.0,1.0
3,20.01,40.246,100492.36,1.1904,2.5525,638.312,820.368,688.477,1276.125,32.748,46.304,37.126,34.011,674.0,0.0,1.0
4,20.01,40.261,100496.766,1.1904,2.55225,510.4,727.378,652.862,850.75,29.283,37.806,34.958,33.119,729.0,0.0,1.0
5,20.032,40.246,100496.766,1.1903,2.55213,425.209,636.727,607.331,850.75,26.729,37.808,32.708,31.944,783.0,0.0,1.0
6,20.01,40.261,100490.875,1.1904,2.55238,364.714,555.123,558.808,638.312,24.754,32.748,30.54,30.641,837.0,0.0,1.0
7,20.01,40.261,100495.28,1.1904,2.55225,319.0,484.286,510.846,638.312,23.15,32.748,28.524,29.296,891.0,0.0,1.0
8,20.01,40.246,100492.555,1.1904,2.55188,283.18,423.955,465.313,510.4,21.812,29.284,26.689,27.96,946.0,0.0,1.0
9,20.042,40.253,100492.555,1.1903,2.55225,255.237,373.339,423.298,510.4,20.709,29.285,25.047,26.67,1000.0,0.0,1.0
10,20.01,40.246,100494.336,1.1904,2.55263,232.409,331.06,385.12,425.209,19.76,26.728,23.584,25.437,1054.0,0.0,1.0
11,20.01,40.253,100492.92,1.1904,2.55113,211.541,295.205,350.404,425.209,18.852,26.728,22.271,24.264,1108.0,0.0,1.0
12,20.021,40.246,100489.8,1.1903,2.55175,195.894,265.411,319.502,364.714,18.142,24.755,21.118,23.17,1163.0,0.0,1.0
13,20.0,40.253,100492.016,1.1904,2.552,182.152,240.433,292.032,364.714,17.494,24.754,20.098,22.15,1217.0,0.0,1.0
14,20.021,40.253,100492.016,1.1903,2.5525,170.508,219.456,267.727,319.0,16.926,23.151,19.202,21.209,1271.0,0.0,1.0
15,20.021,40.246,100493.36,1.1904,2.55188,159.226,201.387,246.027,319.0,16.356,23.151,18.395,20.331,1326.0,0.0,1.0
16,20.01,40.246,100488.81,1.1903,2.55125,149.235,185.741,226.669,283.18,15.835,21.813,17.666,19.515,1380.0,0.0,1.0
17,20.042,40.261,100491.06,1.1902,2.552,141.694,172.527,209.674,283.18,15.43,21.814,17.027,18.77,1434.0,0.0,1.0
18,20.0,40.261,100491.94,1.1904,2.552,134.237,161.04,194.586,255.237,15.018,20.708,16.449,18.081,1488.0,0.0,1.0
19,20.021,40.238,100491.94,1.1903,2.55175,127.275,150.91,181.124,255.237,14.623,20.709,15.924,17.445,1543.0,0.0,1.0
20,20.01,40.238,100493.29,1.1904,2.55175,-0.313,105.543,144.837,232.409,0.0,19.76,13.316,15.599,1597.0,0.0,1.0
21,20.01,40.246,100490.16,1.1904,2.5525,0.462,74.019,115.962,232.409,0.881,19.761,11.152,13.958,1650.0,0.0,1.0
22,20.042,40.246,100487.4,1.1902,2.55213,0.075,51.836,92.784,211.541,0.354,18.854,9.333,12.487,1704.0,0.0,1.0
23,20.01,40.261,100487.4,1.1903,2.552,-0.044,36.272,74.219,195.894,0.0,18.142,7.807,11.167,1759.0,0.0,1.0
24,20.01,40.253,100487.4,1.1903,2.55225,0.231,25.459,59.421,195.894,0.623,18.142,6.54,9.992,1813.0,0.0,1.0
25,20.01,40.246,100489.69,1.1904,2.55213,0.106,17.853,47.558,182.152,0.422,17.494,5.477,8.939,1866.0,0.0,1.0
26,20.021,40.253,100488.75,1.1903,2.552,-0.019,12.492,38.043,170.508,0.0,16.926,4.581,7.995,1921.0,0.0,1.0
27,20.01,40.238,100488.75,1.1903,2.55238,0.375,8.856,30.509,159.226,0.793,16.356,3.858,7.16,1975.0,0.0,1.0
28,20.021,40.246,100488.75,1.1903,2.55213,0.118,6.235,24.431,149.235,0.446,15.835,3.237,6.407,2028.0,0.0,1.0
29,20.021,40.246,100495.47,1.1904,2.55188,-0.144,4.321,19.516,141.694,0.0,15.429,2.695,5.726,2082.0,0.0,1.0
30,20.01,40.246,100494.125,1.1904,2.55188,-0.125,2.987,15.588,141.694,0.0,15.429,2.24,5.117,2136.0,0.0,1.0
31,20.01,40.246,100490.09,1.1904,2.55238,0.375,2.203,12.545,134.237,0.793,15.018,1.924,4.591,2190.0,0.0,1.0
32,20.021,40.253,100490.09,1.1903,2.55163,-0.376,1.43,9.961,127.275,0.0,14.624,1.55,4.091,2243.0,0.0,1.0
33,20.021,40.238,100492.78,1.1903,2.55175,-0.25,0.926,7.919,127.275,0.0,14.623,1.247,3.648,2297.0,0.0,1.0
34,20.032,40.246,100494.56,1.1903,2.55175,-0.25,0.573,6.285,0.462,0.0,0.881,0.981,3.25,2351.0,0.0,1.0
35,20.01,40.246,100494.125,1.1904,2.55188,-0.125,0.363,5.003,0.462,0.0,0.881,0.781,2.899,2404.0,0.0,1.0
36,20.01,40.246,100492.78,1.1904,2.55175,-0.25,0.179,3.952,0.375,0.0,0.793,0.549,2.577,2458.0,0.0,1.0
