20225,39307,100451796,11891,254938,1275125,917723,662785,2548500,46311,65471,39289,33388,566,0,1
20203,39307,100448968,11891,254925,849958,897393,700220,1275125,37809,46310,38850,34318,620,0,1
20225,39292,100447515,11890,254888,637094,819303,687595,1275125,32736,46312,37123,34008,674,0,1
20225,39300,100447875,11890,254875,509550,726377,651986,849958,29276,37811,34954,33116,729,0,1
20225,39300,100447875,11890,254925,425125,636002,606614,849958,26741,37811,32708,31943,783,0,1
20225,39284,100447812,11890,254900,364143,554444,558119,637094,24749,32736,30538,30639,837,0,1
20225,39292,100443703,11890,254813,317750,483436,510046,637094,23119,32736,28517,29291,891,0,1
20214,39300,100447265,11891,254888,283195,423363,464675,509550,21825,29276,26685,27957,946,0,1
20214,39300,100447265,11891,254900,255000,372854,422740,509550,20710,29276,25043,26665,1000,0,1
20235,39300,100446328,11890,254838,231193,330356,384431,425125,19720,26742,23573,25430,1054,0,1
20225,39300,100445843,11890,254888,212427,294977,350030,425125,18903,26741,22275,24265,1107,0,1
20235,39300,100448976,11890,254913,196337,265385,319291,364143,18173,24749,21128,23175,1162,0,1
20214,39300,100443593,11890,254950,182688,240576,291971,364143,17530,24749,20116,22161,1217,0,1
20225,39300,100443593,11890,254825,169259,219181,267428,317750,16873,23119,19201,21210,1271,0,1
20225,39307,100444000,11890,254913,159555,201293,245854,317750,16383,23119,18401,20336,1326,0,1
20225,39307,100444437,11890,254938,150419,186031,226767,283195,15907,21826,17690,19531,1380,0,1
20214,39315,100446218,11891,254900,141688,172728,209751,283195,15438,21825,17045,18783,1434,0,1
20225,39292,100448468,11890,254875,133981,161104,194597,255000,15012,20710,16462,18092,1488,0,1
20225,39307,100448468,11890,254900,127531,151032,181184,255000,14646,20710,15939,17457,1543,0,1
20225,39292,100448000,11890,254975,0.831,105972,145113,231193,1183,19720,13351,15623,1597,0,1
20225,39300,100446648,11890,254888,-0.106,74148,116069,231193,0.000,19720,11168,13973,1650,0,1
20225,39307,100443515,11890,254913,0.169,51955,92889,212427,0.533,18903,9348,12500,1704,0,1
20246,39307,100443515,11889,254913,0.175,36421,74346,196337,0.543,18174,7827,11183,1759,0,1
20193,39300,100445781,11891,254888,-0.087,25468,59460,182688,0.000,17529,6545,10000,1813,0,1
20225,39292,100448000,11890,254838,-0.594,17650,47449,182688,0.000,17530,5449,8934,1866,0,1
20246,39300,100448000,11889,254938,0.450,12490,38049,169259,0.870,16874,4584,8000,1921,0,1
20225,39300,100446648,11890,254888,-0.068,8722,30426,159555,0.000,16382,3830,7154,1974,0,1
20214,39292,100446648,11891,254850,-0.481,5961,24244,159555,0.000,16382,3167,6386,2028,0,1
20235,39284,100442109,11889,254875,-0.212,4109,19353,150419,0.000,15907,2629,5706,2081,0,1
20225,39300,100444867,11890,254925,0.300,2967,15543,150419,0.711,15907,2234,5113,2136,0,1
20214,39307,100443046,11890,254863,-0.324,1979,12369,141688,0.000,15438,1825,4561,2189,0,1
20225,39300,100443046,11890,254963,0.675,1588,10030,133981,1066,15012,1634,4108,2243,0,1
20235,39292,100444796,11890,254950,0.551,1277,8134,127531,0.962,14647,1466,3699,2296,0,1
20225,39300,100445734,11890,254838,-0.575,0.721,6393,0.831,0.000,1183,1102,3279,2351,0,1
20225,39284,100448429,11890,254913,0.175,0.558,5149,0.831,0.543,1183,0.968,2943,2404,0,1
20214,39307,100448429,11891,254950,0.551,0.556,4229,0.675,0.962,1066,0.967,2667,2457,0,1
