Muestra,Temp,Hum,Pres,Den,Vol,DP,DP1,DP2,DP3,Vel1,Vel2,Vel3,Vel4,Tiempo,PWM,Paro,Hum2,VelRef,Error
0,0.0,51.873,102924.69,1.245,2.5725,-0.5,-0.175,-0.1,0.0,0.0,0.0,0.53,0.401,512.0,0.0,0.0,55.616,0.0,0.0
1,0.0,51.804,102917.55,1.2449,2.57225,-0.75,-0.376,-0.23,0.0,0.0,0.0,0.777,0.608,566.0,0.0,0.0,55.607,0.0,0.0
2,0.0,51.804,102924.2,1.245,2.57238,-0.625,-0.463,-0.309,0.0,0.0,0.0,0.863,0.704,620.0,0.0,0.0,55.576,0.0,0.0
3,0.0,51.812,102922.836,1.2449,2.57225,-0.75,-0.564,-0.397,0.0,0.0,0.0,0.951,0.799,674.0,0.0,0.0,55.653,0.0,0.0
4,0.0,51.804,102925.5,1.245,2.5725,-0.5,-0.541,-0.418,0.0,0.0,0.0,0.932,0.819,729.0,0.0,0.0,55.612,0.0,0.0
5,0.0,51.796,102925.5,1.245,2.5725,-0.5,-0.527,-0.434,0.0,0.0,0.0,0.92,0.835,783.0,0.0,0.0,55.612,0.0,0.0
6,0.0,51.789,102922.375,1.2449,2.57238,-0.625,-0.561,-0.472,0.0,0.0,0.0,0.949,0.871,837.0,0.0,0.0,55.646,0.0,0.0
7,0.0,51.796,102922.8,1.2449,2.57263,-0.375,-0.496,-0.453,0.0,0.0,0.0,0.893,0.853,891.0,0.0,0.0,55.614,0.0,0.0
8,0.0,51.796,102927.24,1.2449,2.57238,-0.625,-0.541,-0.487,0.0,0.0,0.0,0.932,0.885,946.0,0.0,0.0,55.625,0.0,0.0
9,0.0,51.804,102921.94,1.2449,2.57225,-0.75,-0.614,-0.54,0.0,0.0,0.0,0.993,0.931,1000.0,0.0,0.0,55.627,0.0,0.0
10,0.0,51.781,102921.94,1.245,2.57263,-0.375,-0.53,-0.507,0.0,0.0,0.0,0.923,0.902,1054.0,0.0,0.0,55.627,0.0,0.0
11,0.0,51.796,102922.35,1.2449,2.57275,-0.25,-0.432,-0.455,0.0,0.0,0.0,0.833,0.855,1108.0,0.0,0.0,55.594,0.0,0.0
