Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,125600.0,30.896,25.2,1003.0401,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,51.0,0.0
1,125651.0,30.896,25.216,1003.0581,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,102.0,0.0
2,125703.0,30.886,25.2,1003.03076,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,154.0,0.0
3,125753.0,30.896,25.216,1003.03076,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,204.0,0.0
4,125804.0,30.896,25.239,1003.01263,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,255.0,0.0
5,125855.0,30.907,25.231,1003.03577,1.1446,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,306.0,0.0
6,125906.0,30.896,25.223,1003.03577,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,357.0,0.0
7,125957.0,30.907,25.223,1003.0822,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,408.0,0.0
8,126008.0,30.896,25.216,1003.10956,1.1448,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,459.0,0.0
9,126059.0,30.896,25.231,1003.03687,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,510.0,0.0
10,126110.0,30.886,25.223,1003.03687,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,561.0,0.0
11,126161.0,30.896,25.216,1003.0598,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,612.0,0.0
12,126213.0,30.907,25.239,1003.0598,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
13,126263.0,30.896,25.223,1003.0736,1.1447,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,714.0,0.0
