0.0 	21.222
0.0 	21.244
0.0 	21.201
0.0 	21.233
0.0 	21.222
0.0 	21.222
0.0 	21.222
0.0 	21.244
0.0 	21.222
0.0 	21.244
0.0 	21.222
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.244
0.0 	21.254
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.233
0.0 	21.244
0.0 	21.233
0.0 	21.254
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.222
0.0 	21.265
0.0 	21.222
0.0 	21.244
0.0 	21.244
0.0 	21.244
0.0 	21.222
0.0 	21.233
0.0 	21.265
0.0 	21.233
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.244
0.0 	21.233
0.0 	21.222
0.0 	21.254
0.0 	21.233
0.0 	21.244
0.0 	21.222
0.0 	21.244
0.0 	21.244
0.0 	21.233
0.0 	21.244
0.0 	21.244
0.0 	21.233
0.0 	21.265
0.0 	21.233
0.0 	21.244
0.0 	21.244
0.0 	21.233
0.0 	21.233
0.0 	21.244
0.0 	21.233
0.0 	21.222
0.0 	21.244
0.0 	21.233
0.0 	21.254
0.0 	21.254
0.0 	21.222
0.0 	21.222
0.0 	21.233
0.0 	21.265
0.0 	21.244
0.0 	21.244
0.0 	21.233
0.0 	21.244
0.0 	21.233
0.0 	21.233
0.0 	21.222
0.0 	21.244
0.0 	21.222
0.0 	21.244
0.0 	21.233
0.0 	21.222
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.254
0.0 	21.254
0.0 	21.254
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.233
0.0 	21.244
0.0 	21.201
0.0 	21.222
0.0 	21.222
0.0 	21.244
0.0 	21.233
0.0 	21.233
0.0 	21.244
0.0 	21.233
0.0 	21.233
0.0 	21.233
0.0 	21.244
0.0 	21.254
0.0 	21.222
0.0 	21.244
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.244
0.0 	21.222
0.0 	21.233
0.0 	21.254
0.0 	21.222
0.0 	21.222
0.0 	21.233
0.0 	21.233
0.0 	21.233
0.0 	21.233
0.0 	21.222
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.222
0.0 	21.233
0.0 	21.233
0.0 	21.222
0.0 	21.211
0.0 	21.211
0.0 	21.244
0.0 	21.222
0.0 	21.222
0.0 	21.233
