0.0 	20.321
0.0 	20.289
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.278
0.0 	20.278
0.0 	20.289
0.0 	20.311
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.289
0.0 	20.321
0.0 	20.3
0.0 	20.278
0.0 	20.311
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.311
0.0 	20.289
0.0 	20.3
0.0 	20.289
0.0 	20.268
0.0 	20.289
0.0 	20.289
0.0 	20.278
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.278
0.0 	20.289
0.0 	20.289
0.0 	20.289
0.0 	20.3
0.0 	20.268
0.0 	20.289
0.0 	20.289
0.0 	20.278
0.0 	20.278
0.0 	20.289
0.0 	20.3
0.0 	20.278
0.0 	20.311
0.0 	20.289
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.3
0.0 	20.278
0.0 	20.311
0.0 	20.3
0.0 	20.311
0.0 	20.289
0.0 	20.289
0.0 	20.289
0.0 	20.311
0.0 	20.311
0.0 	20.289
0.0 	20.289
0.0 	20.311
0.0 	20.321
0.0 	20.3
0.0 	20.278
0.0 	20.3
0.0 	20.3
0.0 	20.278
0.0 	20.311
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.321
0.0 	20.289
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.278
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.321
0.0 	20.289
0.0 	20.278
0.0 	20.268
0.0 	20.3
0.0 	20.3
0.0 	20.289
0.0 	20.311
0.0 	20.311
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.3
0.0 	20.311
0.0 	20.289
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.289
0.0 	20.289
0.0 	20.311
0.0 	20.311
0.0 	20.278
0.0 	20.3
0.0 	20.3
0.0 	20.289
0.0 	20.3
0.0 	20.3
0.0 	20.278
0.0 	20.289
0.0 	20.289
0.0 	20.289
0.0 	20.3
0.0 	20.311
0.0 	20.3
0.0 	20.3
0.0 	20.3
0.0 	20.311
0.0 	20.311
0.0 	20.289
0.0 	20.321
0.0 	20.289
0.0 	20.278
0.0 	20.278
0.0 	20.311
0.0 	20.3
0.0 	20.289
0.0 	20.289
0.0 	20.3
