0,19.024,34.752,34.414,100193.59,1.1917,2.575,2.0,2.0,1.832,1.832,512.0,0.0,0.0,0.0,-104.21
1,19.045,34.707,34.459,100197.05,1.1916,2.5745,1.5,2.0,1.587,1.832,565.0,0.0,0.0,0.0,-104.22
2,19.034,34.691,34.449,100198.29,1.1917,2.57525,2.25,2.0,1.943,1.832,618.0,0.0,0.0,0.0,-104.21
3,19.034,34.707,34.406,100195.92,1.1916,2.57438,1.375,2.0,1.519,1.832,670.0,0.0,0.0,0.0,-104.21
4,19.045,34.699,34.406,100193.2,1.1916,2.57513,2.125,2.0,1.889,1.832,723.0,0.0,0.0,0.0,-104.22
5,19.056,34.699,34.44,100193.2,1.1915,2.575,2.0,2.0,1.832,1.832,777.0,0.0,0.0,0.0,-104.22
6,19.034,34.714,34.431,100194.41,1.1916,2.57488,1.875,2.0,1.774,1.832,829.0,0.0,0.0,0.0,-104.22
7,19.066,34.714,34.42,100188.55,1.1914,2.57438,1.375,2.0,1.519,1.832,882.0,0.0,0.0,0.0,-104.22
8,19.056,34.714,34.453,100194.766,1.1915,2.5745,1.5,1.875,1.587,1.774,935.0,0.0,0.0,0.0,-100.91
9,19.045,34.73,34.453,100194.766,1.1916,2.57475,1.75,1.875,1.714,1.774,988.0,0.0,0.0,0.0,-100.91
10,19.045,34.707,34.409,100194.3,1.1916,2.57438,1.375,1.75,1.519,1.714,1041.0,0.0,0.0,0.0,-97.49
11,19.045,34.722,34.531,100196.04,1.1916,2.5745,1.5,1.75,1.587,1.714,1094.0,0.0,0.0,0.0,-97.49
12,19.056,34.73,34.476,100193.35,1.1915,2.57438,1.375,1.5,1.519,1.587,1146.0,0.0,0.0,0.0,-90.26
13,19.045,34.737,34.476,100193.35,1.1916,2.57425,1.25,1.5,1.449,1.587,1200.0,0.0,0.0,0.0,-90.26
14,19.056,34.737,34.454,100195.13,1.1915,2.57425,1.25,1.5,1.449,1.587,1253.0,0.0,0.0,0.0,-90.26
15,19.077,34.745,34.454,100196.41,1.1915,2.57438,1.375,1.5,1.519,1.587,1306.0,0.0,0.0,0.0,-90.26
16,19.045,34.722,34.498,100195.13,1.1916,2.57488,1.875,1.5,1.774,1.587,1358.0,0.0,0.0,0.0,-90.26
17,19.045,34.722,34.498,100195.13,1.1916,2.57463,1.625,1.5,1.652,1.587,1412.0,0.0,0.0,0.0,-90.26
18,19.066,34.745,34.51,100196.91,1.1915,2.57463,1.625,1.5,1.652,1.587,1465.0,0.0,0.0,0.0,-90.26
19,19.034,34.752,34.454,100196.91,1.1916,2.57463,1.625,1.625,1.651,1.651,1518.0,0.0,0.0,0.0,-93.94
20,19.056,34.752,34.499,100196.91,1.1916,2.57438,1.375,1.5,1.519,1.587,1570.0,0.0,0.0,0.0,-90.26
21,19.066,34.745,34.499,100196.0,1.1915,2.57463,1.625,1.625,1.652,1.652,1624.0,0.0,0.0,0.0,-93.94
22,19.045,34.745,34.531,100196.0,1.1916,2.5745,1.5,1.5,1.587,1.587,1677.0,0.0,0.0,0.0,-90.26
23,19.045,34.752,34.564,100193.72,1.1916,2.5745,1.5,1.5,1.587,1.587,1730.0,0.0,0.0,0.0,-90.26
24,19.034,34.752,34.587,100196.0,1.1916,2.5745,1.5,1.5,1.587,1.587,1782.0,0.0,0.0,0.0,-90.25
25,19.045,34.745,34.554,100191.97,1.1915,2.5745,1.5,1.5,1.587,1.587,1836.0,0.0,0.0,0.0,-90.26
26,19.024,34.76,34.554,100191.97,1.1916,2.57488,1.875,1.5,1.774,1.587,1889.0,0.0,0.0,0.0,-90.25
