Muestra,Temp,Hum,Pres,Den,Vol,DP,DP1,DP2,DP3,Vel1,Vel2,Vel3,Vel4,Tiempo,PWM,Paro,Hum2
0,20.139,40.429,102185.33,1.2099,2.57088,-0.062,NaN,40.49,102188.57,1.2101,2.571,-3.0,-0.9,-0.6,0.0,0.0,0.0
1,20.107,40.421,102185.33,1.2101,2.571,-3.0,-1.53,-1.08,0.0,0.0,0.0,1.59,1.336,566.0,0.0,1.0,39.706
2,20.107,40.429,102186.17,1.2101,2.5715,-2.5,-1.821,-1.364,0.0,0.0,0.0,1.735,1.501,620.0,0.0,1.0,39.675
3,20.128,40.429,102183.82,1.21,2.5715,-2.5,-2.025,-1.591,0.0,0.0,0.0,1.829,1.622,673.0,0.0,1.0,39.698
4,20.139,40.421,102184.7,1.2099,2.57138,-2.625,-2.205,-1.798,0.0,0.0,0.0,1.909,1.724,728.0,0.0,1.0,39.677
5,20.118,40.413,102184.7,1.21,2.571,-3.0,-2.443,-2.038,0.0,0.0,0.0,2.01,1.835,782.0,0.0,1.0,39.677
6,20.128,40.429,102183.75,1.21,2.57088,-3.125,-2.648,-2.256,0.0,0.0,0.0,2.092,1.931,836.0,0.0,1.0,39.655
7,20.118,40.429,102186.4,1.21,2.57113,-2.875,-2.716,-2.379,0.0,0.0,0.0,2.119,1.983,889.0,0.0,1.0,39.688
8,20.128,40.406,102185.94,1.21,2.57088,-3.125,-2.838,-2.528,0.0,0.0,0.0,2.166,2.044,944.0,0.0,1.0,39.668
9,20.107,40.436,102185.94,1.2101,2.57113,-2.875,-2.849,-2.598,0.0,0.0,0.0,2.17,2.072,998.0,0.0,1.0,39.668
10,20.139,40.421,102186.8,1.21,2.57175,-2.25,-2.669,-2.528,0.0,0.0,0.0,2.101,2.044,1052.0,0.0,1.0,39.679
11,20.118,40.429,102184.55,1.21,2.571,-3.0,-2.769,-2.622,0.0,0.0,0.0,2.139,2.082,1105.0,0.0,1.0,39.712
12,20.118,40.413,102187.68,1.2101,2.57163,-2.375,-2.65,-2.573,0.0,0.0,0.0,2.093,2.062,1160.0,0.0,1.0,39.669
13,20.128,40.413,102183.14,1.21,2.57088,-3.125,-2.793,-2.683,0.0,0.0,0.0,2.149,2.106,1214.0,0.0,1.0,39.657
14,20.118,40.413,102183.14,1.21,2.57138,-2.625,-2.742,-2.672,0.0,0.0,0.0,2.129,2.101,1268.0,0.0,1.0,39.657
15,20.128,40.429,102181.8,1.2099,2.5715,-2.5,-2.67,-2.637,0.0,0.0,0.0,2.101,2.088,1323.0,0.0,1.0,39.624
16,20.128,40.429,102188.53,1.21,2.57138,-2.625,-2.656,-2.635,0.0,0.0,0.0,2.095,2.087,1376.0,0.0,1.0,39.669
17,20.118,40.429,102187.19,1.2101,2.57125,-2.75,-2.684,-2.658,0.0,0.0,0.0,2.106,2.096,1430.0,0.0,1.0,39.613
18,20.118,40.413,102187.19,1.2101,2.57138,-2.625,-2.666,-2.651,0.0,0.0,0.0,2.099,2.093,1484.0,0.0,1.0,39.613
19,20.118,40.436,102184.03,1.21,2.5715,-2.5,-2.616,-2.621,0.0,0.0,0.0,2.08,2.081,1539.0,0.0,1.0,39.625
20,20.118,40.413,102189.42,1.2101,2.57125,-2.75,-2.656,-2.647,0.0,0.0,0.0,2.095,2.091,1592.0,0.0,1.0,39.637
21,20.128,40.421,102184.984,1.21,2.571,-3.0,-2.759,-2.717,0.0,0.0,0.0,2.136,2.119,1646.0,0.0,1.0,39.68
22,20.128,40.413,102184.49,1.21,2.57125,-2.75,-2.756,-2.724,0.0,0.0,0.0,2.135,2.122,1700.0,0.0,1.0,39.646
23,20.128,40.398,102184.49,1.21,2.5715,-2.5,-2.679,-2.679,0.0,0.0,0.0,2.105,2.104,1755.0,0.0,1.0,39.646
24,20.15,40.421,102190.33,1.2099,2.57088,-3.125,-2.813,-2.768,0.0,0.0,0.0,2.156,2.139,1809.0,0.0,1.0,39.681
25,20.128,40.413,102185.375,1.21,2.57063,-3.375,-2.982,-2.889,0.0,0.0,0.0,2.22,2.185,1862.0,0.0,1.0,39.592
26,20.118,40.421,102181.8,1.21,2.571,-3.0,-2.987,-2.912,0.0,0.0,0.0,2.222,2.194,1916.0,0.0,1.0,39.69
27,20.128,40.413,102185.84,1.21,2.57138,-2.625,-2.878,-2.854,0.0,0.0,0.0,2.181,2.172,1971.0,0.0,1.0,39.69
28,20.128,40.406,102185.84,1.21,2.57038,-3.625,-3.102,-3.008,0.0,0.0,0.0,2.264,2.23,2025.0,0.0,1.0,39.636
29,20.128,40.421,102183.586,1.21,2.571,-3.0,-3.072,-3.007,0.0,0.0,0.0,2.253,2.229,2079.0,0.0,1.0,39.691
30,20.139,40.429,102181.8,1.2099,2.57075,-0.45,-2.285,-2.495,0.0,0.0,0.0,1.944,2.031,2132.0,0.0,1.0,39.624
31,20.139,40.421,102184.49,1.2099,2.57113,-0.075,-1.622,-2.011,0.0,0.0,0.0,1.637,1.823,2187.0,0.0,1.0,39.624
32,20.128,40.421,102184.49,1.21,2.57138,0.175,-1.083,-1.574,0.175,0.538,0.538,1.338,1.613,2241.0,0.0,1.0,39.624
33,20.128,40.413,102187.19,1.21,2.57113,-0.075,-0.781,-1.274,0.175,0.0,0.538,1.136,1.451,2295.0,0.0,1.0,39.734
34,20.15,40.421,102180.89,1.2098,2.5715,0.3,-0.456,-0.959,0.3,0.704,0.704,0.869,1.259,2350.0,0.0,1.0,39.702
35,20.15,40.406,102182.24,1.2099,2.57125,0.05,-0.304,-0.757,0.175,0.288,0.538,0.709,1.119,2403.0,0.0,1.0,39.658
36,20.139,40.413,102184.94,1.2099,2.5715,0.3,-0.123,-0.546,0.3,0.704,0.704,0.451,0.95,2457.0,0.0,1.0,39.614
37,20.15,40.429,102184.94,1.2099,2.5715,0.3,0.004,-0.377,0.3,0.704,0.704,0.079,0.789,2511.0,0.0,1.0,39.614
38,20.118,40.413,102185.84,1.21,2.57175,0.55,0.168,-0.191,0.3,0.953,0.704,0.526,0.563,2566.0,0.0,1.0,39.69
39,20.15,40.436,102185.77,1.2099,2.57125,0.05,0.132,-0.143,0.3,0.288,0.704,0.468,0.486,2620.0,0.0,1.0,39.726
40,20.128,40.429,102188.47,1.21,2.57113,-0.075,0.07,-0.13,0.3,0.0,0.704,0.34,0.463,2674.0,0.0,1.0,39.67
41,20.139,40.413,102188.47,1.21,2.571,-0.2,-0.011,-0.144,0.3,0.0,0.704,0.134,0.487,2727.0,0.0,1.0,39.67
42,20.139,40.429,102186.67,1.21,2.57138,0.175,0.045,-0.08,0.3,0.538,0.704,0.272,0.363,2782.0,0.0,1.0,39.67
43,20.139,40.429,102181.29,1.2099,2.571,-0.2,-0.029,-0.104,0.175,0.0,0.538,0.217,0.414,2836.0,0.0,1.0,39.681
44,20.118,40.406,102185.33,1.21,2.57125,0.05,-0.005,-0.073,0.175,0.288,0.538,0.091,0.348,2890.0,0.0,1.0,39.592
45,20.128,40.421,102186.67,1.21,2.571,-0.2,-0.064,-0.099,0.175,0.0,0.538,0.324,0.404,2945.0,0.0,1.0,39.637
46,20.128,40.421,102186.67,1.21,2.571,-0.2,-0.104,-0.119,0.175,0.0,0.538,0.416,0.443,2999.0,0.0,1.0,39.637
47,20.139,40.421,102190.72,1.21,2.57125,0.05,-0.058,-0.085,0.175,0.288,0.538,0.31,0.375,3053.0,0.0,1.0,39.614
48,20.118,40.421,102189.81,1.2101,2.57138,0.175,0.012,-0.033,0.175,0.538,0.538,0.14,0.234,3106.0,0.0,1.0,39.659
49,20.139,40.413,102186.67,1.21,2.57125,0.05,0.023,-0.016,0.175,0.288,0.538,0.196,0.165,3161.0,0.0,1.0,39.647
50,20.107,40.413,102186.67,1.2101,2.57075,-0.45,-0.119,-0.103,0.175,0.0,0.538,0.443,0.413,3215.0,0.0,1.0,39.647
51,20.128,40.413,102186.67,1.21,2.57088,-0.325,-0.181,-0.147,0.175,0.0,0.538,0.546,0.494,3269.0,0.0,1.0,39.681
52,20.139,40.406,102188.02,1.21,2.57138,0.175,-0.074,-0.083,0.175,0.538,0.538,0.349,0.37,3323.0,0.0,1.0,39.67
53,20.139,40.406,102188.47,1.21,2.5715,0.3,0.038,-0.006,0.175,0.704,0.538,0.251,0.103,3378.0,0.0,1.0,39.67
54,20.118,40.413,102185.77,1.21,2.57138,0.175,0.079,0.03,0.175,0.538,0.538,0.362,0.222,3432.0,0.0,1.0,39.67
55,20.118,40.406,102185.77,1.21,2.5715,0.3,0.145,0.084,0.175,0.704,0.538,0.49,0.372,3486.0,0.0,1.0,39.67
56,20.139,40.429,102191.61,1.21,2.57125,0.05,0.117,0.077,0.175,0.288,0.538,0.439,0.357,3540.0,0.0,1.0,39.615
57,20.128,40.429,102190.26,1.21,2.5715,0.3,0.172,0.122,0.175,0.704,0.538,0.533,0.448,3594.0,0.0,1.0,39.604
58,20.128,40.413,102183.984,1.21,2.57125,0.05,0.135,0.107,0.175,0.288,0.538,0.473,0.421,3648.0,0.0,1.0,39.647
59,20.139,40.421,102183.984,1.2099,2.57088,-0.325,-0.003,0.021,0.175,0.0,0.538,0.068,0.186,3702.0,0.0,1.0,39.647
60,20.128,40.421,102184.42,1.21,2.57263,1.425,0.426,0.302,0.175,1.535,0.538,0.839,0.706,3757.0,0.0,1.0,39.692
61,20.139,40.421,102187.12,1.21,2.57113,-0.075,0.275,0.226,0.175,0.0,0.538,0.675,0.612,3811.0,0.0,1.0,39.615
62,20.128,40.421,102187.12,1.21,2.5715,0.3,0.283,0.241,0.175,0.704,0.538,0.684,0.631,3865.0,0.0,1.0,39.67
63,20.139,40.413,102187.12,1.21,2.571,-0.2,0.138,0.153,0.175,0.0,0.538,0.477,0.503,3919.0,0.0,1.0,39.682
64,20.118,40.406,102187.12,1.2101,2.57188,0.675,0.299,0.257,0.175,1.056,0.538,0.703,0.652,3974.0,0.0,1.0,39.682
65,20.128,40.413,102187.56,1.21,2.57125,0.05,0.224,0.216,0.175,0.288,0.538,0.609,0.597,4028.0,0.0,1.0,39.626
66,20.118,40.413,102186.22,1.21,2.57125,0.05,0.172,0.183,0.175,0.288,0.538,0.533,0.549,4082.0,0.0,1.0,39.604
67,20.15,40.421,102185.33,1.2099,2.57138,0.175,0.173,0.181,0.175,0.538,0.538,0.535,0.547,4136.0,0.0,1.0,39.647
68,20.128,40.429,102186.22,1.21,2.57238,1.175,0.474,0.38,0.175,1.394,0.538,0.885,0.792,4190.0,0.0,1.0,39.647
69,20.128,40.413,102186.22,1.21,2.571,-0.2,0.271,0.264,0.175,0.0,0.538,0.67,0.66,4244.0,0.0,1.0,39.615
70,20.118,40.429,102190.26,1.2101,2.57138,0.175,0.243,0.246,0.175,0.538,0.538,0.633,0.638,4298.0,0.0,1.0,39.571
71,20.128,40.429,102186.67,1.21,2.5715,0.3,0.26,0.257,0.3,0.704,0.704,0.655,0.652,4353.0,0.0,1.0,39.658
72,20.118,40.413,102189.375,1.2101,2.57113,-0.075,0.159,0.19,0.175,0.0,0.538,0.513,0.561,4407.0,0.0,1.0,39.614
73,20.128,40.413,102189.375,1.21,2.57138,0.175,0.164,0.187,0.175,0.538,0.538,0.521,0.557,4461.0,0.0,1.0,39.614
74,20.139,40.413,102187.56,1.21,2.571,-0.2,0.055,0.11,0.175,0.0,0.538,0.301,0.426,4515.0,0.0,1.0,39.615
75,20.139,40.406,102186.67,1.21,2.5715,0.3,0.128,0.148,0.3,0.704,0.704,0.461,0.494,4570.0,0.0,1.0,39.625
76,20.128,40.429,102185.77,1.21,2.57075,-0.45,-0.045,0.028,0.3,0.0,0.704,0.273,0.216,4624.0,0.0,1.0,39.659
77,20.118,40.413,102184.42,1.21,2.57138,0.175,0.021,0.058,0.175,0.538,0.538,0.186,0.309,4678.0,0.0,1.0,39.626
78,20.128,40.406,102184.42,1.21,2.5715,0.3,0.105,0.106,0.3,0.704,0.704,0.416,0.419,4731.0,0.0,1.0,39.626
79,20.139,40.421,102188.91,1.21,2.57125,0.05,0.088,0.095,0.175,0.288,0.538,0.382,0.396,4786.0,0.0,1.0,39.582
80,20.118,40.413,102190.72,1.2101,2.57113,-0.075,0.039,0.061,0.175,0.0,0.538,0.255,0.317,4840.0,0.0,1.0,39.592
81,20.139,40.421,102184.42,1.2099,2.57075,-0.45,-0.107,-0.041,0.175,0.0,0.538,0.422,0.261,4894.0,0.0,1.0,39.615
82,20.139,40.429,102184.42,1.2099,2.57113,-0.075,-0.098,-0.048,0.175,0.0,0.538,0.402,0.282,4948.0,0.0,1.0,39.615
83,20.15,40.413,102184.875,1.2099,2.57138,0.175,-0.016,-0.003,0.175,0.538,0.538,0.162,0.075,5003.0,0.0,1.0,39.659
84,20.15,40.406,102182.17,1.2099,2.57225,1.05,0.304,0.207,0.175,1.317,0.538,0.709,0.585,5057.0,0.0,1.0,39.637
85,20.139,40.421,102184.42,1.2099,2.57063,-0.575,0.04,0.051,0.175,0.0,0.538,0.258,0.29,5111.0,0.0,1.0,39.659
86,20.15,40.406,102179.484,1.2098,2.57175,0.55,0.193,0.151,0.175,0.954,0.538,0.565,0.499,5166.0,0.0,1.0,39.648
87,20.128,40.406,102179.484,1.2099,2.57138,0.175,0.188,0.156,0.175,0.538,0.538,0.557,0.507,5219.0,0.0,1.0,39.648
88,20.128,40.406,102185.33,1.21,2.57113,-0.075,0.109,0.109,0.175,0.0,0.538,0.424,0.425,5273.0,0.0,1.0,39.691
89,20.118,40.406,102180.83,1.21,2.5715,0.3,0.166,0.148,0.3,0.704,0.704,0.524,0.494,5327.0,0.0,1.0,39.692
90,20.15,40.413,102188.91,1.2099,2.57088,-0.325,0.019,0.053,0.175,0.0,0.538,0.176,0.296,5382.0,0.0,1.0,39.615
91,20.128,40.429,102188.91,1.21,2.57125,0.05,0.028,0.052,0.175,0.288,0.538,0.216,0.294,5436.0,0.0,1.0,39.615
92,20.139,40.406,102184.875,1.2099,2.57125,0.05,0.035,0.052,0.175,0.288,0.538,0.24,0.293,5490.0,0.0,1.0,39.659
93,20.139,40.406,102183.93,1.2099,2.572,0.8,0.264,0.202,0.175,1.15,0.538,0.661,0.577,5544.0,0.0,1.0,39.604
94,20.139,40.413,102185.77,1.2099,2.57075,-0.45,0.05,0.071,0.175,0.0,0.538,0.288,0.343,5599.0,0.0,1.0,39.626
95,20.139,40.421,102178.59,1.2099,2.572,0.8,0.275,0.217,0.3,1.15,0.704,0.674,0.599,5652.0,0.0,1.0,39.625
96,20.15,40.421,102178.59,1.2098,2.57138,0.175,0.245,0.209,0.3,0.538,0.704,0.636,0.587,5706.0,0.0,1.0,39.625
97,20.128,40.413,102185.77,1.21,2.5715,0.3,0.261,0.227,0.3,0.704,0.704,0.657,0.612,5761.0,0.0,1.0,39.682
98,20.118,40.413,102186.22,1.21,2.5715,0.3,0.273,0.241,0.3,0.704,0.704,0.672,0.632,5815.0,0.0,1.0,39.549
99,20.128,40.421,102187.12,1.21,2.57163,0.425,0.319,0.278,0.3,0.838,0.704,0.726,0.678,5869.0,0.0,1.0,39.637
100,20.118,40.406,102185.28,1.21,2.57225,1.05,0.538,0.433,0.3,1.317,0.704,0.943,0.846,5923.0,0.0,1.0,39.637
101,20.139,40.413,102185.28,1.2099,2.57263,1.425,0.804,0.631,0.3,1.535,0.704,1.153,1.021,5978.0,0.0,1.0,39.637
102,20.128,40.406,102184.42,1.21,2.57338,2.175,1.215,0.94,0.425,1.896,0.838,1.417,1.246,6032.0,0.0,1.0,39.703
103,20.128,40.406,102182.58,1.21,2.57375,2.55,1.616,1.262,0.425,2.053,0.838,1.634,1.444,6086.0,0.0,1.0,39.682
104,20.118,40.429,102185.28,1.21,2.57463,3.425,2.159,1.694,0.55,2.379,0.953,1.889,1.674,6140.0,0.0,1.0,39.615
105,20.128,40.413,102185.28,1.21,2.57388,2.675,2.313,1.891,0.8,2.103,1.15,1.955,1.768,6195.0,0.0,1.0,39.615
106,20.128,40.406,102186.22,1.21,2.57375,2.55,2.384,2.022,0.8,2.053,1.15,1.985,1.828,6249.0,0.0,1.0,39.626
107,20.128,40.406,102185.77,1.21,2.57525,4.05,2.884,2.428,0.8,2.587,1.15,2.183,2.003,6303.0,0.0,1.0,39.637
108,20.139,40.406,102188.91,1.21,2.57425,3.05,2.934,2.552,0.8,2.245,1.15,2.202,2.054,6358.0,0.0,1.0,39.615
109,20.128,40.421,102182.17,1.2099,2.57613,4.925,3.531,3.027,1.05,2.853,1.317,2.416,2.237,6412.0,0.0,1.0,39.626
110,20.139,40.413,102182.17,1.2099,2.57638,5.175,4.024,3.457,1.425,2.925,1.535,2.579,2.39,6466.0,0.0,1.0,39.626
111,20.128,40.406,102183.08,1.21,2.57613,4.925,4.295,3.75,2.175,2.853,1.896,2.664,2.49,6520.0,0.0,1.0,39.582
112,20.139,40.406,102184.42,1.2099,2.5775,6.3,4.896,4.26,2.175,3.227,1.896,2.845,2.654,6575.0,0.0,1.0,39.692
113,20.128,40.406,102183.08,1.21,2.57788,6.675,5.43,4.743,2.55,3.322,2.053,2.996,2.8,6629.0,0.0,1.0,39.626
114,20.128,40.413,102183.08,1.21,2.57888,7.675,6.103,5.329,2.55,3.562,2.053,3.176,2.968,6683.0,0.0,1.0,39.626
115,20.139,40.391,102184.875,1.2099,2.57888,7.675,6.575,5.799,2.675,3.562,2.103,3.297,3.096,6737.0,0.0,1.0,39.659
116,20.128,40.406,102184.42,1.21,2.57913,7.925,6.98,6.224,3.05,3.619,2.245,3.397,3.207,6792.0,0.0,1.0,39.604
117,20.139,40.406,102190.67,1.21,2.58038,9.175,7.638,6.814,3.425,3.894,2.379,3.553,3.356,6846.0,0.0,1.0,39.637
118,20.128,40.406,102187.12,1.21,2.5825,11.3,8.737,7.711,4.05,4.322,2.587,3.8,3.57,6900.0,0.0,1.0,39.604
119,20.15,40.398,102187.12,1.2099,2.58175,10.55,9.281,8.279,4.925,4.176,2.853,3.917,3.699,6955.0,0.0,1.0,39.604
120,20.15,40.413,102187.97,1.2099,2.58225,11.05,9.812,8.833,4.925,4.274,2.853,4.027,3.821,7009.0,0.0,1.0,39.659
121,20.139,40.406,102181.734,1.2099,2.582,10.8,10.108,9.227,5.175,4.225,2.925,4.088,3.905,7063.0,0.0,1.0,39.604
122,20.118,40.406,102189.32,1.2101,2.58375,12.55,10.841,9.891,6.3,4.554,3.227,4.233,4.043,7117.0,0.0,1.0,39.648
123,20.118,40.398,102185.33,1.21,2.58288,11.675,11.091,10.248,6.675,4.393,3.322,4.282,4.116,7172.0,0.0,1.0,39.604
124,20.118,40.413,102185.33,1.21,2.58263,11.425,11.191,10.483,7.675,4.346,3.562,4.301,4.163,7226.0,0.0,1.0,39.604
125,20.139,40.398,102183.52,1.2099,2.58375,12.55,11.599,10.897,7.675,4.555,3.562,4.379,4.244,7281.0,0.0,1.0,39.703
126,20.128,40.413,102187.97,1.21,2.5845,13.3,12.109,11.377,7.925,4.689,3.619,4.474,4.337,7335.0,0.0,1.0,39.648
127,20.128,40.413,102189.32,1.21,2.585,13.8,12.616,11.862,9.175,4.776,3.894,4.566,4.428,7390.0,0.0,1.0,39.626
128,20.139,40.413,102189.32,1.21,2.58413,12.925,12.709,12.074,10.55,4.622,4.176,4.583,4.467,7444.0,0.0,1.0,39.626
129,20.118,40.413,102188.47,1.2101,2.58438,13.175,12.849,12.295,10.8,4.666,4.225,4.608,4.508,7498.0,0.0,1.0,39.615
130,20.118,40.413,102190.26,1.2101,2.58425,13.05,12.909,12.446,11.05,4.644,4.274,4.619,4.535,7553.0,0.0,1.0,39.67
131,20.139,40.391,102187.97,1.21,2.58488,13.675,13.139,12.692,11.3,4.754,4.322,4.66,4.58,7608.0,0.0,1.0,39.626
132,20.128,40.391,102192.95,1.2101,2.58513,13.925,13.375,12.938,11.425,4.797,4.345,4.702,4.624,7662.0,0.0,1.0,39.615
133,20.118,40.406,102192.95,1.2101,2.58538,14.175,13.615,13.186,11.675,4.84,4.393,4.744,4.668,7716.0,0.0,1.0,39.615
134,20.118,40.413,102187.97,1.2101,2.58525,14.05,13.745,13.358,12.55,4.819,4.554,4.766,4.699,7771.0,0.0,1.0,39.582
135,20.128,40.413,102186.22,1.21,2.585,13.8,13.762,13.447,12.55,4.776,4.555,4.769,4.714,7826.0,0.0,1.0,39.615
136,20.128,40.406,102188.47,1.21,2.58425,13.05,13.548,13.367,12.925,4.644,4.622,4.732,4.7,7880.0,0.0,1.0,39.659
137,20.107,40.383,102187.12,1.2101,2.58375,12.55,13.249,13.204,12.925,4.554,4.622,4.679,4.671,7934.0,0.0,1.0,39.593
138,20.128,40.406,102187.12,1.21,2.58475,13.55,13.339,13.273,13.05,4.733,4.644,4.696,4.684,7989.0,0.0,1.0,39.593
139,20.139,40.406,102185.77,1.2099,2.58375,12.55,13.102,13.128,13.05,4.555,4.644,4.654,4.658,8043.0,0.0,1.0,39.56
140,20.128,40.391,102188.91,1.21,2.584,12.8,13.012,13.063,13.05,4.6,4.644,4.637,4.647,8098.0,0.0,1.0,39.67
141,20.139,40.398,102183.93,1.2099,2.58438,13.175,13.061,13.085,13.05,4.667,4.645,4.646,4.651,8153.0,0.0,1.0,39.637
142,20.128,40.383,102183.93,1.21,2.58463,13.425,13.17,13.153,13.175,4.711,4.667,4.666,4.663,8207.0,0.0,1.0,39.637
143,20.118,40.406,102184.875,1.21,2.5855,14.3,13.509,13.383,13.175,4.862,4.667,4.725,4.703,8261.0,0.0,1.0,39.626
144,20.139,40.406,102179.89,1.2099,2.58513,13.925,13.634,13.491,13.3,4.798,4.689,4.747,4.722,8315.0,0.0,1.0,39.648
145,20.118,40.406,102187.56,1.2101,2.58638,15.175,14.096,13.828,13.425,5.008,4.71,4.827,4.781,8371.0,0.0,1.0,39.715
146,20.139,40.413,102188.47,1.21,2.58513,13.925,14.045,13.847,13.55,4.798,4.733,4.818,4.784,8425.0,0.0,1.0,39.615
147,20.118,40.406,102188.47,1.2101,2.5855,14.3,14.121,13.938,13.675,4.862,4.754,4.831,4.8,8479.0,0.0,1.0,39.615
148,20.128,40.413,102187.12,1.21,2.58425,13.05,13.8,13.76,13.675,4.644,4.754,4.776,4.769,8534.0,0.0,1.0,39.648
149,20.128,40.406,102186.22,1.21,2.58525,14.05,13.875,13.818,13.675,4.819,4.754,4.789,4.779,8589.0,0.0,1.0,39.604
150,20.118,40.391,102185.77,1.21,2.5845,13.3,13.702,13.715,13.675,4.689,4.754,4.759,4.761,8643.0,0.0,1.0,39.615
151,20.118,40.406,102182.19,1.21,2.58513,13.925,13.769,13.757,13.8,4.798,4.776,4.771,4.768,8697.0,0.0,1.0,39.614
152,20.15,40.406,102182.19,1.2099,2.586,14.8,14.079,13.965,13.925,4.946,4.798,4.824,4.805,8752.0,0.0,1.0,39.614
153,20.118,40.406,102185.77,1.21,2.58463,13.425,13.882,13.857,13.925,4.711,4.797,4.79,4.786,8806.0,0.0,1.0,39.615
154,20.118,40.391,102185.77,1.21,2.585,13.8,13.858,13.846,13.8,4.776,4.776,4.786,4.784,8861.0,0.0,1.0,39.637
155,20.118,40.413,102183.984,1.21,2.58588,14.675,14.103,14.012,13.8,4.925,4.776,4.828,4.812,8915.0,0.0,1.0,39.658
156,20.118,40.398,102183.984,1.21,2.58513,13.925,14.05,13.994,13.8,4.798,4.776,4.819,4.809,8970.0,0.0,1.0,39.658
157,20.128,40.406,102185.33,1.21,2.58488,13.675,13.937,13.93,13.8,4.754,4.776,4.8,4.799,9024.0,0.0,1.0,39.604
158,20.128,40.406,102183.08,1.21,2.58488,13.675,13.858,13.879,13.8,4.754,4.776,4.786,4.79,9078.0,0.0,1.0,39.582
159,20.128,40.391,102181.29,1.2099,2.58513,13.925,13.878,13.888,13.925,4.798,4.798,4.79,4.791,9134.0,0.0,1.0,39.614
160,20.118,40.398,102187.17,1.2101,2.58263,11.425,13.142,13.396,13.925,4.346,4.797,4.661,4.705,9188.0,0.0,1.0,39.647
161,20.128,40.383,102187.17,1.21,2.58575,14.55,13.565,13.627,13.925,4.904,4.798,4.735,4.746,9242.0,0.0,1.0,39.647
162,20.085,40.421,102189.375,1.2102,2.5855,14.3,13.785,13.761,13.925,4.861,4.797,4.773,4.769,10296.0,51.0,1.0,39.637
163,20.096,40.383,102189.375,1.2102,2.58525,14.05,13.865,13.819,13.925,4.819,4.797,4.787,4.779,10350.0,51.0,1.0,39.637
164,20.107,40.391,102185.77,1.2101,2.58538,14.175,13.958,13.89,13.925,4.84,4.797,4.803,4.791,10404.0,51.0,1.0,39.604
165,20.107,40.406,102177.25,1.21,2.58525,14.05,13.985,13.922,13.925,4.819,4.798,4.808,4.797,10460.0,51.0,1.0,39.526
166,20.107,40.406,102185.83,1.2101,2.58413,12.925,13.667,13.723,13.925,4.622,4.797,4.753,4.762,10514.0,51.0,1.0,39.647
167,20.118,40.398,102179.94,1.21,2.58625,15.05,14.082,13.988,13.925,4.988,4.798,4.825,4.808,10568.0,51.0,1.0,39.647
168,20.107,40.391,102179.94,1.21,2.58463,13.425,13.885,13.876,13.925,4.711,4.798,4.791,4.789,10624.0,51.0,1.0,39.647
169,20.118,40.391,102184.875,1.21,2.58475,13.55,13.784,13.81,13.925,4.732,4.798,4.773,4.778,10678.0,51.0,1.0,39.648
170,20.128,40.391,102188.02,1.21,2.58663,15.425,14.277,14.133,13.925,5.049,4.798,4.858,4.833,10732.0,51.0,1.0,39.637
171,20.107,40.391,102188.47,1.2101,2.58638,15.175,14.546,14.342,13.925,5.008,4.797,4.903,4.869,10787.0,51.0,1.0,39.637
172,20.118,40.398,102188.47,1.2101,2.58475,13.55,14.247,14.183,13.925,4.732,4.797,4.853,4.842,10842.0,51.0,1.0,39.637
173,20.107,40.383,102180.84,1.21,2.58538,14.175,14.226,14.182,14.05,4.84,4.819,4.849,4.842,10896.0,51.0,1.0,39.658
174,20.096,40.391,102187.58,1.2102,2.5855,14.3,14.248,14.205,14.05,4.861,4.819,4.853,4.845,10951.0,51.0,1.0,39.67
175,20.118,40.406,102185.33,1.21,2.586,14.8,14.414,14.324,14.05,4.946,4.819,4.881,4.866,11005.0,51.0,1.0,39.614
176,20.118,40.398,102187.58,1.2101,2.5855,14.3,14.38,14.319,14.175,4.862,4.84,4.875,4.865,11060.0,51.0,1.0,39.67
177,20.107,40.391,102187.58,1.2101,2.58475,13.55,14.131,14.166,14.05,4.732,4.819,4.833,4.839,11114.0,51.0,1.0,39.67
178,20.118,40.398,102184.47,1.21,2.58513,13.925,14.069,14.117,14.05,4.798,4.819,4.822,4.831,11169.0,51.0,1.0,39.658
179,20.118,40.391,102187.58,1.2101,2.58475,13.55,13.913,14.004,14.05,4.732,4.819,4.795,4.811,11224.0,51.0,1.0,39.714
180,20.118,40.391,102186.234,1.21,2.58463,13.425,13.767,13.888,14.05,4.711,4.819,4.77,4.791,11278.0,51.0,1.0,39.647
181,20.118,40.413,102186.234,1.21,2.58538,14.175,13.889,13.946,14.175,4.84,4.84,4.791,4.801,11333.0,51.0,1.0,39.647
182,20.107,40.391,102186.234,1.2101,2.58563,14.425,14.05,14.041,14.175,4.883,4.84,4.819,4.817,11387.0,51.0,1.0,39.647
183,20.118,40.398,102182.19,1.21,2.5845,13.3,13.825,13.893,14.175,4.689,4.84,4.78,4.792,11442.0,51.0,1.0,39.691
184,20.107,40.391,102183.54,1.2101,2.586,14.8,14.117,14.075,14.175,4.946,4.84,4.83,4.823,11497.0,51.0,1.0,39.658
185,20.118,40.391,102186.67,1.2101,2.58625,15.05,14.397,14.27,14.175,4.987,4.84,4.878,4.856,11551.0,51.0,1.0,39.647
186,20.107,40.391,102186.67,1.2101,2.58363,12.425,13.806,13.901,14.175,4.532,4.84,4.777,4.793,11606.0,51.0,1.0,39.647
