Muestra,Temp,Hum,Pres,Den,Vol,DP,DP1,DP2,DP3,Vel1,Vel2,Vel3,Vel4,Tiempo,PWM,Paro
195,20.096,39.788,100491.58,1.1901,2.5645,13.325,13.454,13.508,13.45,4.732,4.754,4.755,4.765,10997.0,0.0,1.0
196,20.107,39.795,100490.67,1.19,2.56475,13.575,13.491,13.522,13.575,4.777,4.777,4.762,4.767,11052.0,0.0,1.0
197,20.107,39.765,100490.67,1.19,2.56625,15.075,13.966,13.832,13.575,5.034,4.777,4.845,4.822,11105.0,0.0,1.0
198,20.107,39.765,100490.234,1.19,2.56538,14.2,14.036,13.906,13.825,4.885,4.82,4.857,4.834,11159.0,0.0,1.0
199,20.118,39.788,100492.016,1.19,2.56413,12.95,13.71,13.715,13.825,4.665,4.82,4.8,4.801,11212.0,0.0,1.0
200,20.118,39.795,100492.016,1.19,2.56538,14.2,13.857,13.812,13.825,4.885,4.82,4.826,4.818,11267.0,0.0,1.0
201,20.118,39.78,100492.016,1.19,2.5645,13.325,13.698,13.715,13.825,4.732,4.82,4.798,4.801,11321.0,0.0,1.0
202,20.118,39.788,100486.195,1.1899,2.56463,13.45,13.623,13.662,13.575,4.755,4.777,4.785,4.792,11374.0,0.0,1.0
203,20.139,39.78,100493.36,1.1899,2.56363,12.45,13.271,13.419,13.45,4.575,4.755,4.723,4.749,11428.0,0.0,1.0
204,20.107,39.795,100492.45,1.19,2.566,14.825,13.738,13.701,13.575,4.992,4.777,4.805,4.799,11483.0,0.0,1.0
205,20.118,39.795,100493.8,1.19,2.56438,13.2,13.576,13.6,13.575,4.71,4.777,4.777,4.781,11536.0,0.0,1.0
206,20.128,39.795,100493.8,1.1899,2.56538,14.2,13.764,13.72,13.575,4.885,4.777,4.81,4.802,11590.0,0.0,1.0
207,20.118,39.788,100496.05,1.19,2.56575,14.575,14.007,13.891,13.825,4.949,4.82,4.852,4.832,11644.0,0.0,1.0
208,20.128,39.773,100492.45,1.1899,2.56613,14.95,14.29,14.103,13.825,5.013,4.82,4.901,4.869,11698.0,0.0,1.0
209,20.128,39.795,100494.2,1.1899,2.56475,13.575,14.076,13.998,13.575,4.777,4.777,4.864,4.85,11752.0,0.0,1.0
210,20.107,39.773,100494.2,1.19,2.5645,13.325,13.85,13.863,13.575,4.732,4.776,4.825,4.827,11805.0,0.0,1.0
211,20.107,39.788,100493.36,1.19,2.56525,14.075,13.918,13.906,13.575,4.864,4.777,4.836,4.834,11859.0,0.0,1.0
212,20.118,39.765,100493.36,1.19,2.56438,13.2,13.703,13.765,13.575,4.71,4.777,4.799,4.81,11914.0,0.0,1.0
213,20.107,39.78,100495.14,1.1901,2.56563,14.45,13.927,13.902,13.575,4.928,4.776,4.838,4.834,11967.0,0.0,1.0
214,20.118,39.773,100494.7,1.19,2.56475,13.575,13.821,13.836,13.575,4.777,4.777,4.82,4.822,12021.0,0.0,1.0
215,20.128,39.788,100494.7,1.19,2.56538,14.2,13.935,13.909,13.825,4.885,4.82,4.84,4.835,12076.0,0.0,1.0
216,20.118,39.765,100493.36,1.19,2.56425,13.075,13.677,13.742,13.575,4.688,4.777,4.794,4.806,12129.0,0.0,1.0
217,20.118,39.773,100492.85,1.19,2.56638,15.2,14.134,14.034,14.075,5.054,4.864,4.874,4.857,12183.0,0.0,1.0
218,20.107,39.765,100485.72,1.1899,2.56488,13.7,14.004,13.967,14.075,4.799,4.864,4.852,4.845,12237.0,0.0,1.0
219,20.118,39.773,100485.72,1.1899,2.56375,12.575,13.575,13.689,13.7,4.597,4.799,4.777,4.797,12291.0,0.0,1.0
220,20.118,39.78,100489.76,1.1899,2.56538,14.2,13.763,13.791,13.7,4.885,4.799,4.81,4.814,12345.0,0.0,1.0
221,20.085,39.78,100495.984,1.1902,2.56363,12.45,13.369,13.523,13.7,4.574,4.798,4.74,4.767,12399.0,0.0,1.0
222,20.128,39.773,100492.85,1.1899,2.56463,13.45,13.393,13.508,13.575,4.755,4.777,4.745,4.765,12452.0,0.0,1.0
223,20.107,39.75,100493.36,1.19,2.566,14.825,13.823,13.772,13.7,4.992,4.798,4.82,4.811,12507.0,0.0,1.0
224,20.107,39.765,100493.36,1.19,2.5675,16.325,14.574,14.282,14.075,5.238,4.864,4.949,4.899,12560.0,0.0,1.0
225,20.096,39.765,100488.88,1.19,2.56513,13.95,14.387,14.216,14.075,4.842,4.864,4.917,4.888,12614.0,0.0,1.0
226,20.096,39.788,100487.54,1.19,2.56463,13.45,14.106,14.063,13.95,4.754,4.842,4.869,4.862,12668.0,0.0,1.0
227,20.107,39.765,100492.45,1.19,2.56563,14.45,14.209,14.14,14.075,4.928,4.864,4.887,4.875,12722.0,0.0,1.0
228,20.118,39.78,100492.45,1.19,2.56388,12.7,13.756,13.852,13.95,4.62,4.842,4.808,4.825,12776.0,0.0,1.0
229,20.118,39.773,100489.8,1.1899,2.56388,12.7,13.44,13.622,13.7,4.62,4.799,4.753,4.785,12830.0,0.0,1.0
230,20.107,39.773,100497.83,1.1901,2.56513,13.95,13.593,13.688,13.7,4.842,4.798,4.779,4.796,12883.0,0.0,1.0
231,20.107,39.75,100492.016,1.19,2.565,13.825,13.663,13.715,13.825,4.82,4.82,4.792,4.801,12938.0,0.0,1.0
232,20.118,39.75,100493.36,1.19,2.56375,12.575,13.336,13.487,13.825,4.597,4.82,4.734,4.761,12991.0,0.0,1.0
233,20.107,39.773,100493.36,1.19,2.56475,13.575,13.408,13.505,13.7,4.777,4.798,4.747,4.764,13045.0,0.0,1.0
234,20.107,39.773,100492.484,1.19,2.56625,15.075,13.908,13.819,13.825,5.033,4.82,4.835,4.819,13100.0,0.0,1.0
235,20.128,39.773,100491.58,1.1899,2.56513,13.95,13.921,13.845,13.825,4.842,4.82,4.837,4.824,13153.0,0.0,1.0
236,20.096,39.773,100492.484,1.1901,2.56475,13.575,13.817,13.791,13.825,4.776,4.82,4.819,4.814,13207.0,0.0,1.0
237,20.118,39.765,100492.484,1.19,2.566,14.825,14.12,13.998,13.825,4.992,4.82,4.871,4.85,13261.0,0.0,1.0
238,20.118,39.773,100490.234,1.1899,2.56363,12.45,13.619,13.688,13.825,4.574,4.82,4.784,4.797,13315.0,0.0,1.0
239,20.085,39.765,100496.05,1.1902,2.56425,13.075,13.456,13.566,13.7,4.687,4.798,4.755,4.775,13369.0,0.0,1.0
240,20.096,39.765,100489.76,1.19,2.56575,14.575,13.792,13.768,13.825,4.949,4.82,4.814,4.81,13423.0,0.0,1.0
241,20.128,39.773,100496.05,1.19,2.56538,14.2,13.914,13.854,13.95,4.885,4.842,4.836,4.825,13476.0,0.0,1.0
242,20.118,39.75,100496.05,1.19,2.56425,13.075,13.663,13.698,13.825,4.688,4.82,4.792,4.798,13531.0,0.0,1.0
243,20.118,39.765,100490.16,1.1899,2.56475,13.575,13.636,13.674,13.825,4.777,4.82,4.787,4.794,13584.0,0.0,1.0
244,20.096,39.75,100492.016,1.1901,2.56563,14.45,13.881,13.829,13.95,4.928,4.842,4.83,4.821,13638.0,0.0,1.0
245,20.118,39.765,100491.58,1.19,2.565,13.825,13.864,13.828,13.825,4.82,4.82,4.827,4.821,13692.0,0.0,1.0
246,20.096,39.765,100491.58,1.1901,2.565,13.825,13.852,13.828,13.825,4.82,4.82,4.825,4.821,13746.0,0.0,1.0
247,20.107,39.757,100496.96,1.1901,2.566,14.825,14.144,14.027,13.825,4.991,4.82,4.875,4.855,13800.0,0.0,1.0
248,20.118,39.75,100489.32,1.1899,2.56463,13.45,13.936,13.912,13.825,4.755,4.82,4.84,4.836,13854.0,0.0,1.0
249,20.118,39.757,100494.7,1.19,2.563,11.825,13.303,13.495,13.825,4.458,4.82,4.728,4.762,13907.0,0.0,1.0
250,20.107,39.765,100486.625,1.19,2.56375,12.575,13.085,13.311,13.825,4.597,4.82,4.69,4.73,13962.0,0.0,1.0
251,20.107,39.78,100486.625,1.19,2.56513,13.95,13.344,13.439,13.825,4.842,4.82,4.736,4.753,14016.0,0.0,1.0
252,20.118,39.75,100488.88,1.1899,2.5635,12.325,13.039,13.216,13.825,4.551,4.82,4.681,4.713,14069.0,0.0,1.0
253,20.118,39.765,100491.51,1.19,2.56488,13.7,13.237,13.313,13.7,4.799,4.799,4.717,4.73,14124.0,0.0,1.0
254,20.118,39.75,100487.98,1.1899,2.56538,14.2,13.526,13.49,13.825,4.885,4.82,4.768,4.762,14178.0,0.0,1.0
255,20.118,39.765,100487.98,1.1899,2.56538,14.2,13.728,13.632,13.825,4.885,4.82,4.804,4.787,14231.0,0.0,1.0
256,20.107,39.773,100492.45,1.19,2.56488,13.7,13.72,13.646,13.825,4.798,4.82,4.802,4.789,14285.0,0.0,1.0
257,20.118,39.75,100491.51,1.19,2.56525,14.075,13.826,13.732,13.825,4.864,4.82,4.821,4.804,14339.0,0.0,1.0
258,20.118,39.757,100492.016,1.19,2.56363,12.45,13.414,13.475,13.825,4.574,4.82,4.748,4.759,14393.0,0.0,1.0
259,20.107,39.757,100487.98,1.19,2.56438,13.2,13.35,13.42,13.7,4.71,4.799,4.737,4.749,14447.0,0.0,1.0
260,20.096,39.75,100487.98,1.19,2.56538,14.2,13.605,13.576,13.825,4.885,4.82,4.782,4.777,14500.0,0.0,1.0
261,20.139,39.765,100495.14,1.1899,2.56425,13.075,13.446,13.476,13.825,4.688,4.821,4.754,4.759,14555.0,0.0,1.0
262,20.118,39.75,100496.05,1.19,2.56475,13.575,13.485,13.496,13.7,4.777,4.798,4.761,4.763,14609.0,0.0,1.0
263,20.118,39.765,100487.54,1.1899,2.56488,13.7,13.549,13.537,13.7,4.799,4.799,4.772,4.77,14662.0,0.0,1.0
264,20.118,39.742,100487.54,1.1899,2.56525,14.075,13.707,13.645,13.7,4.864,4.799,4.8,4.789,14716.0,0.0,1.0
265,20.128,39.765,100492.016,1.1899,2.56363,12.45,13.33,13.406,13.7,4.575,4.799,4.733,4.747,14770.0,0.0,1.0
266,20.118,39.75,100491.51,1.19,2.56513,13.95,13.516,13.515,13.7,4.842,4.799,4.766,4.766,14824.0,0.0,1.0
267,20.118,39.75,100491.11,1.19,2.56488,13.7,13.571,13.552,13.7,4.799,4.799,4.776,4.772,14878.0,0.0,1.0
268,20.128,39.75,100490.234,1.1899,2.56388,12.7,13.31,13.381,13.7,4.62,4.799,4.73,4.743,14931.0,0.0,1.0
269,20.107,39.757,100490.234,1.19,2.56538,14.2,13.577,13.545,13.7,4.885,4.799,4.777,4.771,14986.0,0.0,1.0
270,20.118,39.757,100493.8,1.19,2.56588,14.7,13.914,13.776,13.7,4.971,4.799,4.836,4.812,15040.0,0.0,1.0
271,20.118,39.757,100488.81,1.1899,2.56388,12.7,13.55,13.561,13.7,4.62,4.799,4.772,4.774,15093.0,0.0,1.0
272,20.128,39.75,100491.94,1.1899,2.56463,13.45,13.52,13.539,13.7,4.755,4.799,4.767,4.77,15148.0,0.0,1.0
273,20.118,39.757,100491.94,1.19,2.56488,13.7,13.574,13.571,13.7,4.799,4.799,4.776,4.776,15202.0,0.0,1.0
274,20.096,39.75,100492.016,1.1901,2.56563,14.45,13.837,13.747,13.7,4.928,4.798,4.822,4.807,15255.0,0.0,1.0
275,20.128,39.75,100494.7,1.19,2.56388,12.7,13.496,13.538,13.7,4.62,4.799,4.763,4.77,15309.0,0.0,1.0
276,20.107,39.757,100494.2,1.19,2.5645,13.325,13.445,13.495,13.7,4.732,4.798,4.753,4.762,15363.0,0.0,1.0
277,20.118,39.757,100490.67,1.19,2.56525,14.075,13.634,13.611,13.7,4.864,4.799,4.787,4.783,15417.0,0.0,1.0
278,20.128,39.742,100490.67,1.1899,2.565,13.825,13.691,13.654,13.7,4.821,4.799,4.797,4.791,15471.0,0.0,1.0
279,20.118,39.757,100487.06,1.1899,2.565,13.825,13.731,13.688,13.7,4.821,4.799,4.804,4.797,15524.0,0.0,1.0
280,20.118,39.757,100491.51,1.19,2.56475,13.575,13.685,13.666,13.7,4.777,4.799,4.796,4.793,15579.0,0.0,1.0
281,20.118,39.75,100489.76,1.1899,2.56463,13.45,13.614,13.623,13.7,4.755,4.799,4.784,4.785,15633.0,0.0,1.0
282,20.118,39.734,100489.76,1.1899,2.566,14.825,13.978,13.863,13.7,4.992,4.799,4.847,4.827,15686.0,0.0,1.0
283,20.128,39.75,100490.16,1.1899,2.56563,14.45,14.119,13.981,13.7,4.928,4.799,4.872,4.848,15740.0,0.0,1.0
284,20.128,39.742,100492.85,1.1899,2.5655,14.325,14.181,14.049,13.825,4.907,4.82,4.882,4.859,15795.0,0.0,1.0
285,20.118,39.742,100493.8,1.19,2.56463,13.45,13.962,13.93,13.825,4.755,4.82,4.844,4.839,15848.0,0.0,1.0
286,20.107,39.742,100492.85,1.19,2.56513,13.95,13.958,13.934,13.825,4.842,4.82,4.843,4.839,15902.0,0.0,1.0
287,20.128,39.75,100492.85,1.1899,2.56463,13.45,13.806,13.837,13.825,4.755,4.82,4.817,4.823,15955.0,0.0,1.0
288,20.096,39.75,100495.984,1.1901,2.56363,12.45,13.399,13.56,13.7,4.574,4.798,4.745,4.774,16010.0,0.0,1.0
289,20.118,39.742,100494.64,1.19,2.56525,14.075,13.602,13.663,13.825,4.864,4.82,4.781,4.792,16064.0,0.0,1.0
290,20.118,39.75,100492.016,1.19,2.56613,14.95,14.007,13.92,13.825,5.013,4.82,4.852,4.837,16117.0,0.0,1.0
291,20.139,39.742,100492.016,1.1899,2.56388,12.7,13.615,13.676,13.825,4.62,4.821,4.784,4.795,16172.0,0.0,1.0
292,20.118,39.742,100492.016,1.19,2.5635,12.325,13.228,13.406,13.7,4.551,4.799,4.715,4.747,16226.0,0.0,1.0
293,20.096,39.75,100493.72,1.1901,2.567,15.825,14.007,13.89,13.825,5.157,4.82,4.852,4.831,16279.0,0.0,1.0
294,20.118,39.734,100493.8,1.19,2.56513,13.95,13.99,13.902,13.825,4.842,4.82,4.849,4.834,16333.0,0.0,1.0
295,20.118,39.765,100494.2,1.19,2.56388,12.7,13.603,13.662,13.825,4.62,4.82,4.781,4.792,16388.0,0.0,1.0
296,20.128,39.757,100494.2,1.19,2.56525,14.075,13.745,13.744,13.825,4.864,4.82,4.806,4.806,16441.0,0.0,1.0
297,20.128,39.742,100491.51,1.1899,2.56363,12.45,13.356,13.486,13.825,4.575,4.82,4.738,4.761,16495.0,0.0,1.0
298,20.118,39.765,100497.33,1.19,2.563,11.825,12.897,13.154,13.825,4.458,4.82,4.656,4.702,16548.0,0.0,1.0
299,20.128,39.727,100498.234,1.19,2.56425,13.075,12.951,13.138,13.825,4.688,4.82,4.665,4.699,16603.0,0.0,1.0
300,20.118,39.742,100498.234,1.19,2.566,14.825,13.513,13.475,13.825,4.992,4.82,4.766,4.759,16657.0,0.0,1.0
301,20.107,39.765,100491.94,1.19,2.5645,13.325,13.457,13.445,13.575,4.732,4.777,4.756,4.754,16710.0,0.0,1.0
302,20.118,39.742,100491.94,1.19,2.56425,13.075,13.342,13.371,13.45,4.688,4.755,4.735,4.741,16764.0,0.0,1.0
303,20.096,39.742,100495.55,1.1901,2.56488,13.7,13.45,13.437,13.7,4.798,4.798,4.754,4.752,16819.0,0.0,1.0
304,20.107,39.727,100491.51,1.19,2.56438,13.2,13.375,13.39,13.45,4.71,4.754,4.741,4.744,16872.0,0.0,1.0
305,20.118,39.734,100491.51,1.19,2.565,13.825,13.51,13.477,13.45,4.82,4.755,4.765,4.759,16926.0,0.0,1.0
306,20.128,39.742,100495.984,1.19,2.5655,14.325,13.755,13.647,13.45,4.907,4.755,4.808,4.789,16979.0,0.0,1.0
307,20.118,39.727,100492.85,1.19,2.56475,13.575,13.701,13.632,13.575,4.777,4.777,4.799,4.787,17034.0,0.0,1.0
308,20.107,39.75,100489.25,1.19,2.56488,13.7,13.701,13.646,13.575,4.799,4.777,4.799,4.789,17088.0,0.0,1.0
309,20.118,39.75,100489.25,1.1899,2.56513,13.95,13.776,13.707,13.7,4.842,4.799,4.812,4.8,17141.0,0.0,1.0
310,20.107,39.727,100489.76,1.19,2.566,14.825,14.09,13.93,13.7,4.992,4.799,4.866,4.839,17196.0,0.0,1.0
311,20.107,39.75,100494.64,1.1901,2.56613,14.95,14.348,14.134,13.7,5.013,4.798,4.911,4.874,17250.0,0.0,1.0
312,20.118,39.75,100493.29,1.19,2.56438,13.2,14.004,13.948,13.7,4.71,4.799,4.851,4.842,17303.0,0.0,1.0
313,20.107,39.734,100494.64,1.1901,2.56675,15.575,14.475,14.273,13.7,5.116,4.798,4.932,4.898,17357.0,0.0,1.0
314,20.128,39.727,100494.64,1.19,2.56463,13.45,14.168,14.109,13.7,4.755,4.799,4.88,4.87,17411.0,0.0,1.0
315,20.107,39.727,100494.64,1.1901,2.56413,12.95,13.802,13.877,13.7,4.665,4.798,4.816,4.829,17465.0,0.0,1.0
316,20.118,39.742,100494.64,1.19,2.56425,13.075,13.584,13.717,13.575,4.688,4.777,4.778,4.801,17519.0,0.0,1.0
317,20.096,39.727,100495.984,1.1901,2.564,12.825,13.357,13.538,13.575,4.643,4.776,4.738,4.77,17572.0,0.0,1.0
318,20.118,39.727,100495.984,1.19,2.563,11.825,12.897,13.196,13.45,4.458,4.754,4.656,4.709,17627.0,0.0,1.0
319,20.107,39.742,100496.89,1.1901,2.56525,14.075,13.251,13.372,13.575,4.864,4.776,4.719,4.74,17681.0,0.0,1.0
320,20.107,39.742,100491.51,1.19,2.56663,15.45,13.911,13.787,13.7,5.096,4.798,4.835,4.814,17734.0,0.0,1.0
321,20.118,39.75,100495.984,1.19,2.56525,14.075,13.96,13.845,13.7,4.864,4.798,4.844,4.824,17788.0,0.0,1.0
322,20.128,39.742,100494.64,1.19,2.5665,15.325,14.37,14.141,13.7,5.075,4.799,4.914,4.875,17842.0,0.0,1.0
323,20.128,39.742,100494.64,1.19,2.56488,13.7,14.169,14.053,13.7,4.799,4.799,4.88,4.86,17896.0,0.0,1.0
324,20.118,39.75,100495.55,1.19,2.56363,12.45,13.653,13.732,13.7,4.574,4.798,4.79,4.804,17950.0,0.0,1.0
325,20.118,39.734,100495.14,1.19,2.56438,13.2,13.517,13.626,13.7,4.71,4.798,4.766,4.785,18003.0,0.0,1.0
326,20.128,39.719,100491.51,1.1899,2.56425,13.075,13.385,13.516,13.7,4.688,4.799,4.743,4.766,18058.0,0.0,1.0
327,20.107,39.734,100491.51,1.19,2.56413,12.95,13.254,13.403,13.7,4.665,4.798,4.72,4.746,18112.0,0.0,1.0
328,20.118,39.719,100492.375,1.19,2.5645,13.325,13.276,13.387,13.575,4.732,4.777,4.724,4.743,18165.0,0.0,1.0
329,20.107,39.742,100496.42,1.1901,2.56525,14.075,13.516,13.525,13.7,4.864,4.798,4.766,4.768,18220.0,0.0,1.0
330,20.118,39.727,100494.64,1.19,2.56438,13.2,13.421,13.46,13.45,4.71,4.754,4.749,4.756,18273.0,0.0,1.0
331,20.118,39.742,100491.11,1.19,2.56463,13.45,13.43,13.458,13.45,4.755,4.755,4.751,4.756,18327.0,0.0,1.0
332,20.118,39.734,100491.11,1.19,2.566,14.825,13.848,13.731,13.45,4.992,4.755,4.824,4.804,18381.0,0.0,1.0
333,20.118,39.75,100497.33,1.19,2.5645,13.325,13.691,13.65,13.325,4.732,4.732,4.797,4.79,18435.0,0.0,1.0
334,20.118,39.742,100490.16,1.19,2.564,12.825,13.432,13.485,13.325,4.643,4.732,4.751,4.761,18489.0,0.0,1.0
335,20.118,39.742,100491.11,1.19,2.56488,13.7,13.512,13.528,13.325,4.799,4.732,4.766,4.768,18543.0,0.0,1.0
336,20.118,39.742,100491.11,1.19,2.56463,13.45,13.494,13.513,13.325,4.755,4.732,4.762,4.766,18596.0,0.0,1.0
337,20.139,39.742,100493.8,1.1899,2.5645,13.325,13.443,13.475,13.325,4.733,4.733,4.753,4.759,18651.0,0.0,1.0
338,20.128,39.727,100494.64,1.19,2.56525,14.075,13.633,13.595,13.45,4.864,4.755,4.787,4.78,18705.0,0.0,1.0
339,20.118,39.727,100491.03,1.19,2.56575,14.575,13.915,13.791,13.45,4.949,4.755,4.836,4.814,18758.0,0.0,1.0
340,20.118,39.727,100495.55,1.19,2.56513,13.95,13.926,13.823,13.7,4.842,4.798,4.838,4.82,18812.0,0.0,1.0
341,20.096,39.734,100495.55,1.1901,2.56313,11.95,13.333,13.448,13.45,4.481,4.754,4.734,4.754,18867.0,0.0,1.0
342,20.107,39.727,100493.29,1.19,2.56463,13.45,13.368,13.449,13.45,4.754,4.754,4.74,4.754,18920.0,0.0,1.0
343,20.107,39.727,100488.81,1.19,2.56488,13.7,13.468,13.499,13.45,4.799,4.755,4.758,4.763,18974.0,0.0,1.0
344,20.118,39.719,100492.85,1.19,2.56438,13.2,13.388,13.439,13.45,4.71,4.755,4.743,4.753,19027.0,0.0,1.0
345,20.118,39.719,100492.85,1.19,2.56538,14.2,13.631,13.592,13.45,4.885,4.755,4.786,4.779,19082.0,0.0,1.0
346,20.128,39.742,100497.33,1.19,2.565,13.825,13.69,13.638,13.45,4.82,4.755,4.797,4.788,19136.0,0.0,1.0
347,20.107,39.727,100491.51,1.19,2.56463,13.45,13.618,13.601,13.45,4.754,4.754,4.784,4.781,19189.0,0.0,1.0
348,20.096,39.719,100487.47,1.19,2.5655,14.325,13.83,13.746,13.45,4.907,4.754,4.821,4.806,19244.0,0.0,1.0
349,20.118,39.727,100490.16,1.19,2.56488,13.7,13.791,13.736,13.7,4.799,4.799,4.814,4.805,19298.0,0.0,1.0
350,20.107,39.727,100490.16,1.19,2.56525,14.075,13.876,13.804,13.7,4.864,4.799,4.829,4.817,19351.0,0.0,1.0
351,20.107,39.712,100489.25,1.19,2.56463,13.45,13.748,13.733,13.7,4.755,4.799,4.807,4.804,19405.0,0.0,1.0
352,20.128,39.719,100491.51,1.1899,2.56463,13.45,13.659,13.677,13.7,4.755,4.799,4.791,4.795,19459.0,0.0,1.0
353,20.118,39.734,100487.47,1.1899,2.56425,13.075,13.484,13.556,13.7,4.688,4.799,4.761,4.773,19513.0,0.0,1.0
354,20.118,39.727,100487.47,1.1899,2.56363,12.45,13.174,13.335,13.45,4.575,4.755,4.706,4.734,19567.0,0.0,1.0
355,20.128,39.727,100490.16,1.1899,2.56488,13.7,13.332,13.408,13.7,4.799,4.799,4.734,4.747,19620.0,0.0,1.0
356,20.118,39.727,100490.59,1.19,2.56375,12.575,13.105,13.242,13.7,4.597,4.799,4.693,4.718,19675.0,0.0,1.0
357,20.107,39.719,100494.64,1.1901,2.56375,12.575,12.946,13.108,13.45,4.597,4.754,4.664,4.694,19729.0,0.0,1.0
358,20.128,39.727,100490.16,1.1899,2.565,13.825,13.21,13.252,13.7,4.821,4.799,4.712,4.719,19782.0,0.0,1.0
359,20.107,39.719,100490.16,1.19,2.56525,14.075,13.469,13.416,13.7,4.864,4.799,4.758,4.749,19836.0,0.0,1.0
360,20.118,39.719,100488.81,1.1899,2.56513,13.95,13.614,13.523,13.7,4.842,4.799,4.783,4.768,19891.0,0.0,1.0
361,20.118,39.719,100490.59,1.19,2.56413,12.95,13.415,13.409,13.7,4.665,4.799,4.748,4.747,19944.0,0.0,1.0
362,20.118,39.734,100488.81,1.1899,2.56538,14.2,13.65,13.567,13.7,4.885,4.799,4.79,4.775,19998.0,0.0,1.0
363,20.107,39.742,100488.81,1.19,2.56575,14.575,13.928,13.769,13.7,4.949,4.799,4.838,4.81,20052.0,0.0,1.0
364,20.118,39.719,100487.91,1.1899,2.56388,12.7,13.56,13.555,13.7,4.62,4.799,4.774,4.773,20106.0,325.0,1.0
365,20.118,39.719,100493.29,1.19,2.56375,12.575,13.264,13.359,13.7,4.597,4.799,4.722,4.738,20160.0,325.0,1.0
366,20.096,39.719,100490.16,1.19,2.565,13.825,13.433,13.452,13.7,4.82,4.798,4.751,4.755,20214.0,325.0,1.0
367,20.118,39.727,100488.81,1.1899,2.56388,12.7,13.213,13.302,13.7,4.62,4.799,4.712,4.728,20268.0,325.0,1.0
368,20.107,39.704,100488.81,1.19,2.564,12.825,13.097,13.207,13.45,4.643,4.755,4.692,4.711,20322.0,325.0,1.0
369,20.096,39.719,100490.59,1.1901,2.566,14.825,13.615,13.53,13.7,4.992,4.798,4.783,4.769,20376.0,325.0,1.0
370,20.107,39.712,100489.25,1.19,2.56413,12.95,13.416,13.414,13.45,4.665,4.755,4.748,4.748,20429.0,325.0,1.0
371,20.118,39.712,100491.51,1.19,2.56463,13.45,13.426,13.421,13.45,4.755,4.755,4.75,4.749,20484.0,325.0,1.0
372,20.118,39.712,100491.51,1.19,2.5665,15.325,13.996,13.802,13.45,5.075,4.755,4.85,4.816,20538.0,325.0,1.0
373,20.107,39.704,100491.51,1.19,2.56513,13.95,13.982,13.832,13.45,4.842,4.754,4.848,4.821,20592.0,325.0,1.0
374,20.085,39.712,100493.72,1.1901,2.56313,11.95,13.373,13.456,13.45,4.481,4.754,4.741,4.755,20645.0,325.0,1.0
375,20.118,39.719,100494.64,1.19,2.56488,13.7,13.471,13.504,13.7,4.798,4.798,4.758,4.764,20700.0,325.0,1.0
376,20.128,39.719,100491.94,1.1899,2.56625,15.075,13.952,13.819,13.7,5.034,4.799,4.843,4.819,20754.0,325.0,1.0
377,20.128,39.704,100491.94,1.1899,2.565,13.825,13.914,13.82,13.825,4.82,4.82,4.836,4.82,20808.0,325.0,1.0
378,20.118,39.719,100494.2,1.19,2.56638,15.2,14.3,14.096,13.825,5.054,4.82,4.902,4.867,20861.0,325.0,1.0
379,20.128,39.719,100495.984,1.19,2.56588,14.7,14.42,14.217,13.825,4.971,4.82,4.923,4.888,20916.0,325.0,1.0
380,20.118,39.727,100492.375,1.19,2.5665,15.325,14.692,14.439,13.95,5.075,4.842,4.969,4.926,20970.0,325.0,1.0
381,20.118,39.704,100492.375,1.19,2.56613,14.95,14.769,14.541,13.95,5.013,4.842,4.982,4.944,21024.0,325.0,1.0
382,20.118,39.719,100490.16,1.19,2.56688,15.7,15.049,14.773,13.95,5.137,4.842,5.029,4.983,21078.0,325.0,1.0
383,20.118,39.719,100493.29,1.19,2.5665,15.325,15.132,14.883,14.2,5.075,4.885,5.043,5.001,21132.0,325.0,1.0
384,20.118,39.704,100496.89,1.19,2.56525,14.075,14.815,14.722,14.075,4.864,4.864,4.99,4.974,21186.0,325.0,1.0
385,20.118,39.704,100492.85,1.19,2.56663,15.45,15.005,14.867,14.075,5.096,4.864,5.022,4.999,21239.0,325.0,1.0
386,20.107,39.712,100492.85,1.19,2.56725,16.075,15.326,15.109,14.7,5.198,4.97,5.075,5.039,21294.0,325.0,1.0
387,20.128,39.719,100493.8,1.19,2.56875,17.575,16.001,15.602,14.825,5.435,4.992,5.186,5.121,21348.0,325.0,1.0
388,20.118,39.704,100495.55,1.19,2.56813,16.95,16.286,15.872,14.95,5.337,5.013,5.232,5.165,21402.0,325.0,1.0
389,20.107,39.719,100491.11,1.19,2.56888,17.7,16.71,16.237,15.075,5.454,5.034,5.299,5.224,21455.0,325.0,1.0
390,20.096,39.719,100491.11,1.1901,2.56788,16.7,16.707,16.33,15.2,5.298,5.054,5.299,5.239,21510.0,325.0,1.0
391,20.107,39.704,100495.14,1.1901,2.57,18.825,17.343,16.829,15.325,5.625,5.075,5.399,5.318,21564.0,325.0,1.0
392,20.107,39.704,100494.64,1.1901,2.568,16.825,17.187,16.828,15.325,5.318,5.075,5.374,5.318,21617.0,325.0,1.0
393,20.118,39.719,100494.2,1.19,2.56975,18.575,17.604,17.178,15.325,5.587,5.075,5.439,5.373,21671.0,325.0,1.0
394,20.107,39.727,100491.51,1.19,2.57038,19.2,18.083,17.582,15.45,5.681,5.096,5.513,5.436,21726.0,325.0,1.0
395,20.107,39.704,100491.51,1.19,2.571,19.825,18.605,18.031,15.7,5.772,5.137,5.592,5.505,21780.0,325.0,1.0
