0,20.214,41.581,102154.22,1.2091,2.559,-15.0,-5.25,-3.0,0.0,0.0,0.0,2.947,2.228,512.0,0.0,1.0,40.337
1,20.225,41.512,102149.22,1.209,2.559,-15.0,-8.662,-5.4,0.0,0.0,0.0,3.785,2.989,566.0,0.0,1.0,40.316
2,20.203,41.52,102150.5,1.2091,2.559,-15.0,-10.881,-7.32,0.0,0.0,0.0,4.242,3.48,620.0,0.0,1.0,40.317
3,20.225,41.527,102158.03,1.2091,2.55875,-15.25,-12.41,-8.906,0.0,0.0,0.0,4.531,3.838,674.0,0.0,1.0,40.352
4,20.214,41.52,102150.79,1.2091,2.55888,-15.125,-13.36,-10.15,0.0,0.0,0.0,4.701,4.097,728.0,0.0,1.0,40.33
5,20.225,41.512,102150.79,1.209,2.55888,-15.125,-13.978,-11.145,0.0,0.0,0.0,4.809,4.294,782.0,0.0,1.0,40.33
6,20.225,41.527,102148.984,1.209,2.55888,-15.125,-14.379,-11.941,0.0,0.0,0.0,4.877,4.444,836.0,0.0,1.0,40.298
7,20.214,41.52,102156.11,1.2091,2.55838,-15.625,-14.815,-12.678,0.0,0.0,0.0,4.95,4.579,890.0,0.0,1.0,40.365
8,20.214,41.535,102152.92,1.2091,2.55888,-15.125,-14.924,-13.167,0.0,0.0,0.0,4.968,4.667,945.0,0.0,1.0,40.321
9,20.203,41.535,102152.92,1.2092,2.5585,-15.5,-15.125,-13.634,0.0,0.0,0.0,5.002,4.749,999.0,0.0,1.0,40.321
10,20.214,41.527,102156.06,1.2091,2.55875,-15.25,-15.169,-13.957,0.0,0.0,0.0,5.009,4.805,1053.0,0.0,1.0,40.311
11,20.225,41.535,102151.11,1.209,2.55913,-14.875,-15.066,-14.14,0.0,0.0,0.0,4.992,4.836,1107.0,0.0,1.0,40.344
12,20.214,41.535,102151.52,1.2091,2.55863,-15.375,-15.174,-14.387,0.0,0.0,0.0,5.01,4.878,1162.0,0.0,1.0,40.322
13,20.214,41.527,102152.41,1.2091,2.55913,-14.875,-15.069,-14.485,0.0,0.0,0.0,4.993,4.895,1216.0,0.0,1.0,40.345
14,20.225,41.527,102152.41,1.2091,2.55925,-14.75,-14.957,-14.538,0.0,0.0,0.0,4.974,4.904,1269.0,0.0,1.0,40.345
15,20.214,41.543,102156.45,1.2091,2.559,-15.0,-14.972,-14.63,0.0,0.0,0.0,4.976,4.919,1324.0,0.0,1.0,40.356
16,20.203,41.535,102159.59,1.2092,2.55925,-14.75,-14.894,-14.654,0.0,0.0,0.0,4.963,4.923,1378.0,0.0,1.0,40.378
17,20.225,41.535,102157.8,1.2091,2.55875,-15.25,-15.019,-14.773,0.0,0.0,0.0,4.984,4.943,1432.0,0.0,1.0,40.345
18,20.214,41.535,102158.24,1.2092,2.55863,-15.375,-15.143,-14.894,0.0,0.0,0.0,5.005,4.963,1486.0,0.0,1.0,40.356
19,20.225,41.527,102158.24,1.2091,2.5585,-15.5,-15.268,-15.015,0.0,0.0,0.0,5.025,4.984,1541.0,0.0,1.0,40.356
20,20.214,41.535,102156.89,1.2092,2.55888,-15.125,-15.218,-15.037,0.0,0.0,0.0,5.017,4.987,1595.0,0.0,1.0,40.334
21,20.225,41.527,102157.75,1.2091,2.55863,-15.375,-15.273,-15.104,0.0,0.0,0.0,5.026,4.998,1649.0,0.0,1.0,40.301
22,20.214,41.512,102154.61,1.2091,2.5585,-15.5,-15.352,-15.183,0.0,0.0,0.0,5.039,5.011,1703.0,0.0,1.0,40.334
23,20.225,41.527,102154.61,1.2091,2.55875,-15.25,-15.316,-15.197,0.0,0.0,0.0,5.033,5.014,1758.0,0.0,1.0,40.334
24,20.225,41.527,102151.5,1.209,2.559,-15.0,-15.206,-15.157,0.0,0.0,0.0,5.015,5.007,1812.0,0.0,1.0,40.323
25,20.225,41.535,102155.95,1.2091,2.55863,-15.375,-15.265,-15.201,0.0,0.0,0.0,5.025,5.014,1866.0,0.0,1.0,40.367
