1,20.203,41.321,102153.53,1.2092,2.55913,-14.875,-5.206,-2.975,0.0,0.0,0.0,2.934,2.218,512.0,0.0,1.0,39.785
2,20.193,41.283,102151.67,1.2092,2.55925,-14.75,-8.546,-5.33,0.0,0.0,0.0,3.76,2.969,566.0,0.0,1.0,39.786
3,20.203,41.283,102150.26,1.2091,2.55888,-15.125,-10.849,-7.289,0.0,0.0,0.0,4.236,3.472,620.0,0.0,1.0,39.799
4,20.225,41.276,102150.16,1.2091,2.55875,-15.25,-12.389,-8.881,0.0,0.0,0.0,4.527,3.833,674.0,0.0,1.0,39.756
5,20.225,41.283,102155.03,1.2091,2.55888,-15.125,-13.347,-10.13,0.0,0.0,0.0,4.699,4.093,729.0,0.0,1.0,39.812
6,20.203,41.283,102155.03,1.2092,2.55888,-15.125,-13.969,-11.129,0.0,0.0,0.0,4.807,4.29,782.0,0.0,1.0,39.812
7,20.214,41.276,102153.19,1.2091,2.559,-15.0,-14.33,-11.903,0.0,0.0,0.0,4.869,4.437,836.0,0.0,1.0,39.791
8,20.225,41.298,102151.83,1.2091,2.559,-15.0,-14.564,-12.522,0.0,0.0,0.0,4.908,4.551,890.0,0.0,1.0,39.78
9,20.214,41.283,102155.81,1.2092,2.5585,-15.5,-14.892,-13.118,0.0,0.0,0.0,4.963,4.658,945.0,0.0,1.0,39.759
10,20.203,41.276,102155.81,1.2092,2.55863,-15.375,-15.061,-13.569,0.0,0.0,0.0,4.991,4.737,999.0,0.0,1.0,39.759
11,20.203,41.283,102152.22,1.2092,2.559,-15.0,-15.039,-13.855,0.0,0.0,0.0,4.988,4.787,1053.0,0.0,1.0,39.792
12,20.203,41.283,102148.17,1.2091,2.55825,-15.75,-15.288,-14.234,0.0,0.0,0.0,5.029,4.852,1107.0,0.0,1.0,39.781
13,20.214,41.291,102151.31,1.2091,2.55838,-15.625,-15.406,-14.512,0.0,0.0,0.0,5.048,4.899,1162.0,0.0,1.0,39.792
14,20.225,41.283,102149.47,1.209,2.55863,-15.375,-15.395,-14.685,0.0,0.0,0.0,5.046,4.929,1216.0,0.0,1.0,39.782
15,20.214,41.291,102149.47,1.2091,2.55838,-15.625,-15.475,-14.873,0.0,0.0,0.0,5.059,4.96,1269.0,0.0,1.0,39.782
16,20.203,41.283,102150.375,1.2091,2.55863,-15.375,-15.44,-14.973,0.0,0.0,0.0,5.054,4.977,1324.0,0.0,1.0,39.792
17,20.203,41.276,102152.61,1.2092,2.5585,-15.5,-15.461,-15.078,0.0,0.0,0.0,5.057,4.994,1378.0,0.0,1.0,39.727
18,20.214,41.283,102155.75,1.2092,2.55863,-15.375,-15.431,-15.138,0.0,0.0,0.0,5.052,5.004,1432.0,0.0,1.0,39.749
19,20.214,41.298,102146.72,1.2091,2.55813,-15.875,-15.586,-15.285,0.0,0.0,0.0,5.078,5.028,1486.0,0.0,1.0,39.804
20,20.214,41.291,102146.72,1.2091,2.55875,-15.25,-15.468,-15.278,0.0,0.0,0.0,5.058,5.027,1541.0,0.0,1.0,39.805
21,20.225,41.283,102151.66,1.2091,2.5585,-15.5,-15.479,-15.322,0.0,0.0,0.0,5.06,5.034,1595.0,0.0,1.0,39.794
22,20.225,41.283,102153.9,1.2091,2.55875,-15.25,-15.399,-15.308,0.0,0.0,0.0,5.047,5.032,1649.0,0.0,1.0,39.805
23,20.182,41.283,102151.66,1.2093,2.55863,-15.375,-15.391,-15.321,0.0,0.0,0.0,5.045,5.034,1703.0,0.0,1.0,39.805
24,20.193,41.306,102151.66,1.2092,2.55838,-15.625,-15.472,-15.382,0.0,0.0,0.0,5.059,5.044,1758.0,0.0,1.0,39.805
25,20.203,41.291,102152.11,1.2092,2.55863,-15.375,-15.438,-15.38,0.0,0.0,0.0,5.053,5.044,1812.0,0.0,1.0,39.827
26,20.203,41.276,102155.25,1.2092,2.55863,-15.375,-15.416,-15.379,0.0,0.0,0.0,5.05,5.044,1866.0,0.0,1.0,39.75
27,20.193,41.283,102156.59,1.2093,2.55875,-15.25,-15.358,-15.353,0.0,0.0,0.0,5.04,5.039,1921.0,0.0,1.0,39.771
28,20.214,41.276,102150.766,1.2091,2.55863,-15.375,-15.364,-15.358,0.0,0.0,0.0,5.041,5.04,1975.0,0.0,1.0,39.816
29,20.225,41.283,102150.766,1.2091,2.55863,-15.375,-15.368,-15.361,0.0,0.0,0.0,5.042,5.041,2029.0,0.0,1.0,39.816
30,20.225,41.276,102151.2,1.2091,2.559,-15.0,-15.239,-15.289,0.0,0.0,0.0,5.021,5.029,2083.0,0.0,1.0,39.771
31,20.214,41.283,102155.25,1.2092,2.55838,-15.625,-15.374,-15.356,0.0,0.0,0.0,5.043,5.04,2137.0,0.0,1.0,39.86
32,20.246,41.291,102153.44,1.209,2.5585,-15.5,-15.418,-15.385,0.0,0.0,0.0,5.05,5.045,2191.0,0.0,1.0,39.794
33,20.225,41.283,102153.44,1.2091,2.55825,-15.75,-15.534,-15.458,0.0,0.0,0.0,5.069,5.057,2245.0,0.0,1.0,39.794
34,20.193,41.276,102153.0,1.2092,2.55825,-15.75,-15.61,-15.516,0.0,0.0,0.0,5.081,5.066,2299.0,0.0,1.0,39.771
35,20.225,41.291,102151.66,1.2091,2.55875,-15.25,-15.484,-15.463,0.0,0.0,0.0,5.061,5.057,2354.0,0.0,1.0,39.805
36,20.214,41.276,102152.09,1.2091,2.55863,0.081,-10.036,-12.354,0.081,0.367,0.367,4.074,4.52,2408.0,0.0,1.0,39.838
37,20.214,41.291,102151.66,1.2091,2.55875,0.206,-6.451,-9.842,0.206,0.584,0.584,3.267,4.035,2462.0,0.0,1.0,39.794
