Muestra,Temp,Hum,Hum2,Pres,Den,Vol,DP,DP1,Vel1,Vel2,Tiempo,PWM,Paro,VelRef,Error
0,18.809,34.89,34.479,100264.56,1.1934,2.57525,2.25,2.25,1.942,1.942,512.0,0.0,0.0,0.0,-110.46
1,18.809,34.844,34.491,100267.62,1.1935,2.57488,1.875,2.25,1.773,1.942,565.0,0.0,0.0,0.0,-110.45
2,18.809,34.829,34.459,100260.766,1.1934,2.57513,2.125,2.125,1.887,1.887,618.0,0.0,0.0,0.0,-107.35
3,18.809,34.836,34.46,100265.125,1.1934,2.57463,1.625,2.125,1.65,1.887,670.0,0.0,0.0,0.0,-107.35
4,18.809,34.836,34.472,100265.92,1.1934,2.57475,1.75,1.875,1.713,1.773,723.0,0.0,0.0,0.0,-100.83
5,18.798,34.836,34.473,100265.92,1.1935,2.575,2.0,2.0,1.831,1.831,777.0,0.0,0.0,0.0,-104.13
6,18.82,34.852,34.495,100264.95,1.1934,2.57488,1.875,1.875,1.773,1.773,829.0,0.0,0.0,0.0,-100.83
7,18.809,34.859,34.463,100261.75,1.1934,2.57475,1.75,1.875,1.713,1.773,882.0,0.0,0.0,0.0,-100.83
8,18.798,34.844,34.507,100263.53,1.1934,2.57525,2.25,1.875,1.942,1.773,935.0,0.0,0.0,0.0,-100.83
9,18.809,34.844,34.507,100263.53,1.1934,2.575,2.0,2.0,1.831,1.831,988.0,0.0,0.0,0.0,-104.14
10,18.82,34.844,34.475,100261.28,1.1933,2.57488,1.875,1.875,1.773,1.773,1041.0,0.0,0.0,0.0,-100.84
11,18.83,34.844,34.508,100263.0,1.1933,2.57488,1.875,1.875,1.773,1.773,1094.0,0.0,0.0,0.0,-100.84
12,18.82,34.852,34.464,100263.39,1.1934,2.57488,1.875,1.875,1.773,1.773,1147.0,0.0,0.0,0.0,-100.83
13,18.809,34.829,34.464,100263.39,1.1934,2.57513,2.125,1.875,1.887,1.773,1200.0,0.0,0.0,0.0,-100.83
14,18.83,34.836,34.453,100259.805,1.1933,2.57475,1.75,1.875,1.713,1.773,1253.0,0.0,0.0,0.0,-100.84
15,18.82,34.844,34.508,100268.3,1.1934,2.57488,1.875,1.875,1.773,1.773,1306.0,0.0,0.0,0.0,-100.83
16,18.809,34.844,34.475,100269.21,1.1935,2.57463,1.625,1.875,1.65,1.773,1359.0,0.0,0.0,0.0,-100.83
17,18.809,34.821,34.475,100269.21,1.1935,2.5745,1.5,1.875,1.586,1.773,1413.0,0.0,0.0,0.0,-100.83
18,18.83,34.844,34.442,100266.516,1.1933,2.57513,2.125,1.875,1.887,1.773,1465.0,0.0,0.0,0.0,-100.83
19,18.82,34.844,34.497,100264.266,1.1934,2.57488,1.875,1.875,1.773,1.773,1518.0,0.0,0.0,0.0,-100.83
20,18.809,34.836,34.464,100261.14,1.1934,2.575,2.0,1.875,1.831,1.773,1571.0,0.0,0.0,0.0,-100.83
21,18.809,34.836,34.498,100262.016,1.1934,2.5745,1.5,1.875,1.586,1.773,1625.0,0.0,0.0,0.0,-100.83
22,18.809,34.844,34.498,100262.016,1.1934,2.57463,1.625,1.875,1.65,1.773,1678.0,0.0,0.0,0.0,-100.83
23,18.809,34.852,34.454,100262.42,1.1934,2.57475,1.75,1.875,1.713,1.773,1730.0,0.0,0.0,0.0,-100.83
24,18.83,34.844,34.498,100266.05,1.1933,2.575,2.0,1.875,1.831,1.773,1783.0,0.0,0.0,0.0,-100.84
25,18.82,34.844,34.498,100267.8,1.1934,2.574,1.0,1.875,1.295,1.773,1837.0,0.0,0.0,0.0,-100.83
26,18.809,34.836,34.498,100267.8,1.1935,2.57463,1.625,1.875,1.65,1.773,1890.0,0.0,0.0,0.0,-100.83
27,18.82,34.836,34.486,100265.11,1.1934,2.57475,1.75,1.875,1.713,1.773,1943.0,0.0,0.0,0.0,-100.83
28,18.82,34.836,34.433,100267.33,1.1934,2.57475,1.75,1.875,1.713,1.773,1996.0,0.0,0.0,0.0,-100.83
29,18.809,34.844,34.498,100265.55,1.1934,2.57525,2.25,1.875,1.942,1.773,2050.0,0.0,0.0,0.0,-100.83
30,18.809,34.829,34.498,100265.55,1.1934,2.57475,1.75,1.875,1.713,1.773,2103.0,0.0,0.0,0.0,-100.83
31,18.82,34.829,34.465,100261.516,1.1933,2.57488,1.875,1.875,1.773,1.773,2155.0,0.0,0.0,0.0,-100.84
32,18.82,34.829,34.487,100265.984,1.1934,2.57488,1.875,1.875,1.773,1.773,2208.0,0.0,0.0,0.0,-100.83
33,18.83,34.836,34.52,100265.55,1.1933,2.57475,1.75,1.875,1.713,1.773,2262.0,0.0,0.0,0.0,-100.84
34,18.83,34.836,34.52,100265.55,1.1933,2.57488,1.875,1.875,1.773,1.773,2315.0,0.0,0.0,0.0,-100.84
35,18.82,34.806,34.499,100266.82,1.1934,2.575,0.237,1.875,0.631,1.773,2368.0,0.0,0.0,0.0,-100.83
36,18.82,34.821,34.51,100264.64,1.1934,2.57463,-0.138,1.875,0.0,1.773,2421.0,0.0,0.0,0.0,-100.83
37,18.809,34.829,34.531,100266.414,1.1934,2.57413,-0.638,1.875,0.0,1.773,2473.0,0.0,0.0,0.0,-100.83
38,18.841,34.821,34.476,100264.2,1.1933,2.57463,-0.138,1.875,0.0,1.773,2527.0,0.0,0.0,0.0,-100.84
39,18.809,34.836,34.476,100264.2,1.1934,2.57463,-0.138,1.875,0.0,1.773,2580.0,0.0,0.0,0.0,-100.83
40,18.83,34.829,34.486,100261.516,1.1933,2.575,0.237,1.875,0.631,1.773,2633.0,0.0,0.0,0.0,-100.84
41,18.809,34.813,34.477,100271.79,1.1935,2.57463,-0.138,1.875,0.0,1.773,2686.0,0.0,0.0,0.0,-100.83
42,18.809,34.821,34.499,100270.016,1.1935,2.5745,-0.263,1.75,0.0,1.713,2739.0,0.0,0.0,0.0,-97.41
43,18.83,34.829,34.499,100270.016,1.1934,2.57463,-0.138,1.875,0.0,1.773,2792.0,0.0,0.0,0.0,-100.83
44,18.809,34.821,34.487,100265.984,1.1934,2.57463,-0.138,1.875,0.0,1.773,2845.0,0.0,0.0,0.0,-100.83
45,18.83,34.836,34.564,100265.47,1.1933,2.57475,-0.012,1.875,0.0,1.773,2898.0,0.0,0.0,0.0,-100.84
46,18.809,34.813,34.499,100260.09,1.1934,2.5745,-0.263,1.75,0.0,1.713,2951.0,0.0,0.0,0.0,-97.42
47,18.809,34.829,34.499,100260.09,1.1934,2.57438,-0.387,1.875,0.0,1.773,3004.0,0.0,0.0,0.0,-100.83
48,18.82,34.829,34.531,100269.11,1.1934,2.57438,-0.387,1.75,0.0,1.713,3057.0,0.0,0.0,0.0,-97.41
49,18.82,34.836,34.443,100265.08,1.1934,2.57463,-0.138,1.75,0.0,1.713,3109.0,0.0,0.0,0.0,-97.42
50,18.82,34.821,34.51,100265.08,1.1934,2.57413,-0.638,1.75,0.0,1.713,3163.0,0.0,0.0,0.0,-97.42
51,18.82,34.821,34.51,100262.38,1.1933,2.57413,-0.638,1.75,0.0,1.713,3216.0,0.0,0.0,0.0,-97.42
52,18.83,34.829,34.477,100261.95,1.1933,2.574,-0.762,1.75,0.0,1.713,3268.0,0.0,0.0,0.0,-97.42
53,18.83,34.829,34.454,100261.95,1.1933,2.57438,-0.387,1.75,0.0,1.713,3321.0,0.0,0.0,0.0,-97.42
54,18.82,34.813,34.531,100268.67,1.1934,2.57475,-0.012,1.75,0.0,1.713,3375.0,0.0,0.0,0.0,-97.41
55,18.841,34.844,34.509,100269.58,1.1933,2.5745,-0.263,1.75,0.0,1.713,3427.0,0.0,0.0,0.0,-97.42
56,18.841,34.806,34.509,100269.58,1.1933,2.57538,0.612,1.75,1.013,1.713,3480.0,0.0,0.0,0.0,-97.42
57,18.83,34.813,34.454,100265.11,1.1933,2.57513,0.363,1.75,0.78,1.713,3533.0,0.0,0.0,0.0,-97.42
58,18.841,34.829,34.477,100265.984,1.1933,2.57538,0.612,1.75,1.013,1.713,3586.0,0.0,0.0,0.0,-97.42
59,18.83,34.821,34.487,100261.95,1.1933,2.57488,0.112,1.75,0.434,1.713,3639.0,0.0,0.0,0.0,-97.42
60,18.83,34.829,34.487,100261.95,1.1933,2.57488,0.112,1.625,0.434,1.65,3692.0,0.0,0.0,0.0,-93.87
61,18.82,34.806,34.51,100261.05,1.1933,2.57525,0.488,1.625,0.904,1.65,3744.0,0.0,0.0,0.0,-93.87
62,18.83,34.813,34.422,100267.76,1.1934,2.575,0.237,1.625,0.631,1.65,3798.0,0.0,0.0,0.0,-93.87
63,18.82,34.829,34.487,100269.11,1.1934,2.57488,0.112,1.0,0.434,1.295,3851.0,0.0,0.0,0.0,-73.64
64,18.809,34.813,34.487,100269.11,1.1935,2.57475,-0.012,0.612,0.0,1.013,3903.0,0.0,0.0,0.0,-57.62
65,18.809,34.829,34.466,100267.76,1.1935,2.57475,-0.012,0.612,0.0,1.013,3956.0,0.0,0.0,0.0,-57.63
66,18.82,34.829,34.422,100269.11,1.1934,2.57463,-0.138,0.612,0.0,1.013,4009.0,0.0,0.0,0.0,-57.63
67,18.83,34.829,34.499,100269.11,1.1934,2.57475,-0.012,0.612,0.0,1.013,4062.0,0.0,0.0,0.0,-57.63
68,18.809,34.813,34.499,100269.11,1.1935,2.57438,-0.387,0.488,0.0,0.904,4115.0,0.0,0.0,0.0,-51.41
69,18.82,34.813,34.554,100265.08,1.1934,2.57475,-0.012,0.488,0.0,0.904,4167.0,0.0,0.0,0.0,-51.41
70,18.82,34.813,34.466,100265.984,1.1934,2.5745,-0.263,0.363,0.0,0.78,4220.0,0.0,0.0,0.0,-44.34
71,18.82,34.813,34.487,100263.73,1.1934,2.57488,0.112,0.363,0.434,0.78,4273.0,0.0,0.0,0.0,-44.34
72,18.809,34.829,34.477,100266.82,1.1934,2.57513,0.363,0.363,0.78,0.78,4326.0,0.0,0.0,0.0,-44.34
73,18.82,34.821,34.477,100266.82,1.1934,2.57438,-0.387,0.237,0.0,0.631,4379.0,0.0,0.0,0.0,-35.88
74,18.809,34.806,34.499,100269.94,1.1935,2.5745,-0.263,0.237,0.0,0.631,4431.0,0.0,0.0,0.0,-35.88
75,18.83,34.829,34.499,100264.56,1.1933,2.57463,-0.138,0.237,0.0,0.631,4485.0,0.0,0.0,0.0,-35.88
76,18.809,34.836,34.487,100268.16,1.1935,2.57425,-0.512,0.237,0.0,0.631,4537.0,0.0,0.0,0.0,-35.88
77,18.809,34.821,34.487,100268.16,1.1935,2.57475,-0.012,0.237,0.0,0.631,4590.0,0.0,0.0,0.0,-35.88
78,18.809,34.813,34.466,100267.76,1.1935,2.57438,-0.387,0.237,0.0,0.631,4643.0,0.0,0.0,0.0,-35.88
79,18.809,34.813,34.564,100263.22,1.1934,2.57425,-0.512,0.237,0.0,0.631,4696.0,0.0,0.0,0.0,-35.88
80,18.809,34.829,34.487,100263.73,1.1934,2.57475,-0.012,0.237,0.0,0.631,4749.0,0.0,0.0,0.0,-35.88
81,18.82,34.813,34.487,100263.73,1.1934,2.57488,0.112,0.237,0.434,0.631,4801.0,0.0,0.0,0.0,-35.88
82,18.809,34.821,34.499,100270.445,1.1935,2.5745,-0.263,0.237,0.0,0.631,4854.0,0.0,0.0,0.0,-35.88
83,18.809,34.836,34.521,100261.05,1.1934,2.5745,-0.263,0.237,0.0,0.631,4907.0,0.0,0.0,0.0,-35.88
84,18.809,34.813,34.465,100269.58,1.1935,2.57413,-0.638,0.237,0.0,0.631,4960.0,0.0,0.0,0.0,-35.88
85,18.809,34.813,34.465,100269.58,1.1935,2.57413,-0.638,0.237,0.0,0.631,5013.0,0.0,0.0,0.0,-35.88
86,18.809,34.813,34.51,100263.3,1.1934,2.57425,-0.512,0.237,0.0,0.631,5065.0,0.0,0.0,0.0,-35.88
87,18.82,34.806,34.466,100272.19,1.1935,2.57388,-0.887,0.237,0.0,0.631,5118.0,0.0,0.0,0.0,-35.88
88,18.809,34.829,34.466,100264.125,1.1934,2.57413,-0.638,0.237,0.0,0.631,5171.0,0.0,0.0,0.0,-35.88
89,18.82,34.829,34.466,100269.5,1.1934,2.57475,-0.012,0.237,0.0,0.631,5224.0,0.0,0.0,0.0,-35.88
90,18.82,34.821,34.466,100269.11,1.1934,2.57475,-0.012,0.237,0.0,0.631,5276.0,0.0,0.0,0.0,-35.88
91,18.809,34.813,34.422,100262.38,1.1934,2.57425,-0.512,0.237,0.0,0.631,5329.0,0.0,0.0,0.0,-35.88
92,18.809,34.821,34.477,100265.08,1.1934,2.5745,-0.263,0.237,0.0,0.631,5382.0,0.0,0.0,0.0,-35.88
93,18.82,34.813,34.454,100261.445,1.1933,2.57463,-0.138,0.237,0.0,0.631,5435.0,0.0,0.0,0.0,-35.88
94,18.809,34.813,34.454,100261.445,1.1934,2.57463,-0.138,0.237,0.0,0.631,5488.0,0.0,0.0,0.0,-35.88
95,18.809,34.806,34.433,100265.984,1.1934,2.57475,-0.012,0.237,0.0,0.631,5540.0,0.0,0.0,0.0,-35.88
96,18.82,34.813,34.51,100266.34,1.1934,2.57463,-0.138,0.112,0.0,0.434,5594.0,0.0,0.0,0.0,-24.7
97,18.809,34.813,34.454,100267.76,1.1935,2.57463,-0.138,0.112,0.0,0.434,5646.0,0.0,0.0,0.0,-24.7
98,18.83,34.821,34.454,100267.76,1.1934,2.575,0.237,0.112,0.631,0.434,5699.0,0.0,0.0,0.0,-24.7
99,18.809,34.813,34.466,100267.33,1.1935,2.5745,-0.263,0.112,0.0,0.434,5751.0,0.0,0.0,0.0,-24.7
100,18.82,34.806,34.51,100270.445,1.1934,2.575,0.237,0.237,0.631,0.631,5805.0,0.0,0.0,0.0,-35.88
101,18.809,34.806,34.487,100265.08,1.1934,2.5745,-0.263,0.237,0.0,0.631,5857.0,0.0,0.0,0.0,-35.88
102,18.82,34.813,34.487,100265.08,1.1934,2.57513,0.363,0.237,0.78,0.631,5910.0,0.0,0.0,0.0,-35.88
103,18.798,34.813,34.422,100265.08,1.1935,2.5745,-0.263,0.237,0.0,0.631,5963.0,0.0,0.0,0.0,-35.88
104,18.809,34.813,34.366,100264.56,1.1934,2.57425,-0.512,0.237,0.0,0.631,6016.0,0.0,0.0,0.0,-35.88
105,18.809,34.806,34.466,100267.25,1.1935,2.57463,-0.138,0.237,0.0,0.631,6069.0,0.0,0.0,0.0,-35.88
106,18.809,34.813,34.466,100267.25,1.1934,2.57425,-0.512,0.237,0.0,0.631,6121.0,0.0,0.0,0.0,-35.88
107,18.82,34.813,34.422,100263.73,1.1934,2.5745,-0.263,0.237,0.0,0.631,6174.0,0.0,0.0,0.0,-35.88
108,18.809,34.806,34.443,100270.85,1.1935,2.57438,-0.387,0.237,0.0,0.631,6226.0,0.0,0.0,0.0,-35.88
109,18.798,34.806,34.454,100261.445,1.1934,2.57475,-0.012,0.237,0.0,0.631,6280.0,0.0,0.0,0.0,-35.88
110,18.83,34.813,34.454,100264.64,1.1933,2.5745,-0.263,0.237,0.0,0.631,6332.0,0.0,0.0,0.0,-35.88
111,18.798,34.806,34.433,100264.64,1.1935,2.57363,-1.138,0.237,0.0,0.631,6385.0,0.0,0.0,0.0,-35.88
112,18.798,34.813,34.377,100264.64,1.1935,2.57488,0.112,0.237,0.434,0.631,6437.0,0.0,0.0,0.0,-35.88
113,18.82,34.806,34.443,100263.73,1.1934,2.57438,-0.387,0.237,0.0,0.631,6491.0,0.0,0.0,0.0,-35.88
114,18.809,34.806,34.422,100266.414,1.1934,2.5745,-0.263,0.237,0.0,0.631,6543.0,0.0,0.0,0.0,-35.88
115,18.809,34.813,34.422,100266.414,1.1934,2.5745,-0.263,0.237,0.0,0.631,6596.0,0.0,0.0,0.0,-35.88
116,18.82,34.813,34.433,100266.82,1.1934,2.57438,-0.387,0.237,0.0,0.631,6649.0,0.0,0.0,0.0,-35.88
117,18.82,34.813,34.366,100267.76,1.1934,2.57438,-0.387,0.237,0.0,0.631,6702.0,0.0,0.0,0.0,-35.88
118,18.809,34.806,34.399,100271.79,1.1935,2.57438,-0.387,0.237,0.0,0.631,6755.0,0.0,0.0,0.0,-35.88
119,18.82,34.813,34.399,100271.79,1.1935,2.57425,-0.512,0.237,0.0,0.631,6807.0,0.0,0.0,0.0,-35.88
120,18.809,34.813,34.355,100266.414,1.1934,2.5745,-0.263,0.237,0.0,0.631,6860.0,0.0,0.0,0.0,-35.88
121,18.809,34.798,34.433,100264.125,1.1934,2.57463,-0.138,0.237,0.0,0.631,6913.0,0.0,0.0,0.0,-35.88
122,18.798,34.813,34.433,100271.36,1.1935,2.57425,-0.512,0.237,0.0,0.631,6966.0,0.0,0.0,0.0,-35.88
123,18.82,34.783,34.433,100271.36,1.1935,2.575,0.237,0.237,0.631,0.631,7018.0,0.0,0.0,0.0,-35.88
124,18.809,34.806,34.498,100264.2,1.1934,2.57463,-0.138,0.237,0.0,0.631,7071.0,0.0,0.0,0.0,-35.88
125,18.809,34.806,34.422,100266.414,1.1934,2.57475,-0.012,0.237,0.0,0.631,7123.0,0.0,0.0,0.0,-35.88
126,18.809,34.798,34.377,100268.67,1.1935,2.574,-0.762,0.237,0.0,0.631,7177.0,0.0,0.0,0.0,-35.88
127,18.82,34.806,34.377,100268.67,1.1934,2.575,0.237,0.237,0.631,0.631,7229.0,0.0,0.0,0.0,-35.88
128,18.82,34.806,34.443,100268.67,1.1934,2.57475,-0.012,0.237,0.0,0.631,7282.0,0.0,0.0,0.0,-35.88
129,18.798,34.806,34.355,100273.53,1.1936,2.57463,-0.138,0.237,0.0,0.631,7335.0,0.0,0.0,0.0,-35.88
130,18.809,34.791,34.389,100264.64,1.1934,2.57475,-0.012,0.237,0.0,0.631,7388.0,0.0,0.0,0.0,-35.88
131,18.809,34.798,34.41,100266.89,1.1934,2.57425,-0.512,0.237,0.0,0.631,7441.0,0.0,0.0,0.0,-35.88
132,18.82,34.798,34.41,100266.89,1.1934,2.57463,-0.138,0.237,0.0,0.631,7493.0,0.0,0.0,0.0,-35.88
133,18.809,34.806,34.389,100267.33,1.1935,2.57475,-0.012,0.237,0.0,0.631,7546.0,0.0,0.0,0.0,-35.88
134,18.809,34.813,34.433,100265.91,1.1934,2.57488,0.112,0.237,0.434,0.631,7599.0,0.0,0.0,0.0,-35.88
135,18.809,34.806,34.41,100269.11,1.1935,2.57438,-0.387,0.237,0.0,0.631,7652.0,0.0,0.0,0.0,-35.88
136,18.809,34.806,34.41,100269.11,1.1935,2.5745,-0.263,0.237,0.0,0.631,7704.0,0.0,0.0,0.0,-35.88
137,18.798,34.806,34.345,100263.3,1.1934,2.57475,-0.012,0.237,0.0,0.631,7757.0,0.0,0.0,0.0,-35.88
138,18.809,34.806,34.389,100266.414,1.1934,2.57475,-0.012,0.237,0.0,0.631,7810.0,0.0,0.0,0.0,-35.88
139,18.809,34.791,34.388,100265.55,1.1934,2.57463,-0.138,0.237,0.0,0.631,7863.0,0.0,0.0,0.0,-35.88
140,18.809,34.806,34.388,100265.55,1.1934,2.57475,-0.012,0.237,0.0,0.631,7915.0,0.0,0.0,0.0,-35.88
141,18.809,34.798,34.443,100265.984,1.1934,2.57488,0.112,0.237,0.434,0.631,7968.0,0.0,0.0,0.0,-35.88
142,18.809,34.798,34.322,100262.79,1.1934,2.57475,-0.012,0.112,0.0,0.434,8022.0,0.0,0.0,0.0,-24.7
143,18.809,34.798,34.399,100271.36,1.1935,2.57488,0.112,0.112,0.434,0.434,8074.0,0.0,0.0,0.0,-24.7
144,18.798,34.791,34.399,100271.36,1.1935,2.57475,-0.012,0.112,0.0,0.434,8127.0,0.0,0.0,0.0,-24.7
145,18.809,34.798,34.466,100268.67,1.1935,2.57463,-0.138,0.112,0.0,0.434,8179.0,0.0,0.0,0.0,-24.7
146,18.788,34.783,34.41,100268.67,1.1936,2.57488,0.112,0.112,0.434,0.434,8232.0,0.0,0.0,0.0,-24.7
147,18.809,34.798,34.377,100266.89,1.1934,2.575,0.237,0.112,0.631,0.434,8285.0,0.0,0.0,0.0,-24.7
148,18.809,34.775,34.377,100266.89,1.1934,2.57488,0.112,0.112,0.434,0.434,8338.0,0.0,0.0,0.0,-24.7
149,18.798,34.798,34.377,100265.984,1.1935,2.57488,0.112,0.112,0.434,0.434,8391.0,0.0,0.0,0.0,-24.7
150,18.809,34.791,34.389,100266.414,1.1934,2.57463,-0.138,0.112,0.0,0.434,8443.0,0.0,0.0,0.0,-24.7
151,18.82,34.768,34.366,100265.984,1.1934,2.57425,-0.512,0.112,0.0,0.434,8497.0,0.0,0.0,0.0,-24.7
152,18.788,34.798,34.388,100262.86,1.1935,2.57488,0.112,0.112,0.434,0.434,8549.0,0.0,0.0,0.0,-24.7
153,18.809,34.798,34.388,100262.86,1.1934,2.57463,-0.138,0.112,0.0,0.434,8602.0,0.0,0.0,0.0,-24.7
154,18.809,34.798,34.321,100265.55,1.1934,2.57438,-0.387,0.112,0.0,0.434,8654.0,0.0,0.0,0.0,-24.7
155,18.82,34.798,34.333,100268.234,1.1934,2.57463,-0.138,0.112,0.0,0.434,8708.0,0.0,0.0,0.0,-24.7
156,18.809,34.783,34.344,100268.234,1.1935,2.57438,-0.387,0.112,0.0,0.434,8761.0,0.0,0.0,0.0,-24.7
157,18.809,34.798,34.344,100268.234,1.1935,2.57488,0.112,0.112,0.434,0.434,8813.0,0.0,0.0,0.0,-24.7
158,18.809,34.798,34.41,100269.58,1.1935,2.575,0.237,0.112,0.631,0.434,8866.0,0.0,0.0,0.0,-24.7
159,18.788,34.783,34.345,100263.3,1.1935,2.57425,-0.512,0.112,0.0,0.434,8919.0,0.0,0.0,0.0,-24.7
160,18.83,34.783,34.333,100266.45,1.1934,2.57413,-0.638,0.112,0.0,0.434,8972.0,0.0,0.0,0.0,-24.7
161,18.809,34.806,34.333,100266.45,1.1934,2.57513,0.363,0.112,0.78,0.434,9025.0,0.0,0.0,0.0,-24.7
162,18.809,34.783,34.365,100262.42,1.1934,2.57475,-0.012,0.112,0.0,0.434,9077.0,0.0,0.0,0.0,-24.7
163,18.798,34.791,34.354,100269.58,1.1935,2.575,0.237,0.112,0.631,0.434,9131.0,0.0,0.0,0.0,-24.7
164,18.809,34.791,34.365,100268.734,1.1935,2.57475,-0.012,0.112,0.0,0.434,9183.0,0.0,0.0,0.0,-24.7
165,18.809,34.791,34.365,100268.734,1.1935,2.57538,0.612,0.112,1.013,0.434,9236.0,0.0,0.0,0.0,-24.7
166,18.809,34.798,34.344,100271.83,1.1935,2.57475,-0.012,0.112,0.0,0.434,9289.0,0.0,0.0,0.0,-24.7
167,18.82,34.775,34.321,100265.11,1.1934,2.57488,0.112,0.112,0.434,0.434,9341.0,0.0,0.0,0.0,-24.7
168,18.809,34.783,34.333,100273.17,1.1935,2.575,0.237,0.112,0.631,0.434,9395.0,0.0,0.0,0.0,-24.7
169,18.798,34.798,34.333,100262.42,1.1934,2.57425,-0.512,0.112,0.0,0.434,9447.0,0.0,0.0,0.0,-24.7
170,18.83,34.798,34.354,100262.86,1.1933,2.57438,-0.387,0.112,0.0,0.434,9500.0,0.0,0.0,0.0,-24.7
171,18.809,34.775,34.288,100265.11,1.1934,2.57475,-0.012,0.112,0.0,0.434,9553.0,0.0,0.0,0.0,-24.7
172,18.82,34.783,34.354,100261.08,1.1933,2.575,0.237,0.112,0.631,0.434,9606.0,0.0,0.0,0.0,-24.7
173,18.809,34.783,34.333,100265.55,1.1934,2.57475,-0.012,0.112,0.0,0.434,9659.0,0.0,0.0,0.0,-24.7
174,18.798,34.806,34.333,100265.55,1.1935,2.57463,-0.138,0.112,0.0,0.434,9711.0,0.0,0.0,0.0,-24.7
175,18.798,34.798,34.354,100268.734,1.1935,2.575,0.237,0.237,0.631,0.631,9764.0,0.0,0.0,0.0,-35.88
176,18.809,34.783,34.398,100266.05,1.1934,2.575,0.237,0.237,0.631,0.631,9818.0,0.0,0.0,0.0,-35.88
177,18.798,34.798,34.354,100269.14,1.1935,2.575,0.237,0.237,0.631,0.631,9870.0,0.0,0.0,0.0,-35.88
178,18.809,34.775,34.354,100269.14,1.1935,2.57538,0.612,0.237,1.013,0.631,9923.0,0.0,0.0,0.0,-35.88
179,18.798,34.783,34.321,100261.516,1.1934,2.57463,-0.138,0.237,0.0,0.631,9976.0,0.0,0.0,0.0,-35.88
180,18.798,34.775,34.388,100265.55,1.1935,2.57525,0.488,0.237,0.904,0.631,10029.0,0.0,0.0,0.0,-35.88
181,18.82,34.783,34.333,100268.734,1.1934,2.57425,-0.512,0.237,0.0,0.631,10082.0,0.0,0.0,0.0,-35.88
182,18.809,34.783,34.333,100268.734,1.1935,2.57475,-0.012,0.237,0.0,0.631,10135.0,0.0,0.0,0.0,-35.88
183,18.809,34.791,34.354,100267.8,1.1935,2.57425,-0.512,0.237,0.0,0.631,10187.0,0.0,0.0,0.0,-35.88
184,18.788,34.783,34.311,100267.39,1.1935,2.57463,-0.138,0.237,0.0,0.631,10241.0,0.0,0.0,0.0,-35.88
185,18.788,34.775,34.365,100266.45,1.1935,2.57488,0.112,0.237,0.434,0.631,10294.0,0.0,0.0,0.0,-35.88
186,18.809,34.775,34.365,100266.45,1.1934,2.57525,0.488,0.237,0.904,0.631,10346.0,0.0,0.0,0.0,-35.88
187,18.798,34.775,34.333,100264.2,1.1935,2.57438,-0.387,0.237,0.0,0.631,10399.0,0.0,0.0,0.0,-35.88
188,18.809,34.783,34.365,100269.14,1.1935,2.57488,0.112,0.237,0.434,0.631,10452.0,0.0,0.0,0.0,-35.88
189,18.809,34.783,34.3,100265.11,1.1934,2.57488,0.112,0.237,0.434,0.631,10505.0,0.0,0.0,0.0,-35.88
190,18.809,34.791,34.321,100266.45,1.1934,2.57413,-0.638,0.237,0.0,0.631,10558.0,0.0,0.0,0.0,-35.88
191,18.798,34.783,34.321,100266.45,1.1935,2.57525,0.488,0.237,0.904,0.631,10611.0,0.0,0.0,0.0,-35.88
192,18.82,34.768,34.3,100267.39,1.1934,2.57513,0.363,0.237,0.78,0.631,10664.0,0.0,0.0,0.0,-35.88
193,18.798,34.783,34.288,100269.14,1.1935,2.57463,-0.138,0.237,0.0,0.631,10717.0,0.0,0.0,0.0,-35.88
194,18.798,34.783,34.365,100272.33,1.1936,2.57463,-0.138,0.237,0.0,0.631,10770.0,0.0,0.0,0.0,-35.88
195,18.809,34.798,34.365,100272.33,1.1935,2.57425,-0.512,0.237,0.0,0.631,10823.0,0.0,0.0,0.0,-35.88
196,18.798,34.783,34.333,100270.08,1.1935,2.574,-0.762,0.237,0.0,0.631,10875.0,0.0,0.0,0.0,-35.88
197,18.809,34.791,34.267,100270.08,1.1935,2.57438,-0.387,0.237,0.0,0.631,10929.0,0.0,0.0,0.0,-35.88
198,18.809,34.768,34.333,100267.39,1.1935,2.57425,-0.512,0.237,0.0,0.631,10981.0,0.0,0.0,0.0,-35.88
199,18.83,34.783,34.333,100267.39,1.1934,2.57425,-0.512,0.237,0.0,0.631,11034.0,0.0,0.0,0.0,-35.88
200,18.798,34.768,34.3,100264.7,1.1935,2.57475,-0.012,0.237,0.0,0.631,11087.0,0.0,0.0,0.0,-35.88
201,18.798,34.775,34.365,100268.234,1.1935,2.57463,-0.138,0.237,0.0,0.631,11140.0,0.0,0.0,0.0,-35.88
202,18.82,34.76,34.333,100271.83,1.1935,2.57488,0.112,0.237,0.434,0.631,11193.0,0.0,0.0,0.0,-35.88
203,18.809,34.798,34.333,100271.83,1.1935,2.57463,-0.138,0.237,0.0,0.631,11246.0,0.0,0.0,0.0,-35.88
204,18.798,34.783,34.354,100273.17,1.1936,2.5745,-0.263,0.237,0.0,0.631,11298.0,0.0,0.0,0.0,-35.88
205,18.788,34.775,34.389,100270.016,1.1936,2.5745,-0.263,0.237,0.0,0.631,11352.0,0.0,0.0,0.0,-35.88
