0,19.989,40.459,100504.69,1.1906,2.5505,2550.5,765.15,510.1,2550.5,65.455,65.455,35.851,29.272,512.0,0.0,1.0
1,19.978,40.413,100502.805,1.1906,2.55063,1275.375,918.218,663.155,2550.5,46.285,65.454,39.273,33.376,566.0,0.0,1.0
2,19.978,40.421,100497.72,1.1906,2.5515,851.125,898.09,700.749,1275.375,37.812,46.287,38.842,34.31,620.0,0.0,1.0
3,19.957,40.406,100500.31,1.1907,2.551,637.844,820.016,688.168,1275.375,32.732,46.284,37.113,33.999,674.0,0.0,1.0
4,19.978,40.398,100501.15,1.1906,2.55088,510.15,727.056,652.564,851.125,29.274,37.812,34.947,33.109,729.0,0.0,1.0
5,19.957,40.413,100501.15,1.1907,2.55088,425.125,636.477,607.077,851.125,26.722,37.81,32.697,31.933,783.0,0.0,1.0
6,19.967,40.413,100501.516,1.1907,2.55138,364.893,555.002,558.64,637.844,24.757,32.732,30.533,30.633,837.0,0.0,1.0
7,19.978,40.398,100496.5,1.1906,2.55025,318.156,483.948,510.543,637.844,23.118,32.734,28.513,29.286,891.0,0.0,1.0
8,19.978,40.413,100498.28,1.1906,2.55075,283.306,423.756,465.096,510.15,21.815,29.274,26.68,27.952,946.0,0.0,1.0
9,19.967,40.413,100498.28,1.1906,2.551,255.225,373.196,423.122,510.15,20.706,29.274,25.038,26.66,1000.0,0.0,1.0
10,19.978,40.413,100499.56,1.1906,2.551,232.023,330.844,384.902,425.125,19.742,26.723,23.575,25.428,1054.0,0.0,1.0
11,19.989,40.406,100501.78,1.1906,2.55013,211.813,295.135,350.284,425.125,18.863,26.724,22.266,24.258,1108.0,0.0,1.0
12,19.978,40.406,100503.56,1.1906,2.551,196.394,265.513,319.506,364.893,18.163,24.757,21.119,23.167,1163.0,0.0,1.0
13,19.967,40.406,100497.81,1.1906,2.55113,182.491,240.606,292.103,364.893,17.508,24.758,20.104,22.151,1217.0,0.0,1.0
14,19.978,40.398,100497.81,1.1906,2.55113,170.325,219.522,267.748,318.156,16.915,23.118,19.203,21.208,1271.0,0.0,1.0
15,19.978,40.391,100499.56,1.1906,2.55075,159.305,201.457,246.059,318.156,16.359,23.118,18.396,20.331,1326.0,0.0,1.0
16,19.978,40.398,100499.56,1.1906,2.55138,150.559,186.188,226.959,283.306,15.903,21.815,17.685,19.526,1380.0,0.0,1.0
17,19.978,40.398,100500.91,1.1906,2.55113,141.944,172.915,209.956,283.306,15.441,21.815,17.043,18.78,1434.0,0.0,1.0
18,19.978,40.391,100492.43,1.1905,2.54988,133.224,161.007,194.61,255.225,14.96,20.707,16.446,18.081,1488.0,0.0,1.0
19,19.989,40.398,100492.43,1.1905,2.55088,127.563,150.974,181.2,255.225,14.639,20.707,15.926,17.448,1543.0,0.0,1.0
20,19.978,40.398,100500.0,1.1906,2.55138,0.519,105.837,145.064,232.023,0.934,19.742,13.334,15.61,1597.0,0.0,1.0
21,19.978,40.413,100498.66,1.1906,2.5505,-0.4,73.966,115.971,232.023,0.0,19.742,11.147,13.958,1650.0,0.0,1.0
22,19.989,40.398,100493.7,1.1905,2.55113,0.231,51.846,92.823,211.813,0.623,18.864,9.333,12.488,1704.0,0.0,1.0
23,19.978,40.413,100493.7,1.1905,2.55125,0.375,36.405,74.334,196.394,0.794,18.164,7.82,11.175,1759.0,0.0,1.0
24,19.978,40.391,100499.93,1.1906,2.55113,0.237,25.554,59.514,182.491,0.632,17.509,6.552,9.999,1813.0,0.0,1.0
25,19.978,40.413,100494.14,1.1905,2.5505,-0.4,17.768,47.532,170.325,0.0,16.915,5.463,8.936,1866.0,0.0,1.0
26,19.967,40.398,100499.52,1.1906,2.5515,0.619,12.623,38.149,170.325,1.02,16.915,4.605,8.005,1921.0,0.0,1.0
27,20.0,40.406,100501.27,1.1905,2.55113,0.238,8.908,30.567,159.305,0.632,16.359,3.868,7.166,1975.0,0.0,1.0
28,19.978,40.413,100501.27,1.1906,2.55013,-0.806,5.994,24.292,150.559,0.0,15.903,3.173,6.388,2028.0,0.0,1.0
29,19.989,40.406,100502.22,1.1906,2.55113,0.225,4.263,19.479,141.944,0.615,15.442,2.676,5.72,2082.0,0.0,1.0
30,19.978,40.413,100498.18,1.1906,2.551,0.094,3.012,15.602,133.224,0.398,14.96,2.25,5.119,2137.0,0.0,1.0
31,19.978,40.398,100496.83,1.1906,2.55075,-0.156,2.062,12.45,127.563,0.0,14.639,1.861,4.573,2190.0,0.0,1.0
32,19.989,40.406,100496.83,1.1905,2.55075,-0.156,1.397,9.929,127.563,0.0,14.639,1.532,4.084,2244.0,0.0,1.0
33,19.978,40.413,100497.234,1.1906,2.55125,0.344,1.081,8.012,0.619,0.76,1.02,1.347,3.669,2297.0,0.0,1.0
34,19.989,40.406,100502.22,1.1906,2.54975,-1.156,0.41,6.179,0.519,0.0,0.934,0.83,3.222,2351.0,0.0,1.0
35,20.01,40.413,100498.58,1.1904,2.55025,-0.656,0.09,4.812,0.519,0.0,0.934,0.389,2.843,2404.0,0.0,1.0
36,19.989,40.398,100496.83,1.1905,2.55113,0.219,0.129,3.893,0.375,0.607,0.794,0.465,2.557,2458.0,0.0,1.0
37,19.967,40.383,100496.83,1.1906,2.5505,-0.406,-0.032,3.033,0.344,0.0,0.76,0.23,2.257,2511.0,0.0,1.0
38,19.978,40.391,100497.2,1.1906,2.55038,-0.531,-0.181,2.321,0.344,0.0,0.76,0.552,1.974,2565.0,0.0,1.0
39,19.978,40.413,100498.95,1.1906,2.55138,0.469,0.014,1.95,0.344,0.888,0.76,0.153,1.81,2619.0,0.0,1.0
40,19.978,40.413,100503.42,1.1906,2.551,0.094,0.038,1.579,0.238,0.398,0.632,0.252,1.629,2672.0,0.0,1.0
41,19.967,40.413,100503.42,1.1907,2.55,-0.906,-0.245,1.082,0.237,0.0,0.632,0.642,1.348,2725.0,0.0,1.0
42,20.0,40.398,100498.55,1.1905,2.55113,0.219,-0.106,0.909,0.237,0.607,0.632,0.422,1.236,2779.0,0.0,1.0
43,19.967,40.398,100499.39,1.1906,2.55063,-0.281,-0.158,0.671,0.231,0.0,0.623,0.516,1.062,2833.0,0.0,1.0
44,19.978,40.398,100498.55,1.1906,2.54913,-1.781,-0.645,0.181,0.237,0.0,0.632,1.041,0.551,2886.0,0.0,1.0
45,19.978,40.406,100498.55,1.1906,2.5505,-0.406,-0.573,0.064,0.225,0.0,0.615,0.981,0.327,2939.0,0.0,1.0
46,19.978,40.406,100499.39,1.1906,2.55113,0.219,-0.336,0.095,0.225,0.607,0.615,0.751,0.399,2993.0,0.0,1.0
47,19.978,40.406,100500.3,1.1906,2.55025,-0.656,-0.432,-0.055,0.219,0.0,0.607,0.852,0.305,3047.0,0.0,1.0
48,19.978,40.391,100497.125,1.1906,2.551,0.094,-0.274,-0.025,0.219,0.398,0.607,0.678,0.207,3100.0,0.0,1.0
49,19.978,40.398,100494.516,1.1905,2.55075,-0.156,-0.239,-0.052,0.219,0.0,0.607,0.633,0.294,3153.0,0.0,1.0
50,19.978,40.406,100494.516,1.1905,2.54963,-1.281,-0.551,-0.297,0.219,0.0,0.607,0.962,0.707,3207.0,0.0,1.0
51,19.967,40.391,100497.6,1.1906,2.55075,-0.156,-0.433,-0.269,0.219,0.0,0.607,0.852,0.672,3261.0,0.0,1.0
52,19.978,40.391,100493.56,1.1905,2.55063,-0.281,-0.387,-0.271,0.219,0.0,0.607,0.806,0.675,3314.0,0.0,1.0
53,19.978,40.398,100502.08,1.1906,2.55025,-0.656,-0.468,-0.348,0.219,0.0,0.607,0.886,0.765,3367.0,0.0,1.0
54,19.989,40.391,100502.08,1.1906,2.55088,-0.031,-0.337,-0.285,0.219,0.0,0.607,0.752,0.692,3421.0,0.0,1.0
55,19.967,40.406,100494.914,1.1906,2.55138,0.469,-0.095,-0.134,0.219,0.888,0.607,0.399,0.474,3474.0,0.0,1.0
56,19.978,40.391,100494.44,1.1905,2.55013,-0.781,-0.301,-0.263,0.219,0.0,0.607,0.711,0.665,3528.0,0.0,1.0
57,19.989,40.398,100497.6,1.1905,2.55075,-0.156,-0.257,-0.242,0.219,0.0,0.607,0.657,0.637,3581.0,0.0,1.0
58,19.989,40.398,100497.2,1.1905,2.55113,0.219,-0.114,-0.15,0.219,0.607,0.607,0.438,0.501,3635.0,0.0,1.0
59,19.978,40.406,100497.2,1.1906,2.55,-0.906,-0.352,-0.301,0.219,0.0,0.607,0.769,0.711,3688.0,0.0,1.0
60,19.978,40.398,100501.17,1.1906,2.55125,0.344,-0.143,-0.172,0.219,0.76,0.607,0.49,0.537,3741.0,0.0,1.0
61,19.978,40.398,100503.42,1.1906,2.55138,0.469,0.041,-0.044,0.219,0.888,0.607,0.261,0.271,3795.0,0.0,1.0
62,19.989,40.398,100490.48,1.1904,2.551,0.094,0.057,-0.016,0.219,0.398,0.607,0.309,0.164,3849.0,0.0,1.0
63,19.967,40.398,100490.48,1.1905,2.55025,-0.656,-0.157,-0.144,0.219,0.0,0.607,0.514,0.492,3902.0,0.0,1.0
64,19.978,40.391,100496.266,1.1906,2.55125,0.344,-0.007,-0.046,0.344,0.76,0.76,0.106,0.279,3955.0,0.0,1.0
65,19.978,40.391,100492.66,1.1905,2.55038,-0.531,-0.164,-0.143,0.219,0.0,0.607,0.525,0.491,4009.0,0.0,1.0
66,19.978,40.383,100493.56,1.1905,2.55075,-0.156,-0.161,-0.146,0.219,0.0,0.607,0.521,0.495,4063.0,0.0,1.0
67,19.978,40.391,100493.56,1.1905,2.55163,0.719,0.103,0.027,0.344,1.099,0.76,0.415,0.214,4116.0,0.0,1.0
68,19.978,40.391,100494.914,1.1905,2.55075,-0.156,0.025,-0.009,0.344,0.0,0.76,0.205,0.126,4169.0,0.0,1.0
69,19.989,40.383,100498.95,1.1905,2.55025,-0.656,-0.179,-0.139,0.344,0.0,0.76,0.549,0.483,4224.0,0.0,1.0
70,19.989,40.398,100497.6,1.1905,2.55088,-0.031,-0.135,-0.117,0.344,0.0,0.76,0.476,0.444,4277.0,0.0,1.0
71,19.989,40.391,100497.2,1.1905,2.55113,0.219,-0.029,-0.05,0.344,0.607,0.761,0.219,0.289,4330.0,0.0,1.0
72,19.989,40.383,100497.2,1.1905,2.55063,-0.281,-0.104,-0.096,0.344,0.0,0.761,0.418,0.402,4383.0,0.0,1.0
73,19.978,40.391,100496.266,1.1906,2.55163,0.719,0.143,0.067,0.344,1.099,0.76,0.49,0.335,4438.0,0.0,1.0
74,19.978,40.375,100495.34,1.1906,2.551,0.094,0.128,0.072,0.344,0.398,0.76,0.464,0.349,4491.0,0.0,1.0
75,20.0,40.375,100494.516,1.1904,2.55063,-0.281,0.005,0.002,0.344,0.0,0.761,0.096,0.054,4544.0,0.0,1.0
76,19.967,40.375,100494.516,1.1906,2.55113,0.219,0.07,0.045,0.344,0.607,0.76,0.342,0.276,4597.0,0.0,1.0
77,19.989,40.398,100492.66,1.1905,2.55088,-0.031,0.039,0.03,0.219,0.0,0.607,0.257,0.225,4651.0,0.0,1.0
78,19.989,40.383,100492.22,1.1905,2.54988,-1.031,-0.282,-0.182,0.219,0.0,0.607,0.688,0.553,4705.0,0.0,1.0
79,19.989,40.383,100498.95,1.1905,2.55113,0.219,-0.131,-0.102,0.219,0.607,0.607,0.47,0.414,4758.0,0.0,1.0
80,19.978,40.391,100498.95,1.1906,2.551,0.094,-0.064,-0.063,0.219,0.398,0.607,0.327,0.325,4811.0,0.0,1.0
81,19.967,40.383,100494.914,1.1906,2.55,-0.906,-0.316,-0.231,0.219,0.0,0.607,0.729,0.623,4865.0,0.0,1.0
82,19.978,40.391,100500.3,1.1906,2.55,-0.906,-0.493,-0.366,0.219,0.0,0.607,0.91,0.784,4919.0,0.0,1.0
83,19.978,40.391,100494.914,1.1905,2.55125,0.344,-0.242,-0.224,0.219,0.76,0.607,0.638,0.614,4972.0,0.0,1.0
84,19.989,40.391,100498.95,1.1905,2.54963,-1.281,-0.554,-0.435,0.219,0.0,0.607,0.964,0.855,5025.0,0.0,1.0
85,19.978,40.383,100498.95,1.1906,2.55113,0.219,-0.322,-0.305,0.219,0.607,0.607,0.735,0.715,5079.0,0.0,1.0
86,19.989,40.383,100495.86,1.1905,2.55088,-0.031,-0.234,-0.25,0.219,0.0,0.607,0.628,0.648,5133.0,0.0,1.0
87,19.989,40.391,100496.695,1.1905,2.55,-0.906,-0.436,-0.381,0.219,0.0,0.607,0.856,0.8,5186.0,0.0,1.0
88,19.989,40.383,100497.6,1.1905,2.55163,0.719,-0.089,-0.161,0.219,1.099,0.607,0.387,0.52,5239.0,0.0,1.0
89,19.967,40.398,100497.6,1.1906,2.55138,0.469,0.078,-0.035,0.219,0.888,0.607,0.362,0.242,5293.0,0.0,1.0
90,19.989,40.368,100498.95,1.1905,2.55,-0.906,-0.217,-0.209,0.219,0.0,0.607,0.604,0.593,5347.0,0.0,1.0
91,19.978,40.391,100496.695,1.1906,2.55025,-0.656,-0.349,-0.298,0.219,0.0,0.607,0.765,0.708,5400.0,0.0,1.0
92,19.978,40.375,100493.56,1.1905,2.5515,0.594,-0.066,-0.12,0.219,0.999,0.607,0.333,0.449,5453.0,0.0,1.0
93,19.989,40.391,100494.516,1.1905,2.55025,-0.656,-0.243,-0.227,0.219,0.0,0.607,0.639,0.618,5507.0,0.0,1.0
94,19.978,40.375,100494.516,1.1905,2.55088,-0.031,-0.179,-0.188,0.219,0.0,0.607,0.549,0.562,5560.0,0.0,1.0
