=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.04.29 15:26:00 =~=~=~=~=~=~=~=~=~=~=~=
20.171;39.254;0140;1.1889;2.54088;-8.350;-7.698;-7.639;0.00-6.850;-7.418;-7.462;0.000;0.000;0.000;3.532;3.543;181354;0;1
20.246;39.307;100446.140;1.1889;2.54088;-8.350;-7.698;-7.639;0.000r0;-7.418;-7.462;0.000;0.000;0.000;3.532;3.543;181354;0;1
20.246;39.307;100446.140;1.1889;2.54088;-8.350;-7.698;-7.639;0.000r20.225;39.361;100449.109;1.1890;2.54850;2548.500;764.550;509.700;2548.500;65.473;65.473;35.861;29.280;512;0;1
20.225;39.307;100451.796;1.1891;2.54938;1275.125;917.723;662.785;2548.500;46.311;65.471;39.289;33.388;566;0;1
20.203;39.307;100448.968;1.1891;2.54925;849.958;897.393;700.220;1275.125;37.809;46.310;38.850;34.318;620;0;1
20.225;39.292;100447.515;1.1890;2.54888;637.094;819.303;687.595;1275.125;32.736;46.312;37.123;34.008;674;0;1
20.225;39.300;100447.875;1.1890;2.54875;509.550;726.377;651.986;849.958;29.276;37.811;34.954;33.116;729;0;1
20.225;39.300;100447.875;1.1890;2.54925;425.125;636.002;606.614;849.958;26.741;37.811;32.708;31.943;783;0;1
20.225;39.284;100447.812;1.1890;2.54900;364.143;554.444;558.119;637.094;24.749;32.736;30.538;30.639;837;0;1
20.225;39.292;100443.703;1.1890;2.54813;317.750;483.436;510.046;637.094;23.119;32.736;28.517;29.291;891;0;1
20.214;39.300;100447.265;1.1891;2.54888;283.195;423.363;464.675;509.550;21.825;29.276;26.685;27.957;946;0;1
20.214;39.300;100447.265;1.1891;2.54900;255.000;372.854;422.740;509.550;20.710;29.276;25.043;26.665;1000;0;1
20.235;39.300;100446.328;1.1890;2.54838;231.193;330.356;384.431;425.125;19.720;26.742;23.573;25.430;1054;0;1
20.225;39.300;100445.843;1.1890;2.54888;212.427;294.977;350.030;425.125;18.903;26.741;22.275;24.265;1107;0;1
20.235;39.300;100448.976;1.1890;2.54913;196.337;265.385;319.291;364.143;18.173;24.749;21.128;23.175;1162;0;1
20.214;39.300;100443.593;1.1890;2.54950;182.688;240.576;291.971;364.143;17.530;24.749;20.116;22.161;1217;0;1
20.225;39.300;100443.593;1.1890;2.54825;169.259;219.181;267.428;317.750;16.873;23.119;19.201;21.210;1271;0;1
20.225;39.307;100444.000;1.1890;2.54913;159.555;201.293;245.854;317.750;16.383;23.119;18.401;20.336;1326;0;1
20.225;39.307;100444.437;1.1890;2.54938;150.419;186.031;226.767;283.195;15.907;21.826;17.690;19.531;1380;0;1
20.214;39.315;100446.218;1.1891;2.54900;141.688;172.728;209.751;283.195;15.438;21.825;17.045;18.783;1434;0;1
20.225;39.292;100448.468;1.1890;2.54875;133.981;161.104;194.597;255.000;15.012;20.710;16.462;18.092;1488;0;1
20.225;39.307;100448.468;1.1890;2.54900;127.531;151.032;181.184;255.000;14.646;20.710;15.939;17.457;1543;0;1
20.225;39.292;100448.000;1.1890;2.54975;0.831;105.972;145.113;231.193;1.183;19.720;13.351;15.623;1597;0;1
20.225;39.300;100446.648;1.1890;2.54888;-0.106;74.148;116.069;231.193;0.000;19.720;11.168;13.973;1650;0;1
20.225;39.307;100443.515;1.1890;2.54913;0.169;51.955;92.889;212.427;0.533;18.903;9.348;12.500;1704;0;1
