funcion,y1,Dt1,y2,Dt2,y3,Dt3,y4,Dt4,y5,Dt5,y6,Dt6,y7,Dt7,y8,Dt8
funB,5,5,7,5,9,5,11,5,13,5,11,5,7,5,5,5
