Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
0,502439.0,26.188,15.778,0.0,1.1709,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,502439.0
1,26.177,15.778,0.0,0.011709,0.0,270.0,0.0,0.0,502389.0,230.09,0.0,0.0,0.0,26.177
2,502439.0,26.188,15.778,0.0,1.1709,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,502439.0
3,502491.0,26.188,15.793,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,502491.0
4,503511.0,26.199,15.816,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503511.0
5,503564.0,26.199,15.786,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503564.0
6,503615.0,26.188,15.778,0.0,1.1709,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503615.0
7,503665.0,26.188,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503665.0
8,503715.0,26.199,15.77,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503715.0
9,503766.0,26.199,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503766.0
10,503816.0,26.209,15.778,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503816.0
11,503867.0,26.199,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503867.0
12,503917.0,26.22,15.786,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503917.0
13,503967.0,26.199,15.77,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,503967.0
14,504017.0,26.22,15.786,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504017.0
15,504068.0,26.188,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504068.0
16,504118.0,26.209,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504118.0
17,504169.0,26.199,15.786,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504169.0
18,504219.0,26.199,15.793,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504219.0
19,504269.0,26.209,15.793,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504269.0
20,504320.0,26.188,15.793,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504320.0
21,504370.0,26.199,15.793,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504370.0
22,504421.0,26.188,15.793,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504421.0
23,504471.0,26.199,15.786,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504471.0
24,504521.0,26.22,15.77,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504521.0
25,504571.0,26.199,15.801,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504571.0
26,504622.0,26.199,15.786,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504622.0
27,504673.0,26.188,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504673.0
28,504723.0,26.188,15.778,0.0,1.1708,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504723.0
29,504773.0,26.209,15.786,0.0,1.1707,0.0,14.0,9.955,270.0,0.0,230.09,0.0,0.0,504773.0
