=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.04.29 15:14:36 =~=~=~=~=~=~=~=~=~=~=~=
20.246;40.284;100471.7275;0.132;-0.647;-0.704;0.132;0.471;0.471;1.043;1.088;57985;500;1
1.284;1.239;57931;500;1
20.246;40.055;100475.718;1.1892;2.54275;0.132;-0.647;-0.704;0.132;0.471;0.471;1.043;1.088;57985;500;1
1.284;1.239;57931;500;1
20.246;40.055;100475.718;1.1892;2.54275;0.132;-0.647;-0.704;0.132;0.471;0.471;1.043;1.088;57985;500;1
20.225;40.108;100477.375;1.1893;2.54938;2549.375;764.812;509.875;2549.375;65.477;65.477;35.863;29.282;512;0;1
20.235;40.062;100476.398;1.1892;2.54875;1274.063;917.588;662.713;2549.375;46.289;65.478;39.283;33.384;566;0;1
20.225;40.070;100474.000;1.1893;2.54863;849.250;897.086;700.020;1274.063;37.792;46.288;38.841;34.311;620;0;1
20.225;40.070;100475.203;1.1893;2.54950;637.813;819.304;687.579;1274.063;32.751;46.288;37.119;34.004;674;0;1
20.235;40.070;100472.875;1.1892;2.54988;510.625;726.700;652.188;849.250;29.305;37.792;34.959;33.119;729;0;1
20.235;40.070;100472.875;1.1892;2.54875;424.396;636.009;606.629;849.250;26.716;37.792;32.705;31.941;783;0;1
20.225;40.070;100474.593;1.1893;2.54900;364.018;554.412;558.107;637.813;24.742;32.751;30.535;30.636;837;0;1
20.235;40.078;100470.078;1.1892;2.54938;318.891;483.755;510.264;637.813;23.159;32.752;28.524;29.295;891;0;1
20.235;40.055;100475.468;1.1892;2.54975;283.833;423.779;464.978;510.625;21.848;29.304;26.696;27.964;946;0;1
20.246;40.062;100475.468;1.1892;2.54913;254.825;373.093;422.947;510.625;20.702;29.305;25.049;26.671;999;0;1
20.225;40.062;100473.609;1.1893;2.54988;232.409;330.888;384.840;424.396;19.770;26.715;23.589;25.440;1053;0;1
20.246;40.070;100477.609;1.1892;2.55000;213.167;295.571;350.505;424.396;18.934;26.716;22.295;24.279;1107;0;1
